,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,3,21,41,28,59,47,44,31,23,22,36,38,29,33,7,13,24,34,30,47,27,11,31,42,22,42,37,19,46,51,27,40,18,37,64,6,13,40,33,24,0,35,33,8,48,40,39,18,20,15,37,47,57,23,46,4,26,38,7,50,33,47,14,44,14,37,37,20,40,38,8,42,39,17,19,43,20,18,45,35,23,56,60,18,43,39,42,54,46,23,24,25,56,59,23,3,25,24,57,31,10,65,18,13,16,15,29,54,33,38,55,38,35,29,28,43,12,61,6,45,23,22,39,55,30,41,44,7,29,30,16,26,48,44,27,58,23,31,30,18,50,27,25,17,46,18,39,36,28,50,13,21,43,42,8,13,26,43,27,28
v42,36,22,6,23,32,18,31,12,12,13,39,9,22,30,42,44,31,15,15,36,34,30,4,19,19,9,12,46,19,18,62,9,53,20,37,29,28,13,12,17,35,0,8,27,13,13,16,27,33,42,4,34,30,58,27,39,31,13,42,23,42,26,49,17,41,30,20,55,19,35,27,23,36,20,54,12,41,21,20,52,24,21,25,23,20,4,15,19,19,38,51,10,21,24,30,32,16,59,22,32,37,38,31,26,49,20,20,19,24,11,28,5,38,42,13,8,23,34,41,18,34,41,4,32,9,34,23,40,30,17,39,39,25,17,40,23,44,6,27,53,23,42,30,36,23,45,28,11,21,33,32,56,8,15,29,30,15,28,8,11
v43,30,14,14,15,26,24,23,18,16,19,31,15,14,22,34,36,23,21,7,28,40,36,10,11,11,15,4,52,13,24,54,15,45,12,31,33,34,7,4,23,33,8,0,33,21,7,22,33,39,48,10,26,24,50,19,33,23,5,36,17,34,18,41,11,47,36,26,47,25,41,25,15,28,26,46,16,33,15,12,44,30,29,33,29,12,12,9,27,13,44,57,8,29,32,36,34,8,51,30,24,43,32,37,20,41,24,26,27,30,7,22,11,30,34,5,16,21,28,33,12,26,47,12,24,15,26,29,40,36,23,45,31,17,11,46,31,36,2,19,45,17,34,22,28,29,51,34,17,27,25,38,48,16,9,25,36,7,20,12,5
v44,9,21,33,28,59,39,44,23,17,14,36,30,29,33,15,17,24,26,30,47,19,3,23,42,22,36,37,19,46,43,35,32,26,37,64,2,5,40,33,16,8,27,33,0,40,40,31,10,12,15,29,47,57,31,46,12,26,38,15,50,33,47,22,44,14,29,29,28,32,30,8,42,39,9,27,39,20,18,45,35,15,48,52,10,43,31,42,46,46,15,24,25,48,51,15,5,25,32,49,31,10,65,10,13,22,9,21,46,25,38,55,32,35,29,28,35,12,61,14,45,23,14,31,55,22,41,36,13,21,22,12,26,48,44,19,50,23,31,30,26,50,27,25,17,38,18,31,28,20,50,5,29,35,42,8,5,26,43,21,28
v45,49,35,7,36,33,19,44,17,25,26,52,10,35,43,55,57,44,16,28,49,35,37,17,32,32,8,25,47,20,19,75,10,66,33,36,42,35,16,25,24,48,13,21,40,0,24,17,30,34,43,11,47,29,71,40,52,44,26,55,22,55,39,62,16,42,31,21,68,20,36,40,36,49,31,67,11,54,34,33,65,25,10,12,30,33,9,16,8,30,39,52,23,16,13,31,45,29,72,9,45,46,37,32,39,62,33,21,6,25,14,27,10,51,55,26,5,36,33,54,17,47,42,9,45,18,47,24,53,31,18,40,52,38,16,41,12,57,19,40,66,28,55,43,49,24,46,29,12,22,46,35,69,5,14,42,35,28,41,21,24
v46,37,19,17,12,19,31,20,25,23,26,28,22,11,19,37,33,20,28,10,25,47,43,17,8,18,18,3,59,6,31,51,22,42,9,24,40,41,8,7,30,40,13,7,40,24,0,29,40,46,55,17,23,17,47,16,40,20,2,43,10,31,15,38,10,54,43,33,44,32,48,32,12,25,33,43,19,30,22,9,41,37,32,36,36,9,15,8,30,6,51,64,15,32,35,43,41,15,48,33,21,50,25,44,27,38,31,33,30,37,10,15,14,27,31,12,19,28,21,38,15,23,54,17,21,22,23,36,47,43,30,52,28,14,14,53,34,33,9,16,42,10,31,19,25,36,58,41,24,34,22,45,45,19,10,32,43,14,17,19,12
v47,40,26,16,27,48,8,35,8,16,17,43,7,26,34,46,48,35,5,19,40,18,28,12,31,23,25,26,30,35,12,66,7,57,26,53,33,26,29,22,15,39,16,22,31,17,29,0,21,19,30,12,38,46,62,35,43,35,27,46,39,46,36,53,33,33,14,4,59,3,19,31,31,40,22,58,28,45,25,34,56,16,17,21,21,32,16,31,15,35,22,35,14,17,20,16,36,20,63,18,36,37,54,21,30,53,24,10,17,8,27,44,21,42,46,17,18,27,50,45,34,38,25,12,44,9,38,7,44,14,9,23,43,37,33,24,19,48,20,31,57,39,46,34,40,7,29,12,5,11,39,26,60,22,31,33,26,19,32,12,17
v48,19,21,27,28,59,29,44,15,17,14,36,20,29,33,25,27,24,16,30,47,9,7,23,42,22,36,37,19,46,33,45,22,36,37,64,12,5,40,33,10,18,27,33,10,30,40,21,0,6,15,23,47,57,41,46,22,26,38,25,50,33,47,32,44,14,19,19,38,22,20,10,42,39,7,37,39,24,18,45,35,5,38,42,4,43,27,42,36,46,11,24,25,38,41,5,15,25,42,39,31,16,65,4,13,32,9,11,36,15,38,55,32,35,29,28,29,12,61,24,45,23,14,23,55,18,41,26,23,11,12,12,26,48,44,13,40,27,31,30,36,50,27,25,19,28,18,21,18,10,50,5,39,33,42,12,5,26,43,21,28
v49,21,27,33,34,65,27,50,21,23,20,42,24,35,39,27,29,30,18,36,53,7,9,29,48,28,42,43,13,52,31,47,24,38,43,70,14,7,46,39,16,20,33,39,12,34,46,19,6,0,11,29,53,63,43,52,24,32,44,27,56,39,53,34,50,14,17,17,40,20,18,14,48,45,13,39,45,26,24,51,41,9,36,40,10,49,33,48,34,52,5,18,31,36,39,3,17,31,44,37,37,18,71,2,19,34,15,13,34,13,44,61,38,41,35,34,35,18,67,26,51,29,8,29,61,24,47,24,25,9,16,6,32,54,50,7,38,29,37,36,38,56,33,31,23,26,12,19,22,12,56,7,41,39,48,14,7,32,49,27,34
v50,18,36,42,43,74,38,59,30,32,29,51,33,44,48,18,28,39,27,45,62,18,12,38,57,37,51,52,6,61,42,36,33,31,52,79,15,14,55,48,25,15,42,48,15,43,55,30,15,11,0,38,62,72,38,61,15,41,53,16,65,48,62,23,59,3,28,28,29,31,29,23,57,54,22,28,54,35,33,60,50,18,47,51,19,58,42,57,45,61,14,13,40,47,50,14,14,40,33,48,46,7,80,11,28,31,24,22,45,24,53,70,47,50,44,43,44,27,76,17,60,38,13,38,70,33,56,35,14,20,25,7,41,63,59,18,49,38,46,45,27,65,42,40,32,37,7,30,31,21,65,10,30,48,57,23,12,41,58,36,43
v51,38,24,4,25,36,14,33,8,14,15,41,5,24,32,44,46,33,11,17,38,30,26,6,21,21,13,14,42,23,14,64,5,55,22,41,31,24,17,14,13,37,4,10,29,11,17,12,23,29,38,0,36,34,60,29,41,33,15,44,27,44,28,51,21,37,26,16,57,15,31,29,25,38,20,56,16,43,23,22,54,20,19,23,19,22,4,19,17,23,34,47,12,19,22,26,34,18,61,20,34,35,42,27,28,51,22,16,17,20,15,32,9,40,44,15,6,25,38,43,22,36,37,2,34,7,36,19,42,26,13,35,41,27,21,36,21,46,8,29,55,27,44,32,38,19,41,24,7,17,35,28,58,10,19,31,26,17,30,10,13
v52,44,26,40,19,14,46,3,32,30,33,11,37,18,14,44,34,23,35,19,2,54,50,30,15,25,41,22,66,27,50,28,39,31,14,19,47,48,31,22,37,47,34,26,47,47,23,38,47,53,62,36,0,26,24,7,47,21,21,50,33,14,8,43,33,61,50,40,33,39,55,39,11,8,40,36,42,27,29,14,18,44,55,59,43,14,38,31,53,17,58,71,24,55,58,50,48,22,31,56,16,57,18,51,34,31,38,40,53,44,33,20,37,12,18,21,42,35,16,45,38,24,61,38,8,29,6,43,54,50,37,59,21,9,37,60,57,24,28,17,37,19,20,22,30,45,65,48,35,41,3,52,36,42,33,39,50,21,6,26,23
v53,54,36,30,29,12,48,23,42,40,43,31,39,28,24,54,44,33,45,27,28,64,60,34,15,35,21,20,76,11,48,54,39,45,20,7,57,58,17,24,47,57,30,24,57,29,17,46,57,63,72,34,26,0,50,19,57,31,19,60,7,34,18,53,13,71,60,50,47,49,65,49,15,28,50,46,18,37,39,12,44,54,39,35,53,14,30,15,37,11,68,81,32,45,42,60,58,32,51,36,26,67,8,61,44,41,48,50,29,54,19,6,25,30,34,29,28,45,10,55,12,34,71,34,24,39,26,53,64,60,47,69,31,17,13,70,41,36,26,27,47,7,34,32,40,53,75,58,41,51,25,62,48,24,15,49,60,31,20,36,29
v54,22,36,64,35,38,70,27,54,46,45,19,61,36,28,20,14,27,57,43,24,50,34,54,39,39,65,46,42,51,74,4,63,7,38,43,29,36,55,46,47,23,58,50,31,71,47,62,41,43,38,60,24,50,0,31,23,27,45,26,57,16,32,19,57,37,60,60,9,63,61,31,35,22,40,12,66,17,37,38,12,46,79,83,41,38,62,55,77,41,46,47,48,79,82,46,26,42,7,80,26,33,42,41,32,9,38,52,77,56,57,44,61,20,16,45,66,35,40,21,62,24,45,62,32,53,24,67,30,52,53,39,19,33,61,50,81,14,52,31,13,43,16,28,22,69,41,62,59,51,27,36,12,66,57,29,36,43,30,50,47
v55,43,25,33,18,13,39,4,31,29,32,12,30,17,13,43,33,22,34,16,9,53,49,23,8,24,34,15,65,20,43,35,32,30,9,18,46,47,24,15,36,46,27,19,46,40,16,35,46,52,61,29,7,19,31,0,46,20,14,49,26,15,1,42,26,60,49,39,32,38,54,38,4,9,39,35,35,26,28,7,25,43,48,52,42,7,31,24,46,10,57,70,21,48,51,49,47,21,32,49,15,56,19,50,33,30,37,39,46,43,26,13,30,11,17,18,35,34,15,44,31,23,60,31,9,28,7,42,53,49,36,58,20,2,30,59,50,23,21,16,36,12,19,21,29,42,64,47,30,40,6,51,35,35,26,38,49,20,3,25,18
v56,3,21,45,28,59,51,44,35,27,26,36,42,29,33,3,13,24,38,30,47,31,15,35,42,22,46,37,19,46,55,23,44,16,37,64,10,17,40,33,28,4,39,33,12,52,40,43,22,24,15,41,47,57,23,46,0,26,38,3,50,33,47,10,44,14,41,41,16,44,42,12,42,39,21,15,47,20,18,45,35,27,60,64,22,43,43,42,58,46,27,26,29,60,63,27,7,25,20,61,31,10,65,22,13,16,19,33,58,37,38,55,42,35,29,28,47,16,61,2,45,23,26,43,55,34,41,48,7,33,34,20,26,48,44,31,62,23,33,30,14,50,27,25,17,50,20,43,40,32,50,17,17,47,42,10,17,26,43,31,28
v57,23,9,37,8,33,43,18,27,19,18,10,34,9,7,23,13,2,30,16,21,33,29,27,16,12,38,19,45,24,47,31,36,22,11,38,26,27,28,19,20,26,31,23,26,44,20,35,26,32,41,33,21,31,27,20,26,0,18,29,30,11,21,22,30,40,33,33,24,36,34,18,16,13,19,23,39,10,10,19,21,23,52,56,22,17,35,28,50,20,37,50,21,52,55,29,27,15,28,53,5,36,39,30,13,18,17,25,50,29,30,29,34,9,11,18,39,14,35,24,35,3,40,35,29,26,15,40,33,29,26,38,8,22,34,39,54,13,25,4,22,24,11,1,9,42,44,35,32,24,24,31,25,39,30,18,29,16,17,23,20
v58,35,17,19,10,21,29,18,23,21,24,26,20,9,17,35,31,18,26,8,23,45,41,15,6,16,20,1,57,8,29,49,20,40,7,26,38,39,10,5,28,38,13,5,38,26,2,27,38,44,53,15,21,19,45,14,38,18,0,41,12,29,13,36,12,52,41,31,42,30,46,30,10,23,31,41,21,28,20,7,39,35,34,38,34,7,17,10,32,8,49,62,13,34,37,41,39,13,46,35,19,48,27,42,25,36,29,31,32,35,12,17,16,25,29,10,21,26,23,36,17,21,52,17,19,20,21,34,45,41,28,50,26,12,16,51,36,31,7,14,40,12,29,17,23,34,56,39,22,32,20,43,43,21,12,30,41,12,15,17,10
v59,6,24,48,31,62,54,47,38,30,29,39,45,32,36,6,16,27,41,33,50,34,18,38,45,25,49,40,22,49,58,24,47,19,40,67,13,20,43,36,31,7,42,36,15,55,43,46,25,27,16,44,50,60,26,49,3,29,41,0,53,36,50,7,47,13,44,44,17,47,45,15,45,42,24,14,50,23,21,48,38,30,63,67,25,46,46,45,61,49,30,29,32,63,66,30,10,28,19,64,34,9,68,25,16,19,22,36,61,40,41,58,45,38,32,31,50,19,64,5,48,26,29,46,58,37,44,51,4,36,37,23,29,51,47,34,65,26,36,33,13,53,30,28,20,53,23,46,43,35,53,20,14,50,45,13,20,29,46,34,31
v60,47,29,23,22,19,41,30,35,33,36,38,32,21,29,47,43,30,38,20,35,57,53,27,18,28,14,13,69,6,41,61,32,52,19,14,50,51,10,17,40,50,23,17,50,22,10,39,50,56,65,27,33,7,57,26,50,30,12,53,0,41,25,48,6,64,53,43,54,42,58,42,22,35,43,53,11,40,32,19,51,47,32,28,46,19,23,8,30,16,61,74,25,38,35,53,51,25,58,29,31,60,15,54,37,48,41,43,22,47,12,13,18,37,41,22,21,38,17,48,5,33,64,27,31,32,33,46,57,53,40,62,38,24,6,63,34,43,19,26,52,14,41,29,35,46,68,51,34,44,32,55,55,17,8,42,53,24,27,29,22
v61,30,20,48,19,26,54,11,38,30,29,3,45,20,12,30,20,11,41,27,14,40,36,38,23,23,49,30,52,35,58,20,47,17,22,31,33,34,39,30,31,33,42,34,33,55,31,46,33,39,48,44,14,34,16,15,33,11,29,36,41,0,16,29,41,47,44,44,19,47,45,25,19,6,26,22,50,13,21,22,10,30,63,67,29,22,46,39,61,25,44,57,32,63,66,36,34,26,17,64,10,43,32,37,20,17,24,36,61,40,41,28,45,4,4,29,50,21,28,31,46,10,47,46,22,37,8,51,40,36,37,45,7,17,45,46,65,10,36,15,23,27,6,12,16,53,51,46,43,35,17,38,22,50,41,25,36,27,14,34,31
v62,44,26,32,19,12,38,5,32,30,33,13,29,18,14,44,34,23,35,17,10,54,50,24,7,25,33,14,66,19,42,36,31,31,10,17,47,48,23,14,37,47,26,18,47,39,15,36,47,53,62,28,8,18,32,1,47,21,13,50,25,16,0,43,25,61,50,40,33,39,55,39,5,10,40,36,34,27,29,6,26,44,47,51,43,6,30,23,45,9,58,71,22,47,50,50,48,22,33,48,16,57,18,51,34,31,38,40,45,44,25,12,29,12,18,19,34,35,14,45,30,24,61,30,8,29,8,43,54,50,37,59,21,1,29,60,49,24,20,17,37,11,20,22,30,43,65,48,31,41,7,52,36,34,25,39,50,21,4,26,19
v63,13,27,55,26,55,61,40,45,37,36,32,52,27,29,7,9,20,48,34,43,41,25,45,38,30,56,37,29,42,65,17,54,12,33,60,20,27,46,37,38,14,49,41,22,62,38,53,32,34,23,51,43,53,19,42,10,22,36,7,48,29,43,0,48,20,51,51,10,54,52,22,38,35,31,7,57,16,28,41,31,37,70,74,32,39,53,46,68,42,37,36,39,70,73,37,17,33,12,71,27,16,61,32,23,12,29,43,68,47,48,51,52,31,25,36,57,26,57,8,53,19,36,53,51,44,37,58,11,43,44,30,22,44,52,41,72,19,43,26,6,46,23,21,13,60,30,53,50,42,46,27,7,57,48,20,27,34,39,41,38
v64,41,23,17,22,19,35,30,29,27,30,38,26,21,29,41,43,30,32,14,35,51,47,21,18,22,8,11,63,6,35,61,26,52,19,20,44,45,4,11,34,44,17,11,44,16,10,33,44,50,59,21,33,13,57,26,44,30,12,47,6,41,25,48,0,58,47,37,54,36,52,36,22,35,37,53,9,40,26,19,51,41,26,26,40,19,17,2,24,16,55,68,19,32,29,47,45,19,58,23,31,54,21,48,31,48,35,37,20,41,6,13,12,37,41,16,15,32,17,42,5,33,58,21,31,26,33,40,51,47,34,56,38,24,4,57,28,43,13,26,52,14,41,29,35,40,62,45,28,38,32,49,55,11,2,36,47,18,27,23,16
v65,17,35,41,42,73,41,58,29,31,28,50,32,43,47,17,27,38,28,44,61,21,11,37,56,36,50,51,9,60,45,35,34,30,51,78,14,13,54,47,24,14,41,47,14,42,54,33,14,14,3,37,61,71,37,60,14,40,52,13,64,47,61,20,58,0,31,31,28,34,32,22,56,53,21,25,53,34,32,59,49,17,50,54,18,57,41,56,48,60,17,16,39,50,53,17,13,39,30,51,45,4,79,12,27,30,23,23,48,27,52,69,46,49,43,42,43,26,75,16,59,37,16,37,69,32,55,38,11,23,24,10,40,62,58,21,52,37,45,44,24,64,41,39,31,40,10,33,30,22,64,9,27,47,56,22,11,40,57,35,42
v66,38,24,30,31,62,12,47,18,20,17,41,21,32,36,44,46,33,15,33,50,10,26,26,45,25,39,40,22,49,14,64,21,55,40,67,31,24,43,36,13,37,30,36,29,31,43,14,19,17,28,26,50,60,60,49,41,33,41,44,53,44,50,51,47,31,0,10,57,11,5,29,45,42,20,56,42,43,23,48,54,14,21,25,19,46,30,45,23,49,14,21,28,19,22,14,34,28,61,24,34,35,68,19,28,51,22,10,31,6,41,58,35,40,44,31,32,25,64,43,48,36,15,26,58,21,44,7,42,8,13,21,41,51,47,10,21,46,34,33,55,53,44,32,38,9,21,2,19,9,53,24,58,36,45,31,24,29,46,24,31
v67,38,24,20,25,52,10,37,8,14,15,41,11,24,32,44,46,33,5,23,40,14,26,16,35,21,29,30,26,39,14,64,11,55,30,57,31,24,33,26,13,37,20,26,29,21,33,4,19,17,28,16,40,50,60,39,41,33,31,44,43,44,40,51,37,31,10,0,57,3,15,29,35,38,20,56,32,43,23,38,54,14,19,23,19,36,20,35,17,39,18,31,18,19,22,14,34,18,61,20,34,35,58,19,28,51,22,8,21,4,31,48,25,40,44,21,22,25,54,43,38,36,21,16,48,11,36,7,42,10,7,21,41,41,37,20,21,46,24,29,55,43,44,32,38,9,25,8,9,9,43,24,58,26,35,31,24,19,36,14,21
v68,19,33,61,32,45,67,30,51,43,42,22,58,33,25,13,11,24,54,40,33,47,31,51,36,36,62,43,35,48,71,7,60,2,35,50,26,33,52,43,44,20,55,47,28,68,44,59,38,40,29,57,33,47,9,32,16,24,42,17,54,19,33,10,54,28,57,57,0,60,58,28,32,25,37,3,63,14,34,35,21,43,76,80,38,35,59,52,74,38,43,42,45,76,79,43,23,39,4,77,23,24,51,38,29,6,35,49,74,53,54,41,58,21,15,42,63,32,47,14,59,21,42,59,41,50,27,64,21,49,50,36,16,34,58,47,78,11,49,28,4,40,13,25,19,66,36,59,56,48,36,33,3,63,54,26,33,40,29,47,44
v69,41,27,19,28,51,7,36,9,17,18,44,10,27,35,47,49,36,6,22,41,15,29,15,34,24,28,29,27,38,11,67,10,58,29,56,34,27,32,25,16,40,19,25,32,20,32,3,22,20,31,15,39,49,63,38,44,36,30,47,42,47,39,54,36,34,11,3,60,0,16,32,34,41,23,59,31,46,26,37,57,17,16,20,22,35,19,34,14,38,19,32,17,16,19,17,37,21,64,17,37,38,57,22,31,54,25,11,20,7,30,47,24,43,47,20,21,28,53,46,37,39,22,15,47,10,39,4,45,11,10,24,44,40,36,21,18,49,23,32,58,42,47,35,41,6,26,9,8,12,42,27,61,25,34,34,27,20,35,13,20
v70,39,29,35,36,67,17,52,23,25,22,44,26,37,41,45,47,34,20,38,55,11,27,31,50,30,44,45,23,54,17,65,26,56,45,72,32,25,48,41,18,38,35,41,30,36,48,19,20,18,29,31,55,65,61,54,42,34,46,45,58,45,55,52,52,32,5,15,58,16,0,30,50,47,21,57,47,44,26,53,55,15,26,30,20,51,35,50,28,54,15,16,33,20,23,15,35,33,62,29,39,36,73,20,29,52,23,15,36,11,46,63,40,43,45,36,37,26,69,44,53,37,16,31,63,26,49,12,43,9,18,22,42,56,52,11,24,47,39,38,56,58,45,33,39,12,22,7,24,14,58,25,59,41,50,32,25,34,51,29,36
v71,9,13,33,20,51,39,36,23,15,14,28,30,21,25,15,17,16,26,22,39,19,11,23,34,14,34,29,27,38,43,35,32,26,29,56,8,9,32,25,16,8,27,25,8,40,32,31,10,14,23,29,39,49,31,38,12,18,30,15,42,25,39,22,36,22,29,29,28,32,30,0,34,31,9,27,35,14,10,37,27,15,48,52,10,35,31,34,46,38,19,32,17,48,51,15,9,17,32,49,23,18,57,12,5,22,7,21,46,25,30,47,30,27,21,20,35,4,53,14,37,15,22,31,47,22,33,36,15,21,22,20,18,40,36,21,50,17,23,22,26,42,19,17,9,38,26,31,28,20,42,13,29,35,34,2,11,18,35,19,20
v72,39,21,29,14,17,35,8,27,25,28,16,26,13,9,39,29,18,30,12,13,49,45,19,4,20,30,11,61,16,39,39,28,30,5,22,42,43,20,11,32,42,23,15,42,36,12,31,42,48,57,25,11,15,35,4,42,16,10,45,22,19,5,38,22,56,45,35,32,34,50,34,0,13,35,31,31,22,24,3,29,39,44,48,38,3,27,20,42,6,53,66,17,44,47,45,43,17,36,45,11,52,23,46,29,26,33,35,42,39,22,13,26,15,19,14,31,30,19,40,27,19,56,27,13,24,11,38,49,45,32,54,16,6,26,55,46,21,17,12,32,8,19,17,25,38,60,43,26,36,10,47,33,31,22,34,45,16,5,21,14
v73,36,18,42,13,20,48,5,32,24,25,3,39,14,6,36,26,15,35,21,8,46,42,32,17,17,43,24,58,29,52,26,41,23,16,25,39,40,33,24,29,39,36,28,39,49,25,40,39,45,54,38,8,28,22,9,39,13,23,42,35,6,10,35,35,53,42,38,25,41,47,31,13,0,32,28,44,19,21,16,16,36,57,61,35,16,40,33,55,19,50,63,26,57,60,42,40,20,23,58,8,49,26,43,26,23,30,32,55,36,35,22,39,4,10,23,44,27,22,37,40,16,53,40,16,31,2,45,46,42,31,51,13,11,39,52,59,16,30,9,29,21,12,14,22,47,57,40,37,33,11,44,28,44,35,31,42,21,8,28,25
v74,18,14,24,21,52,30,37,14,10,7,29,21,22,26,24,26,17,17,23,40,14,10,16,35,15,29,30,26,39,34,44,23,35,30,57,11,8,33,26,7,17,20,26,9,31,33,22,7,13,22,20,40,50,40,39,21,19,31,24,43,26,40,31,37,21,20,20,37,23,21,9,35,32,0,36,32,23,11,38,34,6,39,43,3,36,22,35,37,39,18,31,18,39,42,10,14,18,41,40,24,17,58,11,8,31,2,12,37,16,31,48,25,28,24,21,26,5,54,23,38,16,21,22,48,13,34,27,22,12,13,19,21,41,37,20,41,26,24,23,35,43,24,18,18,29,25,22,19,11,43,12,38,26,35,11,10,19,36,14,21
v75,18,32,60,31,48,66,33,50,42,41,25,57,32,24,12,10,23,53,39,36,46,30,50,35,35,61,42,34,47,70,10,59,5,34,53,25,32,51,42,43,19,54,46,27,67,43,58,37,39,28,56,36,46,12,35,15,23,41,14,53,22,36,7,53,25,56,56,3,59,57,27,31,28,36,0,62,13,33,34,24,42,75,79,37,34,58,51,73,37,42,41,44,75,78,42,22,38,5,76,22,21,54,37,28,5,34,48,73,52,53,44,57,24,18,41,62,31,50,13,58,20,41,58,44,49,30,63,18,48,49,35,15,37,57,46,77,12,48,27,1,39,16,24,18,65,35,58,55,47,39,32,2,62,53,25,32,39,32,46,43
v76,44,30,12,31,28,30,39,24,22,25,47,21,30,38,50,52,39,27,23,44,46,42,16,27,27,3,20,58,15,30,70,21,61,28,25,39,40,11,20,29,43,12,16,39,11,19,28,39,45,54,16,42,18,66,35,47,39,21,50,11,50,34,57,9,53,42,32,63,31,47,35,31,44,32,62,0,49,29,28,60,36,21,17,35,28,12,11,19,25,50,63,18,27,24,42,40,24,67,18,40,49,26,43,34,57,30,32,11,36,9,22,7,46,50,21,10,31,26,49,6,42,53,16,40,21,42,35,48,42,29,51,47,33,5,52,23,52,14,35,61,23,50,38,44,35,57,40,23,33,41,44,64,6,9,37,42,23,36,18,19
v77,17,19,47,18,39,53,24,37,29,28,16,44,19,13,17,7,10,40,26,27,33,23,37,22,22,48,29,39,34,57,21,46,12,21,44,20,21,38,29,30,20,41,33,20,54,30,45,24,26,35,43,27,37,17,26,20,10,28,23,40,13,27,16,40,34,43,43,14,46,44,14,22,19,23,13,49,0,20,25,15,29,62,66,24,23,45,38,60,26,31,44,31,62,65,29,21,25,18,63,11,30,45,24,15,8,21,35,60,39,40,35,44,15,9,28,49,18,41,18,45,7,34,45,35,36,21,50,27,35,36,32,6,28,44,33,64,3,35,14,12,30,7,11,5,52,38,45,42,34,30,25,15,49,40,12,23,26,23,33,30
v78,15,3,27,10,41,33,26,17,9,8,18,24,11,15,21,23,10,20,12,29,25,21,17,24,4,28,19,37,28,37,41,26,32,19,46,18,19,22,15,10,18,21,15,18,34,22,25,18,24,33,23,29,39,37,28,18,10,20,21,32,21,29,28,26,32,23,23,34,26,26,10,24,21,11,33,29,20,0,27,31,15,42,46,14,25,25,24,40,28,29,42,11,42,45,21,19,7,38,43,13,28,47,22,5,28,9,15,40,19,20,37,24,17,21,10,29,6,43,20,27,13,32,25,37,16,23,30,25,21,16,30,18,30,26,31,44,23,15,12,32,32,21,9,15,32,36,25,22,14,32,23,35,29,24,10,21,8,25,13,10
v79,42,24,26,17,14,36,11,30,28,31,19,27,16,12,42,32,21,33,15,16,52,48,22,3,23,27,8,64,13,36,42,27,33,8,19,45,46,17,12,35,45,20,12,45,33,9,34,45,51,60,22,14,12,38,7,45,19,7,48,19,22,6,41,19,59,48,38,35,37,53,37,3,16,38,34,28,25,27,0,32,42,41,45,41,2,24,17,39,3,56,69,20,41,44,48,46,20,39,42,14,55,20,49,32,29,36,38,39,42,19,10,23,18,22,17,28,33,16,43,24,22,59,24,12,27,14,41,52,48,35,57,19,5,23,58,43,24,14,15,35,5,22,20,28,41,63,46,29,39,13,50,36,28,19,37,48,19,8,24,17
v80,32,30,58,29,32,64,21,48,40,39,13,55,30,22,32,22,21,51,37,16,44,38,48,33,33,59,40,54,45,68,14,57,19,32,37,35,36,49,40,41,35,52,44,35,65,41,56,35,41,50,54,18,44,12,25,35,21,39,38,51,10,26,31,51,49,54,54,21,57,55,27,29,16,34,24,60,15,31,32,0,40,73,77,35,32,56,49,71,35,46,59,42,73,76,40,36,36,19,74,20,45,36,39,26,19,32,46,71,50,51,38,55,14,10,39,60,29,34,33,56,18,49,56,20,47,18,61,42,46,47,47,13,27,55,48,75,12,46,25,25,37,10,22,18,63,53,56,53,45,19,40,24,60,51,27,38,37,24,44,41
v81,24,18,24,25,56,24,41,12,14,11,33,15,26,30,30,32,21,11,27,44,10,12,20,39,19,33,34,22,43,28,50,17,41,34,61,17,10,37,30,7,23,24,30,15,25,37,16,5,9,18,20,44,54,46,43,27,23,35,30,47,30,44,37,41,17,14,14,43,17,15,15,39,36,6,42,36,29,15,42,40,0,33,37,5,40,24,39,31,43,14,27,22,33,36,6,20,22,47,34,28,21,62,7,14,37,8,6,31,10,35,52,29,32,30,25,26,11,58,29,42,22,17,20,52,15,38,21,28,6,7,15,27,45,41,16,35,32,28,27,41,47,30,22,24,23,21,16,13,5,47,10,44,30,39,17,10,23,40,18,25
