,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,50,25,24,16,20,12,64,53,71,30,50,32,20,30,14,52,14,37,67,41,50,20,58,77,31,37,31,46,44,36,46,19,40,5,36,44,72,16,49,22,0,21,10,78,40,56,52,38,37,56,52,44,6,32,46,36,4,45,14,37,34,61,31,25,41,43,47,20,44,27,41,25,31,29,37,44,48,69,36,25,31,53,13,35,44,26,57,25,35,60,40,68,11,19,54,24,14,12,10,22,26,41,26,11,4,35,9,78,10,71,67,20,29,30,18,44,18,54,27,45,19,17,30,25,54,55,48,34,72,45,21,50,60,46,30,21,52,54,34,46,14,72,45,21,75,38,15,13,36,20,7,26,45,40,47,58,42,10,38,20
v42,29,14,9,19,35,33,43,38,50,9,31,17,23,9,9,31,7,16,46,20,35,35,37,56,10,26,14,27,23,29,25,12,19,20,51,23,51,9,28,7,21,0,19,57,41,35,31,23,16,35,33,29,27,35,25,45,17,24,19,22,41,40,46,18,20,22,38,15,29,12,20,4,10,14,36,29,27,48,15,12,34,32,18,14,23,7,36,38,14,39,25,47,12,34,33,9,29,23,25,13,17,20,11,26,25,20,22,57,15,50,46,7,44,15,33,29,23,33,42,24,20,20,15,10,33,34,27,19,51,30,10,35,39,25,15,6,31,33,17,31,15,51,24,2,54,23,30,26,51,19,22,11,24,19,26,37,21,25,21,25
v43,48,15,16,6,30,14,62,43,69,28,48,30,18,28,12,50,12,35,65,39,40,30,56,75,29,35,29,44,42,34,44,17,38,5,46,42,70,14,47,14,10,19,0,76,38,54,50,28,35,54,50,38,12,30,44,40,12,43,4,35,36,59,41,23,39,41,45,18,40,25,39,23,29,19,35,34,46,67,34,15,29,51,13,33,42,24,55,33,33,58,34,66,7,29,52,14,10,18,20,20,24,39,22,21,8,27,3,76,10,69,65,18,39,28,28,42,18,52,37,43,9,7,20,15,52,53,46,26,70,43,11,48,58,44,20,15,50,52,32,38,12,70,43,19,73,32,25,7,46,18,17,24,43,38,45,56,40,20,36,20
v44,28,71,60,76,58,90,14,47,15,48,28,46,58,48,64,26,64,41,11,37,46,62,20,3,47,41,47,32,34,42,32,59,38,77,48,34,6,62,29,62,78,57,76,0,38,22,26,56,41,22,30,38,84,46,32,42,74,33,76,41,44,17,49,53,37,35,35,58,36,51,37,53,47,63,41,58,30,17,42,69,47,25,65,43,34,52,21,53,43,18,42,10,69,59,24,64,86,66,70,56,52,37,54,75,82,49,79,8,68,7,11,58,49,48,60,34,60,24,55,33,77,77,68,63,26,23,30,50,6,33,67,32,18,32,58,61,26,24,44,38,64,6,33,57,3,44,71,83,50,58,73,52,33,38,31,20,36,68,40,58
v45,28,51,50,42,20,52,46,79,31,32,10,24,20,40,32,18,38,49,33,23,76,24,26,37,35,15,55,68,26,12,46,29,22,39,10,30,44,32,51,48,40,41,38,38,0,18,52,64,37,52,12,70,46,8,60,4,36,21,40,63,6,23,11,23,55,39,7,26,70,29,35,39,51,55,5,70,52,29,32,51,9,21,27,41,28,48,29,15,31,46,66,38,37,21,58,50,48,28,32,28,24,29,52,37,44,61,41,38,30,45,37,34,11,26,22,70,22,22,17,59,45,43,56,51,14,33,68,60,40,71,47,10,30,20,56,47,50,36,58,72,26,36,49,43,35,64,33,45,12,22,35,52,53,54,33,50,62,30,62,20
v46,10,49,38,54,36,68,28,61,15,26,8,24,36,26,42,4,42,31,15,15,58,40,8,21,25,19,37,50,12,20,28,37,16,55,28,12,26,40,33,40,56,35,54,22,18,0,34,46,19,34,10,52,62,24,42,22,52,11,54,45,22,5,27,31,37,21,15,36,52,29,17,31,33,41,19,52,34,13,20,47,25,3,43,23,12,30,11,31,21,28,48,20,47,37,40,42,64,44,48,34,30,15,34,53,60,43,57,22,46,27,19,36,27,26,38,52,38,4,33,41,55,55,46,41,6,15,50,42,22,53,45,12,12,10,38,39,32,18,40,54,42,18,31,35,19,46,49,61,28,36,51,34,35,36,15,32,44,46,44,36
v47,24,45,34,50,46,64,12,27,29,22,42,28,34,22,38,34,38,15,19,29,24,46,26,25,21,37,21,16,26,40,6,33,30,51,62,22,20,36,3,36,52,31,50,26,52,34,0,30,15,4,44,18,58,46,8,56,48,31,50,15,52,29,57,29,11,13,49,32,18,25,17,27,21,37,47,32,4,31,20,43,45,31,39,17,24,26,23,49,21,8,16,16,43,45,6,38,60,40,44,30,28,23,28,49,56,23,53,26,42,19,15,32,55,26,44,18,34,30,53,7,51,51,42,37,40,19,16,24,20,19,41,46,22,32,32,35,2,16,18,20,38,20,7,31,23,18,45,57,62,32,47,26,7,12,19,6,10,42,14,36
v48,36,15,14,22,58,34,42,15,49,32,54,40,46,24,32,46,26,15,45,41,12,58,38,55,29,49,9,24,38,52,24,35,42,33,74,34,50,32,27,16,38,23,28,56,64,46,30,0,27,34,56,18,40,58,24,68,40,43,24,15,64,41,69,41,19,25,61,38,20,35,29,25,13,9,59,6,26,47,32,13,57,43,41,23,36,16,35,61,33,38,14,46,27,57,32,14,30,46,48,36,40,35,12,49,36,7,29,56,38,49,45,30,67,38,56,22,46,42,65,23,21,21,12,13,52,33,26,6,50,23,17,58,38,44,8,17,30,32,12,18,38,50,23,21,53,12,53,27,74,42,45,12,23,18,31,36,20,48,16,48
v49,13,30,19,35,31,49,27,42,34,7,27,13,19,7,23,19,23,12,30,14,39,31,21,40,6,22,18,31,11,25,9,18,15,36,47,7,35,21,14,21,37,16,35,41,37,19,15,27,0,19,29,33,43,31,23,41,33,16,35,26,37,24,42,14,18,6,34,17,33,10,4,12,14,22,32,33,15,32,5,28,30,16,24,4,9,11,20,34,6,23,29,31,28,30,21,23,45,25,29,15,13,8,15,34,41,24,38,41,27,34,30,17,40,11,29,33,19,17,38,22,36,36,27,22,25,18,31,23,35,34,26,31,23,17,19,20,15,17,21,35,23,35,12,16,38,27,30,42,47,17,32,15,16,17,10,21,25,27,25,21
v50,24,49,38,54,46,68,8,27,29,26,42,28,36,26,42,34,42,19,19,29,24,46,26,21,25,37,25,16,26,40,10,37,30,55,62,22,16,40,7,40,56,35,54,22,52,34,4,34,19,0,44,18,62,46,10,56,52,31,54,19,52,29,57,31,15,13,49,36,18,29,17,31,25,41,47,36,8,31,20,47,45,31,43,21,24,30,23,49,21,6,20,14,47,45,6,42,64,44,48,34,30,23,32,53,60,27,57,22,46,15,15,36,55,26,44,18,38,30,53,11,55,55,46,41,40,19,16,28,16,19,45,46,22,32,36,39,4,16,22,20,42,16,11,35,19,22,49,61,62,36,51,30,11,16,19,2,14,46,18,36
v51,20,45,42,50,32,64,38,71,19,24,2,20,32,32,38,10,38,41,25,15,68,36,18,27,27,15,47,60,18,16,38,33,14,51,20,22,36,36,43,40,52,33,50,30,12,10,44,56,29,44,0,62,58,20,52,16,48,13,50,55,18,15,23,27,47,31,5,32,62,25,27,31,43,47,15,62,44,17,24,43,21,13,39,33,20,40,21,27,23,38,58,30,43,33,50,42,60,40,44,30,26,21,44,49,56,53,53,26,42,37,29,32,23,22,34,62,34,14,29,51,51,51,48,43,4,25,60,52,32,63,41,2,22,12,48,39,42,28,50,64,38,28,41,35,27,56,45,57,24,32,47,44,45,46,25,42,54,42,54,32
v52,42,33,22,38,64,52,24,9,47,38,60,46,52,30,38,52,32,21,37,47,8,64,44,37,35,55,15,6,44,58,24,41,48,39,80,40,32,38,19,24,44,29,38,38,70,52,18,18,33,18,62,0,46,64,10,74,46,49,38,7,70,47,75,47,15,31,67,44,2,41,35,31,19,25,65,20,18,49,38,31,63,49,47,29,42,22,41,67,39,24,4,32,33,63,14,26,48,52,54,42,46,41,18,55,44,11,41,40,44,31,33,36,73,44,62,4,52,48,71,11,39,39,30,25,58,37,8,12,32,5,29,64,40,50,20,23,20,34,12,2,44,34,21,27,35,6,59,45,80,48,51,18,17,16,37,20,8,54,8,54
v53,56,27,26,18,26,6,70,55,77,36,56,38,26,36,20,58,20,43,73,47,52,22,64,83,37,43,37,52,50,42,52,25,46,7,38,50,78,22,55,24,6,27,12,84,46,62,58,40,43,62,58,46,0,38,52,42,10,51,16,43,40,67,35,31,47,49,53,26,48,33,47,31,37,31,43,46,54,75,42,27,37,59,19,41,50,32,63,31,41,66,42,74,15,25,60,26,16,18,14,28,32,47,30,9,4,37,11,84,16,77,73,26,35,36,24,50,24,60,29,51,21,19,32,27,60,61,54,36,78,51,23,56,66,52,32,23,58,60,40,48,20,78,51,27,81,40,13,15,34,26,11,32,51,46,53,64,48,16,44,26
v54,22,45,44,36,12,44,40,73,39,26,18,18,12,34,26,20,32,43,35,17,70,16,26,45,29,9,49,62,20,6,40,23,16,31,16,24,40,26,45,42,32,35,30,46,8,24,46,58,31,46,20,64,38,0,54,10,28,15,34,57,6,29,11,17,49,33,15,20,64,23,29,33,45,49,5,64,46,37,26,45,1,21,19,35,22,42,25,7,25,40,60,36,31,13,52,44,40,20,24,22,18,23,46,29,36,55,33,46,22,39,35,28,9,20,14,64,14,22,9,53,39,37,50,45,22,27,62,54,40,65,41,18,28,14,50,41,44,30,52,66,20,40,43,37,43,58,25,37,16,16,27,46,47,48,27,44,56,22,56,12
v55,32,39,28,44,54,58,18,19,37,28,50,36,42,20,32,42,32,11,27,37,16,54,34,31,25,45,15,8,34,48,14,31,38,45,70,30,26,30,9,30,46,25,44,32,60,42,8,24,23,10,52,10,52,54,0,64,42,39,44,9,60,37,65,37,5,21,57,34,10,31,25,21,15,31,55,26,8,39,28,37,53,39,37,19,32,20,31,57,29,14,10,22,37,53,8,32,54,42,44,32,36,31,22,45,50,17,47,32,36,25,23,26,63,34,52,10,42,38,61,1,45,45,36,31,48,27,8,18,26,11,35,54,30,40,26,29,10,24,12,12,34,26,11,25,29,12,49,51,70,38,41,20,7,6,27,12,4,44,8,44
v56,32,55,54,46,16,48,50,83,35,36,14,28,22,44,36,22,42,53,37,27,80,20,30,41,39,19,59,72,30,16,50,33,26,35,6,34,48,36,55,52,36,45,40,42,4,22,56,68,41,56,16,74,42,10,64,0,32,25,44,67,4,27,7,27,59,43,11,30,74,33,39,43,55,59,9,74,56,33,36,55,11,25,27,45,32,52,33,11,35,50,70,42,41,17,62,54,44,24,28,32,28,33,56,33,40,65,39,42,30,49,41,38,7,30,18,74,22,26,13,63,49,47,60,55,18,37,72,64,44,75,51,14,34,24,60,51,54,40,62,76,30,40,53,47,39,68,29,43,8,26,31,56,57,58,37,54,66,26,66,20
v57,46,27,26,18,18,16,60,55,67,26,46,28,16,26,10,48,14,33,63,37,52,18,54,73,27,33,31,44,40,32,42,15,36,7,34,40,68,12,45,24,4,17,12,74,36,52,48,40,33,52,48,46,10,28,42,32,0,41,16,39,30,57,29,21,37,39,43,16,46,23,37,21,27,31,33,46,44,65,32,27,27,49,9,31,40,24,53,21,31,56,42,64,13,17,50,26,16,8,8,18,22,37,28,9,8,37,11,74,6,67,63,16,27,26,16,46,14,50,25,41,21,19,32,27,50,51,44,36,68,47,23,46,56,42,32,23,48,50,34,48,10,68,41,19,71,40,13,15,34,16,5,28,41,36,43,54,38,8,38,16
v58,7,38,29,43,25,57,25,58,26,15,11,13,25,19,31,7,31,28,22,4,55,29,13,32,14,8,34,47,5,9,25,26,5,44,31,9,27,29,30,29,45,24,43,33,21,11,31,43,16,31,13,49,51,15,39,25,41,0,43,42,21,16,26,20,34,18,18,25,49,18,14,20,30,34,16,49,31,24,11,36,14,8,32,20,7,27,12,20,10,25,45,23,36,26,37,31,53,33,37,23,19,8,31,42,49,40,46,33,35,26,22,25,24,15,27,49,27,9,22,38,44,44,35,30,9,12,47,39,27,50,34,15,15,1,35,28,29,15,37,51,31,27,28,24,30,43,38,50,31,25,40,31,32,33,12,29,41,35,41,25
v59,48,11,16,2,34,14,62,39,69,28,48,30,22,28,12,50,12,35,65,39,36,34,56,75,29,35,29,44,42,34,44,17,38,9,50,42,70,14,47,14,14,19,4,76,40,54,50,24,35,54,50,38,16,34,44,44,16,43,0,35,40,59,45,23,39,41,45,18,40,25,39,23,29,15,35,30,46,67,34,11,33,51,17,33,42,24,55,37,33,58,34,66,7,33,52,12,10,22,24,20,24,39,22,25,12,27,5,76,14,69,65,18,43,28,32,42,22,52,41,43,5,3,16,13,52,53,46,26,70,43,9,48,58,44,18,15,50,52,32,38,14,70,43,19,73,32,29,7,50,18,21,24,43,38,45,56,40,24,36,24
v60,35,30,19,35,57,49,27,16,40,31,53,39,45,23,31,45,25,14,30,40,13,57,37,40,28,48,8,9,37,51,17,34,41,36,73,33,35,31,12,21,37,22,35,41,63,45,15,15,26,19,55,7,43,57,9,67,39,42,35,0,63,40,68,40,8,24,60,37,7,34,28,24,12,22,58,17,11,42,31,28,56,42,40,22,35,15,34,60,32,23,3,31,28,56,17,23,45,45,47,35,39,34,13,48,41,8,38,41,37,34,30,29,66,37,55,7,45,41,64,8,36,36,27,22,51,30,11,9,35,8,26,57,33,43,17,20,15,27,5,9,37,35,14,20,38,3,52,42,73,41,44,11,10,9,30,21,5,47,1,47
v61,28,51,50,42,14,46,46,79,37,32,16,24,18,40,32,18,38,49,33,23,76,18,26,43,35,15,55,68,26,12,46,29,22,33,10,30,44,32,51,48,34,41,36,44,6,22,52,64,37,52,18,70,40,6,60,4,30,21,40,63,0,27,5,23,55,39,13,26,70,29,35,39,51,55,5,70,52,35,32,51,7,21,23,41,28,48,29,9,31,46,66,38,37,15,58,50,42,22,26,28,24,29,52,31,38,61,35,44,26,45,37,34,5,26,16,70,18,22,11,59,45,43,56,51,20,33,68,60,40,71,47,16,30,20,56,47,50,36,58,72,26,38,49,43,41,64,27,39,10,22,29,52,53,54,33,50,62,24,62,16
v62,11,54,43,59,41,73,23,56,10,31,13,29,41,31,47,9,47,26,10,20,53,45,3,16,30,24,32,45,17,25,23,42,21,60,33,17,21,45,28,45,61,40,59,17,23,5,29,41,24,29,15,47,67,29,37,27,57,16,59,40,27,0,32,36,32,18,20,41,47,34,20,36,30,46,24,47,29,8,25,52,30,8,48,26,17,35,6,36,26,23,43,15,52,42,35,47,69,49,53,39,35,20,37,58,65,38,62,17,51,22,14,41,32,31,43,47,43,7,38,36,60,60,51,46,11,10,45,37,17,48,50,17,7,15,41,44,27,13,35,49,47,13,26,40,14,41,54,66,33,41,56,35,30,31,14,27,39,51,39,41
v63,33,56,55,47,11,41,51,84,42,37,21,29,23,45,37,23,43,54,38,28,81,13,31,48,40,20,60,73,31,17,51,34,27,36,5,35,49,37,56,53,31,46,41,49,11,27,57,69,42,57,23,75,35,11,65,7,29,26,45,68,5,32,0,28,60,44,18,31,75,34,40,44,56,60,10,75,57,40,37,56,12,26,28,46,33,53,34,8,36,51,71,43,42,12,63,55,45,23,21,33,29,34,57,26,33,66,40,49,31,50,42,39,2,31,13,75,23,27,6,64,50,48,61,56,25,38,73,65,45,76,52,21,35,25,61,52,55,41,63,77,31,43,54,48,46,69,22,44,5,27,24,57,58,59,38,55,67,21,67,21
v64,25,28,27,23,17,37,39,56,46,9,25,7,5,17,11,27,15,26,42,16,53,17,33,52,12,12,32,45,19,11,23,6,15,24,33,19,47,9,28,25,25,18,23,53,23,31,29,41,14,31,27,47,31,17,37,27,21,20,23,40,23,36,28,0,32,18,22,5,47,6,16,16,28,32,18,47,29,44,11,28,16,28,12,18,19,25,32,20,10,35,43,43,16,16,35,27,33,13,17,5,1,16,29,22,29,38,26,53,15,46,42,11,26,5,15,47,7,29,24,36,24,24,33,28,29,30,45,37,47,48,24,25,35,21,33,24,27,29,35,49,11,47,26,20,50,41,18,30,33,5,20,29,30,31,22,33,39,15,39,7
v65,27,34,23,39,49,53,23,24,32,23,45,31,37,15,27,37,27,6,26,32,21,49,29,36,20,40,10,13,29,43,9,26,33,40,65,25,31,25,8,25,41,20,39,37,55,37,11,19,18,15,47,15,47,49,5,59,37,34,39,8,55,32,60,32,0,16,52,29,15,26,20,16,10,26,50,21,7,34,23,32,48,34,32,14,27,15,26,52,24,19,11,27,32,48,13,27,49,37,39,27,31,26,17,40,45,12,42,37,31,30,26,21,58,29,47,15,37,33,56,4,40,40,31,26,43,22,13,13,31,16,30,49,25,35,21,24,11,19,7,17,29,31,6,20,34,9,44,46,65,33,36,15,4,1,22,17,7,39,7,39
v66,11,36,25,41,33,55,21,40,28,13,29,15,23,13,29,21,29,10,24,16,37,33,15,34,12,24,16,29,13,27,7,24,17,42,49,9,29,27,12,27,43,22,41,35,39,21,13,25,6,13,31,31,49,33,21,43,39,18,41,24,39,18,44,18,16,0,36,23,31,16,4,18,12,28,34,31,13,26,7,34,32,18,30,8,11,17,14,36,8,17,27,25,34,32,19,29,51,31,35,21,17,10,19,40,47,22,44,35,33,28,24,23,42,13,31,31,25,17,40,20,42,42,33,28,27,12,29,21,29,32,32,33,17,19,23,26,11,11,19,33,29,29,10,22,32,25,36,48,49,23,38,17,14,15,6,15,23,33,23,23
v67,25,48,47,45,27,59,43,76,24,29,7,21,27,37,33,15,35,46,30,20,73,31,23,32,32,12,52,65,23,11,43,28,19,46,15,27,41,31,48,45,47,38,45,35,7,15,49,61,34,49,5,67,53,15,57,11,43,18,45,60,13,20,18,22,52,36,0,27,67,26,32,36,48,52,10,67,49,22,29,48,16,18,34,38,25,45,26,22,28,43,63,35,38,28,55,47,55,35,39,25,21,26,49,44,51,58,48,31,37,42,34,31,18,23,29,67,29,19,24,56,46,46,53,48,9,30,65,57,37,68,44,3,27,17,53,44,47,33,55,69,33,33,46,40,32,61,40,52,19,27,42,49,50,51,30,47,59,37,59,27
v68,30,25,24,18,20,32,44,53,51,10,30,12,8,14,6,32,12,23,47,21,50,20,38,57,11,17,29,42,24,16,26,3,20,19,36,24,52,6,29,22,20,15,18,58,26,36,32,38,17,36,32,44,26,20,34,30,16,25,18,37,26,41,31,5,29,23,27,0,44,7,21,13,25,29,21,44,28,49,16,25,19,33,7,15,24,22,37,23,15,40,40,48,11,19,34,24,28,8,12,2,6,21,26,17,24,35,21,58,10,51,47,8,29,10,18,44,8,34,27,33,19,19,30,25,34,35,42,34,52,45,21,30,40,26,30,21,32,34,32,46,6,52,25,17,55,38,15,25,36,4,15,26,27,28,27,38,36,10,36,10
v69,42,35,24,40,64,54,24,11,47,38,60,46,52,30,38,52,32,21,37,47,10,64,44,35,35,55,15,4,44,58,24,41,48,41,80,40,30,38,19,26,44,29,40,36,70,52,18,20,33,18,62,2,48,64,10,74,46,49,40,7,70,47,75,47,15,31,67,44,0,41,35,31,19,27,65,22,18,49,38,33,63,49,47,29,42,22,41,67,39,24,6,32,33,63,12,28,50,52,54,42,46,41,18,55,46,13,43,40,44,29,33,36,73,44,62,2,52,48,71,11,41,41,32,27,58,37,6,14,30,3,31,64,40,50,22,25,20,34,12,2,44,34,21,27,35,8,59,47,80,48,51,18,17,16,37,20,8,54,8,54
v70,23,22,21,25,23,39,37,50,44,3,23,5,11,11,13,25,13,20,40,14,47,23,31,50,6,14,26,39,17,17,19,8,13,26,39,17,45,11,22,19,27,12,25,51,29,29,25,35,10,29,25,41,33,23,31,33,23,18,25,34,29,34,34,6,26,16,26,7,41,0,14,10,22,26,24,41,23,42,9,22,22,26,14,12,17,19,30,26,8,33,37,41,18,22,29,21,35,15,19,5,5,14,23,24,31,32,28,51,17,44,40,7,32,3,21,41,11,27,30,30,26,26,27,22,27,28,39,31,45,42,18,23,33,19,27,18,25,27,29,43,13,45,20,14,48,35,20,32,39,7,22,23,24,25,20,31,33,17,33,13
v71,9,34,23,39,29,53,23,44,30,11,25,11,21,11,27,17,27,14,26,12,41,29,17,36,10,20,20,33,9,23,11,22,13,40,45,5,31,25,16,25,41,20,39,37,35,17,17,29,4,17,27,35,47,29,25,39,37,14,39,28,35,20,40,16,20,4,32,21,35,14,0,16,16,26,30,35,17,28,5,32,28,14,28,6,7,15,16,32,6,19,31,27,32,28,23,27,49,29,33,19,15,6,17,38,45,26,42,37,31,30,26,21,38,11,27,35,23,13,36,24,40,40,31,26,23,14,33,25,31,36,30,29,19,15,21,24,15,13,23,37,27,31,14,20,34,29,34,46,45,21,36,17,18,19,6,17,27,31,27,21
v72,25,18,11,23,33,37,39,40,46,7,29,15,21,5,11,27,11,12,42,16,37,33,33,52,6,24,16,29,19,27,21,10,17,24,49,19,47,9,24,9,25,4,23,53,39,31,27,25,12,31,31,31,31,33,21,43,21,20,23,24,39,36,44,16,16,18,36,13,31,10,16,0,12,16,34,31,23,44,11,16,32,28,16,10,19,9,32,36,10,35,27,43,16,32,29,11,33,21,23,11,15,16,13,24,29,22,26,53,15,46,42,5,42,13,31,31,21,29,40,20,24,24,17,12,29,30,29,21,47,32,14,33,35,21,17,8,27,29,19,33,13,47,20,4,50,25,28,30,49,17,20,13,20,15,22,33,23,23,23,23
v73,23,24,13,29,45,43,33,28,40,19,41,27,33,11,19,33,17,6,36,28,25,45,27,46,16,36,4,17,25,39,15,22,29,30,61,21,41,19,18,15,31,10,29,47,51,33,21,13,14,25,43,19,37,45,15,55,27,30,29,12,51,30,56,28,10,12,48,25,19,22,16,12,0,16,46,19,17,38,19,22,44,30,28,10,23,5,26,48,20,29,15,37,22,44,23,17,39,33,35,23,27,22,7,36,35,10,32,47,25,40,36,17,54,25,43,19,33,29,52,14,30,30,21,16,39,24,17,9,41,20,20,45,29,31,11,14,21,23,7,21,25,41,14,10,44,13,40,36,61,29,32,5,14,9,18,27,11,35,11,35
v74,35,8,5,13,49,27,49,24,56,23,45,31,37,15,23,37,17,22,52,32,21,49,43,62,20,40,16,31,29,43,31,26,33,24,65,29,57,23,34,7,29,14,19,63,55,41,37,9,22,41,47,25,31,49,31,59,31,34,15,22,55,46,60,32,26,28,52,29,27,26,26,16,16,0,50,15,33,54,23,6,48,38,32,20,29,11,42,52,24,45,21,53,18,48,39,5,23,37,39,27,31,26,9,40,27,14,20,63,29,56,52,21,58,29,47,29,37,39,56,30,14,14,5,4,43,40,33,13,57,30,8,49,45,35,5,8,37,39,19,25,29,57,30,12,60,19,44,20,65,33,36,11,30,25,32,43,27,39,23,39
v75,23,46,45,37,17,49,41,74,34,27,13,19,17,35,27,15,33,44,30,18,71,21,21,40,30,10,50,63,21,7,41,24,17,36,15,25,39,27,46,43,37,36,35,41,5,19,47,59,32,47,15,65,43,5,55,9,33,16,35,58,5,24,10,18,50,34,10,21,65,24,30,34,46,50,0,65,47,32,27,46,6,16,24,36,23,43,24,12,26,41,61,33,32,18,53,45,45,25,29,23,19,24,47,34,41,56,38,41,27,40,32,29,8,21,19,65,19,17,14,54,40,38,51,46,17,28,63,55,35,66,42,13,25,15,51,42,45,31,53,67,23,35,44,38,38,59,30,42,15,17,32,47,48,49,28,45,57,27,57,17
v76,42,19,20,28,64,40,44,11,51,38,60,46,52,30,38,52,32,21,47,47,12,64,44,57,35,55,15,26,44,58,26,41,48,39,80,40,52,38,29,22,44,29,34,58,70,52,32,6,33,36,62,20,46,64,26,74,46,49,30,17,70,47,75,47,21,31,67,44,22,41,35,31,19,15,65,0,28,49,38,19,63,49,47,29,42,22,41,67,39,40,16,48,33,63,34,20,30,52,54,42,46,41,18,55,42,9,35,58,44,51,47,36,73,44,62,24,52,48,71,25,25,27,14,19,58,37,28,10,52,25,23,64,40,50,14,23,32,34,14,20,44,52,25,27,55,14,59,31,80,48,51,18,25,20,37,38,22,54,18,54
v77,24,41,30,46,46,60,16,27,29,20,42,28,34,18,34,34,34,11,19,29,24,46,26,29,17,37,17,16,26,40,6,29,30,47,62,22,24,32,1,32,48,27,46,30,52,34,4,26,15,8,44,18,54,46,8,56,44,31,46,11,52,29,57,29,7,13,49,28,18,23,17,23,17,33,47,28,0,31,20,39,45,31,35,13,24,22,23,49,21,12,14,20,39,45,6,34,56,36,40,26,28,23,24,45,52,19,49,30,38,23,19,28,55,26,44,18,34,30,53,7,47,47,38,33,40,19,16,20,24,19,37,46,22,32,28,31,4,16,14,20,34,24,3,27,27,14,41,53,62,30,43,22,3,8,19,10,10,38,10,36
v78,19,62,51,67,49,81,25,58,2,39,19,37,49,39,55,17,55,32,12,28,55,53,11,14,38,32,38,47,25,33,25,50,29,68,37,25,23,53,30,53,69,48,67,17,29,13,31,47,32,31,17,49,75,37,39,33,65,24,67,42,35,8,40,44,34,26,22,49,49,42,28,44,38,54,32,49,31,0,33,60,38,16,56,34,25,43,12,44,34,25,45,17,60,50,37,55,77,57,61,47,43,28,45,66,73,40,70,9,59,24,16,49,40,39,51,49,51,15,46,38,68,68,59,54,15,14,47,41,19,50,58,19,9,23,49,52,29,15,37,51,55,15,28,48,14,43,62,74,41,49,64,43,32,33,22,29,41,59,41,49
v79,14,29,18,34,26,48,28,47,35,6,22,8,16,8,22,16,22,17,31,9,44,26,22,41,5,17,23,36,8,20,14,17,10,35,42,8,36,20,19,20,36,15,34,42,32,20,20,32,5,20,24,38,42,26,28,36,32,11,34,31,32,25,37,11,23,7,29,16,38,9,5,11,19,23,27,38,20,33,0,27,25,17,23,9,8,16,21,29,1,24,34,32,27,25,26,22,44,24,28,14,10,5,20,33,40,29,37,42,26,35,31,16,35,6,24,38,18,18,33,27,35,35,26,21,20,19,36,28,36,39,25,26,24,12,24,19,18,18,26,40,22,36,17,15,39,32,29,41,42,16,31,20,21,22,11,22,30,26,30,16
v80,41,2,9,9,45,21,55,28,62,21,41,27,33,21,19,43,13,28,58,32,25,45,49,68,22,36,22,37,35,39,37,22,31,20,61,35,63,19,40,7,25,12,15,69,51,47,43,13,28,47,43,31,27,45,37,55,27,36,11,28,51,52,56,28,32,34,48,25,33,22,32,16,22,6,46,19,39,60,27,0,44,44,28,26,35,17,48,48,26,51,27,59,14,44,45,5,17,33,35,23,27,32,15,36,23,20,16,69,25,62,58,17,54,25,43,35,33,45,52,36,8,8,5,6,45,46,39,19,63,36,4,45,51,37,11,8,43,45,25,31,25,63,36,12,66,25,40,14,61,29,32,17,36,31,38,49,33,35,29,35
v81,21,44,43,35,11,43,39,72,40,25,19,17,11,33,25,21,31,42,36,16,69,15,27,46,28,8,48,61,19,5,39,22,15,30,17,23,41,25,44,41,31,34,29,47,9,25,45,57,30,45,21,63,37,1,53,11,27,14,33,56,7,30,12,16,48,32,16,19,63,22,28,32,44,48,6,63,45,38,25,44,0,22,18,34,21,41,26,6,24,39,59,37,30,12,51,43,39,19,23,21,17,22,45,28,35,54,32,47,21,40,36,27,10,19,13,63,13,23,8,52,38,36,49,44,23,26,61,53,41,64,40,19,29,15,49,40,43,29,51,65,19,41,42,36,44,57,24,36,17,15,26,45,46,47,26,43,55,21,55,11
