,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,19,37,21,42,7,11,34,21,21,34,39,22,42,18,49,35,57,47,12,60,26,37,18,32,30,20,38,41,20,33,15,41,57,14,36,28,45,26,52,36,0,44,22,18,26,37,27,29,43,45,47,49,19,10,20,35,33,24,34,47,39,27,21,29,36,44,16,47,54,24,31,49,66,40,37,13,48,63,42,32,43,46,38,55,40,35,10,33,38,37,15,34,56,44,8,31,24,23,57,21,16,42,42,19,61,16,26,44,33,5,56,33,20,49,21,62,33,21,9,19,39,19,33,39,13,10,27,41,56,25,26,6,52,72,7,57,52,49,48,16,39,46,48,28,8,30,7,20,6,42,38,35,41,37,36,33,34,40,18,39
v42,25,37,23,42,49,53,30,35,25,10,39,48,14,62,11,27,13,47,56,16,18,37,62,32,14,24,24,23,24,21,55,41,17,30,34,20,13,34,8,36,44,0,22,26,36,25,17,23,33,9,25,23,49,52,42,35,11,24,10,21,39,17,31,29,8,20,34,11,16,20,13,19,22,40,37,31,48,19,32,32,1,18,12,13,30,35,50,19,38,15,29,14,12,44,52,29,20,27,13,23,38,18,28,35,17,48,26,32,31,43,14,31,34,5,23,18,33,23,35,51,39,33,11,39,35,48,17,9,12,27,30,38,18,28,43,13,22,49,22,60,39,16,26,38,38,30,51,28,50,10,38,9,31,37,8,11,18,4,28,19
v43,9,29,17,34,27,31,38,29,29,16,31,30,20,40,27,19,35,39,34,38,18,45,40,24,8,20,32,19,8,13,33,49,35,12,26,12,23,34,30,28,22,22,0,4,34,33,13,15,41,23,25,27,27,30,20,43,19,16,12,29,47,19,29,37,14,22,12,25,32,2,11,27,44,32,45,9,56,41,40,24,21,24,16,33,22,27,28,11,46,23,7,12,34,36,30,21,10,15,35,29,24,20,20,27,39,26,34,40,39,21,34,23,28,27,5,40,25,1,17,29,47,11,17,47,21,26,9,19,34,33,18,16,30,50,21,35,30,57,26,38,47,24,34,20,16,22,29,28,28,20,46,13,39,45,14,11,12,18,10,17
v44,11,27,19,32,23,27,40,31,31,18,29,32,24,36,31,17,39,37,30,42,20,47,36,22,12,22,34,23,10,15,29,51,39,14,24,10,27,36,34,26,18,26,4,0,36,35,15,13,43,27,29,31,29,26,16,45,21,14,16,31,49,21,31,39,18,26,8,29,36,6,13,31,48,30,47,5,58,45,42,22,25,28,20,37,22,25,24,15,48,25,3,16,38,34,26,19,12,13,39,31,26,24,24,29,43,22,36,42,41,17,38,21,30,31,7,44,23,3,19,29,49,9,19,49,23,22,11,23,38,35,16,12,34,54,17,39,34,59,30,34,49,28,36,18,18,20,25,30,24,24,48,17,41,47,18,15,16,22,8,21
v45,25,63,17,68,33,37,26,5,11,26,65,12,40,26,41,53,49,73,28,52,18,11,26,58,26,14,30,49,26,47,19,15,49,22,60,46,39,2,44,62,26,36,34,36,0,29,21,49,35,37,51,49,13,16,46,9,25,50,26,39,29,19,5,19,34,46,42,39,46,34,23,41,58,66,23,37,22,55,34,58,35,44,38,47,56,61,16,45,18,29,39,40,48,70,34,55,24,49,49,13,10,44,54,7,53,42,12,36,25,31,48,57,6,41,29,54,59,33,17,15,15,45,25,21,13,16,25,33,48,9,52,32,44,64,19,49,44,23,48,32,13,38,40,54,18,56,19,8,20,34,28,27,33,21,28,37,44,32,44,45
v46,24,62,16,67,42,46,5,28,18,17,64,41,39,55,36,52,20,72,49,37,15,18,55,57,25,17,1,48,25,46,48,16,20,23,59,45,38,27,33,61,37,25,33,35,29,0,20,48,8,16,50,48,42,45,45,26,14,49,23,10,14,14,24,10,33,45,41,14,41,33,22,12,29,65,12,36,23,26,7,57,26,43,37,38,55,60,43,44,13,10,38,39,31,69,45,54,23,48,22,16,31,43,53,28,32,41,17,7,6,36,39,56,27,22,28,25,58,32,28,44,14,44,16,14,28,41,24,16,19,20,51,31,15,35,36,38,15,24,47,53,24,9,11,53,31,55,44,21,43,15,13,26,6,12,21,36,43,21,43,44
v47,8,42,6,47,32,36,25,18,16,7,44,31,19,45,22,32,30,52,39,33,5,32,45,37,5,7,19,28,7,26,38,36,30,13,39,25,18,21,25,41,27,17,13,15,21,20,0,28,28,18,30,28,32,35,25,30,6,29,7,20,34,6,16,24,13,25,21,20,27,13,4,22,39,45,32,16,43,36,27,37,16,23,17,28,35,40,33,24,33,10,18,19,29,49,35,34,3,28,30,16,21,23,33,18,34,31,21,27,26,26,29,36,17,22,8,35,38,12,18,34,34,24,6,34,18,31,4,14,29,20,31,21,25,45,26,30,25,44,27,43,34,19,21,33,21,35,34,15,33,15,33,8,26,32,9,16,23,13,23,24
v48,24,14,32,19,34,38,53,44,44,31,16,45,13,47,20,6,36,24,41,31,33,60,47,11,23,35,47,12,23,4,40,64,40,27,11,3,16,49,23,13,29,23,15,13,49,48,28,0,56,32,18,20,42,37,27,58,34,5,25,44,62,34,44,52,15,15,19,34,25,15,26,42,37,17,60,16,71,34,55,9,22,17,11,26,11,14,35,4,61,38,14,9,27,21,37,6,25,12,28,44,39,13,13,42,32,33,49,55,54,28,27,8,43,26,20,33,18,16,32,42,62,18,32,62,36,33,24,32,35,48,15,23,41,43,30,28,45,72,19,45,62,39,49,23,31,7,36,43,35,33,61,22,54,60,27,12,5,27,13,10
v49,32,70,24,75,48,52,9,34,24,25,72,47,47,61,44,60,20,80,55,45,23,24,61,65,33,23,9,56,33,54,54,20,16,29,67,53,46,33,41,69,43,33,41,43,35,8,28,56,0,24,58,56,48,51,53,32,22,57,31,12,6,22,30,16,41,53,49,22,49,41,30,14,35,73,12,44,19,22,1,65,34,51,45,46,63,68,49,52,17,18,46,47,39,77,51,62,31,56,30,22,37,51,61,34,40,49,23,1,10,42,47,64,33,30,36,33,66,40,34,50,20,52,24,14,34,47,32,24,21,26,59,39,15,31,42,46,11,18,55,59,30,17,7,61,37,63,50,27,49,23,7,34,2,14,29,44,51,29,51,52
v50,26,46,24,51,50,54,21,36,26,11,48,49,23,63,20,36,12,56,57,21,19,28,63,41,15,25,15,32,25,30,56,32,12,31,43,29,22,35,17,45,45,9,23,27,37,16,18,32,24,0,34,32,50,53,43,34,12,33,11,12,30,18,32,20,17,29,35,2,25,21,14,10,21,49,28,32,39,18,23,41,10,27,21,22,39,44,51,28,29,8,30,23,15,53,53,38,21,32,12,24,39,27,37,36,16,49,25,23,22,44,23,40,35,6,24,17,42,24,36,52,30,34,12,30,36,49,18,4,11,28,35,39,9,27,44,22,13,40,31,61,32,7,17,39,39,39,52,29,51,3,29,10,22,28,9,20,27,5,29,28
v51,28,26,34,23,52,56,55,46,46,33,20,51,11,65,14,12,38,22,59,13,35,62,65,29,25,37,49,6,27,14,58,66,42,33,11,19,12,51,17,11,47,25,25,29,51,50,30,18,58,34,0,2,52,55,45,60,36,23,27,46,64,36,46,54,17,5,37,36,9,23,28,44,23,25,62,34,73,36,57,17,24,7,13,12,7,32,53,14,63,40,32,13,19,21,55,16,27,30,28,46,41,7,5,44,18,51,51,57,56,46,11,14,45,28,26,25,36,26,38,54,64,36,34,64,38,51,26,34,37,50,33,41,43,27,46,12,47,74,3,63,64,41,51,41,41,21,54,45,53,35,63,24,56,62,29,14,13,29,31,8
v52,30,28,32,25,54,58,53,44,44,31,22,53,9,67,12,14,36,24,61,11,33,60,67,31,23,35,47,8,29,16,60,64,40,35,13,21,10,49,15,13,49,23,27,31,49,48,28,20,56,32,2,0,54,57,47,58,34,25,25,44,62,34,44,52,15,5,39,34,7,25,26,42,21,27,60,36,71,34,55,19,22,5,11,10,9,34,55,16,61,38,34,15,17,23,57,18,25,32,26,44,43,7,7,42,16,53,49,55,54,48,9,16,43,26,28,23,38,28,40,56,62,38,32,62,40,53,24,32,35,48,35,43,41,25,48,10,45,72,1,65,62,39,49,43,43,23,56,43,55,33,61,22,54,60,27,16,15,27,33,10
v53,24,56,26,61,26,30,39,14,24,39,58,3,47,17,54,46,62,66,21,65,31,24,13,51,35,25,43,46,25,40,6,28,62,19,53,39,50,15,57,55,19,49,27,29,13,42,32,42,48,50,52,54,0,9,39,16,38,43,39,52,42,32,18,32,41,49,35,52,59,29,36,54,71,59,36,30,29,68,47,51,48,51,43,60,49,54,9,38,31,42,32,39,61,63,27,48,29,42,62,26,11,47,47,14,66,35,25,49,38,24,61,50,15,54,26,67,52,26,14,2,28,38,38,34,14,9,32,46,61,22,45,25,57,77,12,62,57,30,53,25,20,51,53,47,11,49,12,21,13,47,41,40,46,34,41,38,39,45,37,44
v54,27,47,29,52,17,21,42,17,27,42,49,12,50,10,57,43,65,57,12,68,34,27,10,42,38,28,46,49,28,41,5,31,65,22,44,36,53,18,60,46,10,52,30,26,16,45,35,37,51,53,55,57,9,0,30,25,41,34,42,55,45,35,21,35,44,52,26,55,62,32,39,57,74,50,39,21,38,71,50,42,51,54,46,63,48,45,2,41,34,45,23,42,64,54,18,39,32,33,65,29,14,50,50,17,69,26,28,52,41,15,64,41,18,57,29,70,43,29,17,9,31,29,41,37,17,4,35,49,64,25,36,16,60,80,9,65,60,39,56,16,29,54,56,38,14,40,3,24,4,50,44,43,49,37,44,41,42,48,28,47
v55,21,19,29,22,13,11,50,41,41,32,25,42,40,22,47,33,55,27,18,58,30,57,28,16,28,32,44,39,20,31,35,61,55,24,34,26,43,46,50,34,20,42,20,16,46,45,25,27,53,43,45,47,39,30,0,55,31,22,32,45,59,31,41,49,34,42,8,45,52,22,29,47,64,20,57,11,68,61,52,28,41,44,36,53,38,15,30,31,58,35,13,32,54,24,12,29,22,15,55,41,36,40,40,39,59,6,46,52,51,15,54,31,40,47,19,60,13,19,29,39,59,9,31,59,33,30,25,39,54,45,12,14,50,70,27,55,50,69,46,18,59,44,46,8,28,24,27,40,26,40,58,33,51,57,34,31,32,38,14,37
v56,34,72,26,77,42,46,23,14,14,27,74,15,49,33,46,62,46,82,37,49,25,8,29,67,35,23,27,58,35,56,22,12,46,31,69,55,48,9,43,71,35,35,43,45,9,26,30,58,32,34,60,58,16,25,55,0,24,59,33,36,26,24,14,16,43,55,51,36,51,43,32,38,55,75,20,46,13,52,31,67,36,53,47,48,65,70,25,54,15,26,48,49,45,79,43,64,33,58,46,14,19,53,63,16,50,51,9,33,22,40,49,66,15,38,38,51,68,42,26,18,12,54,26,18,22,25,34,30,45,10,61,41,41,61,28,48,41,14,57,41,4,35,37,63,27,65,28,15,29,31,25,36,30,18,31,46,53,31,53,54
v57,14,48,12,53,38,42,19,24,14,3,50,37,25,51,22,38,24,58,45,27,7,26,51,43,11,13,13,34,13,32,44,30,24,19,45,31,24,23,19,47,33,11,19,21,25,14,6,34,22,12,36,34,38,41,31,24,0,35,9,14,28,6,20,18,19,31,27,14,27,19,8,16,33,51,26,22,37,30,21,43,12,29,23,24,41,46,39,30,27,4,24,25,23,55,41,40,9,34,24,12,27,29,39,24,28,37,15,21,20,32,25,42,23,16,14,29,44,18,24,40,28,30,2,28,24,37,10,8,23,16,37,27,19,39,32,24,19,38,33,49,28,13,15,39,27,41,40,17,39,9,27,12,20,26,7,22,29,7,29,30
v58,25,13,33,18,29,33,54,45,45,32,15,46,18,42,25,11,37,23,36,36,34,61,42,8,24,36,48,17,24,9,39,65,41,28,12,4,21,50,28,12,24,24,16,14,50,49,29,5,57,33,23,25,43,34,22,59,35,0,26,45,63,35,45,53,16,20,14,35,30,16,27,43,42,16,61,13,72,39,56,8,23,22,14,31,16,11,34,9,62,39,11,10,32,20,32,7,26,7,33,45,40,18,18,43,37,28,50,56,55,23,32,9,44,27,21,38,13,17,33,43,63,13,33,63,37,34,25,33,36,49,10,18,42,48,31,33,46,73,24,40,63,40,50,18,32,6,31,44,30,34,62,23,55,61,28,13,10,28,8,15
v59,15,39,13,44,39,43,28,25,19,6,41,38,16,52,15,29,23,49,46,26,8,35,52,34,4,14,22,25,14,23,45,39,23,20,36,22,15,24,18,38,34,10,12,16,26,23,7,25,31,11,27,25,39,42,32,33,9,26,0,19,37,9,21,27,10,22,24,13,20,10,3,17,32,42,35,21,46,29,30,34,9,20,14,21,32,37,40,21,36,13,19,16,22,46,42,31,10,25,23,19,28,20,30,25,27,38,24,30,29,33,22,33,24,15,13,28,35,13,25,41,37,23,7,37,25,38,7,7,22,23,28,28,18,38,33,23,20,47,24,50,37,14,24,30,28,32,41,18,40,8,36,3,29,35,2,13,20,6,20,21
v60,28,58,26,63,52,56,13,38,28,13,60,51,35,65,32,48,10,68,59,33,21,28,65,53,21,27,9,44,27,42,58,24,10,33,55,41,34,37,29,57,47,21,29,31,39,10,20,44,12,12,46,44,52,55,45,36,14,45,19,0,18,20,34,20,29,41,37,10,37,29,18,2,23,61,16,34,27,16,11,53,22,39,33,34,51,56,53,40,21,10,34,35,27,65,55,50,23,44,18,26,41,39,49,38,28,51,27,11,14,46,35,52,37,18,26,21,54,28,38,54,24,40,14,18,38,51,20,12,9,30,47,41,5,25,46,34,5,28,43,63,34,5,5,49,41,51,54,31,53,11,17,22,10,18,17,32,39,17,39,40
v61,38,76,30,81,46,50,9,28,18,31,78,41,53,55,50,66,26,86,49,51,29,18,55,71,39,27,15,62,39,60,48,14,22,35,73,59,52,27,47,75,39,39,47,49,29,14,34,62,6,30,64,62,42,45,59,26,28,63,37,18,0,28,24,10,47,59,55,28,55,47,36,20,41,79,6,50,13,28,7,71,40,57,51,52,69,74,43,58,11,24,52,53,45,83,47,68,37,62,36,18,31,57,67,28,46,55,17,7,8,44,53,70,27,36,42,39,72,46,30,44,14,58,30,8,28,41,38,30,27,20,65,45,21,37,36,52,17,12,61,53,24,23,13,67,31,69,44,21,43,29,1,40,8,8,35,50,57,35,57,58
v62,10,48,6,53,32,36,19,18,10,7,50,31,25,45,22,38,30,58,39,33,1,26,45,43,11,7,13,34,11,32,38,30,30,13,45,31,24,17,25,47,27,17,19,21,19,14,6,34,22,18,36,34,32,35,31,24,6,35,9,20,28,0,14,18,19,31,27,20,27,19,8,22,39,51,26,22,37,36,21,43,16,29,23,28,41,46,33,30,27,10,24,25,29,55,35,40,9,34,30,10,21,29,39,18,34,31,15,21,20,26,29,42,17,22,14,35,44,18,18,34,28,30,6,28,18,31,10,14,29,14,37,21,25,45,26,30,25,38,33,43,28,19,21,39,21,41,34,11,33,15,27,12,20,26,9,22,29,13,29,30
v63,20,58,12,63,28,32,21,4,6,21,60,17,35,31,36,48,44,68,25,47,13,16,31,53,21,9,25,44,21,42,24,20,44,17,55,41,34,5,39,57,21,31,29,31,5,24,16,44,30,32,46,44,18,21,41,14,20,45,21,34,24,14,0,14,29,41,37,34,41,29,18,36,53,61,18,32,27,50,29,53,30,39,33,42,51,56,19,40,17,24,34,35,43,65,29,50,19,44,44,8,7,39,49,4,48,37,7,31,20,26,43,52,3,36,24,49,54,28,12,20,18,40,20,18,8,17,20,28,43,4,47,27,39,59,14,44,39,28,43,29,18,33,35,49,13,51,20,3,19,29,23,22,28,16,23,32,39,27,39,40
v64,28,66,20,71,36,40,7,18,8,21,68,31,43,45,40,56,30,76,39,41,19,8,45,61,29,17,11,52,29,50,38,12,30,25,63,49,42,17,37,65,29,29,37,39,19,10,24,52,16,20,54,52,32,35,49,16,18,53,27,20,10,18,14,0,37,49,45,20,45,37,26,22,39,69,8,40,19,36,15,61,30,47,41,42,59,64,33,48,9,14,42,43,35,73,37,58,27,52,30,8,21,47,57,18,36,45,7,17,6,34,43,60,17,26,32,35,62,36,20,34,10,48,20,10,18,31,28,20,29,10,55,35,25,45,26,42,25,20,51,43,14,19,21,57,21,59,34,11,33,19,9,30,14,8,25,40,47,25,47,48
v65,17,29,17,34,41,45,38,29,29,16,31,40,6,54,13,19,21,39,48,24,18,45,54,24,8,20,32,15,16,13,47,49,25,22,26,12,9,34,16,28,36,8,14,18,34,33,13,15,41,17,17,15,41,44,34,43,19,16,10,29,47,19,29,37,0,12,26,19,18,12,11,27,30,32,45,23,56,27,40,24,7,10,4,19,22,27,42,11,46,23,21,6,20,36,44,21,12,19,21,29,30,10,20,27,25,40,34,40,39,35,20,23,28,13,15,26,25,15,27,43,47,25,17,47,27,40,9,17,20,33,22,30,26,36,35,21,30,57,14,52,47,24,34,30,30,22,43,28,42,18,46,7,39,45,12,3,10,12,20,11
v66,25,23,29,22,49,53,50,41,41,28,19,48,6,62,9,9,33,27,56,16,30,57,62,26,20,32,44,3,24,11,55,61,37,30,14,16,7,46,12,16,44,20,22,26,46,45,25,15,53,29,5,5,49,52,42,55,31,20,22,41,59,31,41,49,12,0,34,31,10,20,23,39,22,22,57,31,68,31,52,14,19,2,8,11,10,29,50,11,58,35,29,10,14,24,52,13,22,27,23,41,38,2,8,39,17,48,46,52,51,43,12,11,40,23,23,20,33,23,35,51,59,33,29,59,35,48,21,29,32,45,30,38,38,28,43,13,42,69,4,60,59,36,46,38,38,18,51,40,50,30,58,19,51,57,24,11,10,24,28,5
v67,17,21,25,26,15,19,46,37,37,24,23,38,32,28,39,25,47,31,22,50,26,53,28,16,20,28,40,31,16,23,31,57,47,20,26,18,35,42,42,26,16,34,12,8,42,41,21,19,49,35,37,39,35,26,8,51,27,14,24,37,55,27,37,45,26,34,0,37,44,14,21,39,56,24,53,5,64,53,48,20,33,36,28,45,30,19,26,23,54,31,5,24,46,28,18,21,18,7,47,37,32,32,32,35,51,14,42,48,47,11,46,23,36,39,13,52,17,11,25,35,55,3,25,55,29,26,17,31,46,41,10,10,42,62,23,47,42,65,38,26,55,36,42,12,24,16,23,36,22,32,54,25,47,53,26,23,24,30,6,29
v68,28,48,26,53,52,56,19,38,28,13,50,51,25,65,22,38,10,58,59,23,21,28,65,43,17,27,13,34,27,32,58,30,10,33,45,31,24,37,19,47,47,11,25,29,39,14,20,34,22,2,36,34,52,55,45,36,14,35,13,10,28,20,34,20,19,31,37,0,27,23,16,8,19,51,26,34,37,16,21,43,12,29,23,24,41,46,53,30,27,10,32,25,17,55,55,40,23,34,10,26,41,29,39,38,18,51,27,21,20,46,25,42,37,8,26,15,44,26,38,54,28,36,14,28,38,51,20,6,9,30,37,41,7,25,46,24,11,38,33,63,34,5,15,41,41,41,54,31,53,5,27,12,20,26,11,22,29,7,31,30
v69,35,33,33,30,59,63,46,45,37,24,27,58,12,72,5,19,29,31,66,6,28,53,72,36,24,34,40,13,34,21,65,57,33,40,18,26,9,44,8,20,54,16,32,36,46,41,27,25,49,25,9,7,59,62,52,51,27,30,20,37,55,27,41,45,18,10,44,27,0,30,23,35,14,32,53,41,64,27,48,24,15,8,16,3,14,39,60,21,54,31,39,20,10,28,62,23,30,37,19,37,48,12,12,45,9,58,42,48,47,53,2,21,44,19,33,16,43,33,45,61,55,43,25,55,45,58,27,25,28,41,40,48,34,18,53,3,38,65,6,70,55,32,42,48,48,28,61,38,60,26,54,19,47,53,20,21,20,20,38,15
v70,9,29,17,34,29,33,38,29,29,16,31,30,18,42,25,19,33,39,36,36,18,45,42,24,8,20,32,17,8,13,35,49,33,12,26,12,21,34,28,28,24,20,2,6,34,33,13,15,41,21,23,25,29,32,22,43,19,16,10,29,47,19,29,37,12,20,14,23,30,0,11,27,42,32,45,11,56,39,40,24,19,22,14,31,22,27,30,11,46,23,9,10,32,36,32,21,10,15,33,29,24,18,20,27,37,28,34,40,39,23,32,23,28,25,5,38,25,3,17,31,47,13,17,47,21,28,9,17,32,33,18,18,28,48,23,33,30,57,24,40,47,24,34,20,18,22,31,28,30,18,46,11,39,45,12,9,10,16,10,15
v71,12,40,10,45,36,40,27,22,18,5,42,35,17,49,18,30,26,50,43,29,7,34,49,35,3,11,21,26,11,24,42,38,26,17,37,23,16,23,21,39,31,13,11,13,23,22,4,26,30,14,28,26,36,39,29,32,8,27,3,18,36,8,18,26,11,23,21,16,23,11,0,18,35,43,34,18,45,32,29,35,12,21,15,24,33,38,37,22,35,12,16,17,25,47,39,32,7,26,26,18,25,21,31,22,30,35,23,29,28,30,25,34,21,18,10,31,36,10,22,38,36,22,6,36,22,35,4,10,25,22,29,25,21,41,30,26,21,46,25,47,36,15,23,31,25,33,38,17,37,11,35,4,28,34,5,14,21,9,21,22
v72,30,56,28,61,54,58,15,40,30,15,58,53,33,67,30,46,8,66,61,31,23,30,67,51,19,29,11,42,29,40,60,26,8,35,53,39,32,39,27,55,49,19,27,31,41,12,22,42,14,10,44,42,54,57,47,38,16,43,17,2,20,22,36,22,27,39,39,8,35,27,18,0,21,59,18,36,29,14,13,51,20,37,31,32,49,54,55,38,23,12,34,33,25,63,57,48,25,42,16,28,43,37,47,40,26,53,29,13,16,48,33,50,39,16,28,19,52,28,40,56,26,38,16,20,40,53,22,10,7,32,45,43,3,23,48,32,3,30,41,65,36,3,7,47,43,49,56,33,55,9,19,20,12,20,15,30,37,15,37,38
v73,47,45,45,42,71,75,32,57,47,32,39,70,24,84,17,31,15,45,78,10,40,47,84,48,36,46,28,25,46,33,77,43,19,52,32,38,21,56,14,34,66,22,44,48,58,29,39,37,35,21,23,21,71,74,64,55,33,42,32,23,41,39,53,39,30,22,56,19,14,42,35,21,0,44,39,53,50,13,34,36,23,20,28,11,28,51,72,33,40,29,51,32,10,42,74,35,42,49,9,45,60,24,26,57,5,70,46,34,33,65,12,33,56,17,45,4,55,45,57,73,43,55,33,41,57,70,39,25,14,49,52,60,20,6,65,11,24,51,20,82,53,20,28,60,60,40,73,50,72,24,40,31,33,39,30,33,32,26,50,27
v74,41,3,49,2,33,31,70,61,61,48,5,62,26,42,29,13,53,7,38,38,50,77,48,8,40,52,64,19,40,19,55,81,57,44,14,20,27,66,32,14,40,40,32,30,66,65,45,17,73,49,25,27,59,50,20,75,51,16,42,61,79,51,61,69,32,22,24,51,32,32,43,59,44,0,77,29,88,51,72,8,39,24,28,33,18,7,50,21,78,55,27,26,34,4,32,11,42,17,43,61,56,22,20,59,39,26,66,72,71,35,34,11,60,43,37,40,11,33,49,59,79,21,49,79,53,50,41,49,52,65,14,34,58,50,47,35,62,89,26,38,79,56,66,16,48,10,47,60,46,50,78,39,71,77,44,29,22,44,22,21
v75,36,74,28,79,44,48,7,22,16,29,76,35,51,49,48,64,26,84,43,49,27,12,49,69,37,25,13,60,37,58,42,8,26,33,71,57,50,21,45,73,37,37,45,47,23,12,32,60,12,28,62,60,36,39,57,20,26,61,35,16,6,26,18,8,45,57,53,26,53,45,34,18,39,77,0,48,11,32,11,69,38,55,49,50,67,72,37,56,5,22,50,51,43,81,45,66,35,60,34,16,25,55,65,22,44,53,11,13,6,42,51,68,21,34,40,37,70,44,28,38,8,56,28,2,24,35,36,28,25,14,63,43,21,41,30,50,21,12,59,47,18,21,17,65,29,67,38,17,37,27,5,38,10,2,33,48,55,33,55,56
v76,12,26,20,31,18,22,41,32,32,21,28,33,29,31,36,22,44,36,25,47,21,48,31,21,17,23,35,28,11,20,26,52,44,15,23,15,32,37,39,25,13,31,9,5,37,36,16,16,44,32,34,36,30,21,11,46,22,13,21,34,50,22,32,40,23,31,5,34,41,11,18,36,53,29,48,0,59,50,43,21,30,33,25,42,27,24,21,20,49,26,2,21,43,33,21,18,13,12,44,32,27,29,29,30,48,17,37,43,42,12,43,20,31,36,8,49,22,8,20,30,50,8,20,50,24,21,14,28,43,36,15,7,39,59,18,44,39,60,35,29,50,33,37,17,19,19,20,31,19,29,49,22,42,48,23,20,21,27,7,26
v77,47,85,39,90,55,59,18,27,27,40,87,28,62,46,59,75,35,95,50,60,38,11,42,80,48,36,24,71,48,69,35,7,33,44,82,68,61,22,56,84,48,48,56,58,22,23,43,71,19,39,73,71,29,38,68,13,37,72,46,27,13,37,27,19,56,68,64,37,64,56,45,29,50,88,11,59,0,39,18,80,49,66,60,61,78,83,38,67,10,33,61,62,54,92,56,77,46,71,45,27,32,66,76,29,55,64,22,20,17,53,62,79,28,45,51,48,81,55,39,31,9,67,39,9,35,38,47,39,36,23,74,54,30,48,41,61,28,1,70,54,11,32,24,76,40,78,41,28,42,38,12,49,17,11,44,59,66,44,66,67
v78,44,48,42,53,68,72,29,54,44,29,50,67,25,81,22,38,6,58,75,23,37,44,81,45,33,43,25,34,43,32,74,40,6,49,45,35,24,53,19,47,63,19,41,45,55,26,36,34,22,18,36,34,68,71,61,52,30,39,29,16,28,36,50,36,27,31,53,16,27,39,32,14,13,51,32,50,39,0,21,43,20,29,25,24,41,48,69,30,37,26,48,29,17,55,71,40,39,46,8,42,57,29,39,54,18,67,43,21,30,62,25,42,53,14,42,11,52,42,54,70,40,52,30,34,54,67,36,22,7,46,49,57,11,9,62,24,11,38,33,79,50,17,15,57,57,41,70,47,69,21,27,28,22,34,27,30,29,23,47,30
v79,31,69,23,74,47,51,8,33,23,24,71,46,46,60,43,59,19,79,54,44,22,23,60,64,32,22,8,55,32,53,53,19,15,28,66,52,45,32,40,68,42,32,40,42,34,7,27,55,1,23,57,55,47,50,52,31,21,56,30,11,7,21,29,15,40,52,48,21,48,40,29,13,34,72,11,43,18,21,0,64,33,50,44,45,62,67,48,51,16,17,45,46,38,76,50,61,30,55,29,21,36,50,60,33,39,48,22,2,9,41,46,63,32,29,35,32,65,39,33,49,19,51,23,13,33,46,31,23,20,25,58,38,14,30,41,45,10,17,54,58,29,16,6,60,36,62,49,26,48,22,6,33,1,13,28,43,50,28,50,51
v80,33,9,41,10,35,39,62,53,53,40,7,54,18,48,21,5,45,15,42,30,42,69,48,12,32,44,56,11,32,11,47,73,49,36,6,12,19,58,24,6,32,32,24,22,58,57,37,9,65,41,17,19,51,42,28,67,43,8,34,53,71,43,53,61,24,14,20,43,24,24,35,51,36,8,69,21,80,43,64,0,31,16,20,25,10,15,42,13,70,47,19,18,26,12,38,3,34,13,35,53,48,14,12,51,31,34,58,64,63,29,26,3,52,35,29,32,19,25,41,51,71,19,41,71,45,42,33,41,44,57,16,26,50,42,39,27,54,81,18,46,71,48,58,24,40,4,39,52,38,42,70,31,63,69,36,21,14,36,14,13
v81,24,36,22,41,48,52,31,34,24,9,38,47,13,61,10,26,14,46,55,17,17,38,61,31,13,23,25,22,23,20,54,42,18,29,33,19,12,33,9,35,43,1,21,25,35,26,16,22,34,10,24,22,48,51,41,36,12,23,9,22,40,16,30,30,7,19,33,12,15,19,12,20,23,39,38,30,49,20,33,31,0,17,11,12,29,34,49,18,39,16,28,13,13,43,51,28,19,26,14,22,37,17,27,34,18,47,27,33,32,42,13,30,33,6,22,19,32,22,34,50,40,32,10,40,34,47,16,10,13,26,29,37,19,29,42,14,23,50,21,59,40,17,27,37,37,29,50,27,49,11,39,8,32,38,7,10,17,5,27,18
