,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,29,39,48,75,23,22,62,25,35,66,43,27,30,47,72,26,60,31,38,74,16,79,9,34,26,7,45,37,52,66,34,17,33,44,61,20,46,48,41,19,0,38,42,71,57,18,24,13,42,52,53,22,30,15,32,46,54,31,33,27,50,33,7,34,23,59,27,31,78,20,56,6,40,59,21,16,38,22,45,15,48,58,27,28,27,50,64,9,50,23,58,41,43,44,27,59,77,36,13,51,56,40,15,9,29,53,56,49,36,61,24,31,39,49,77,20,8,44,21,50,34,16,82,44,11,18,11,35,53,57,36,41,9,10,53,52,11,61,12,51,58,21,43,60,53,27,49,37,50,17,42,35,78,38,48,19,24,27,56,43
v42,21,19,10,37,19,34,24,31,19,28,39,11,14,35,34,12,22,27,6,36,28,41,29,46,32,31,35,25,22,28,22,21,21,22,23,38,14,36,19,31,38,0,48,33,31,28,14,35,28,14,33,16,22,23,22,28,16,7,19,15,12,21,31,22,15,21,11,7,40,18,22,32,28,21,21,28,26,16,21,23,10,20,35,20,19,38,26,35,12,29,20,29,41,24,13,21,39,36,51,13,18,34,23,29,9,15,18,25,24,23,14,29,27,11,39,32,30,6,21,12,24,22,44,30,27,32,29,27,15,19,24,13,39,30,17,38,27,23,26,39,20,17,31,22,41,11,39,15,12,29,30,23,40,16,32,19,30,11,44,31
v43,27,67,48,43,29,20,34,61,67,60,9,53,62,83,34,56,32,67,42,50,28,49,45,10,62,43,13,73,70,52,26,27,69,70,61,56,34,84,29,29,42,48,0,33,17,24,40,49,76,54,15,46,26,39,68,20,48,41,29,63,58,69,37,70,41,33,55,55,48,40,70,40,76,43,57,26,74,56,69,43,46,34,15,64,63,86,42,45,56,19,66,77,7,24,35,51,37,12,55,47,66,14,49,37,53,49,46,73,72,43,56,19,21,41,39,22,42,52,27,42,24,46,46,18,31,54,33,21,51,61,72,35,45,46,65,10,47,59,36,87,32,51,79,54,89,51,9,63,44,27,78,71,40,64,16,47,18,37,92,79
v44,42,34,23,10,48,49,9,64,36,27,28,44,41,50,1,45,11,60,33,17,57,16,62,39,65,64,26,48,37,19,37,54,42,37,28,71,25,51,30,58,71,33,33,0,16,53,47,68,43,21,18,49,41,56,55,25,17,40,38,44,25,48,64,51,48,12,44,40,15,51,37,65,51,12,54,55,41,49,36,56,23,13,44,53,52,53,9,68,23,48,33,44,28,27,44,18,6,35,84,20,33,31,56,62,42,18,15,40,45,10,47,40,32,22,6,51,63,27,50,21,37,55,13,27,60,65,62,36,18,28,43,30,72,63,32,23,60,26,59,54,13,50,46,21,56,44,24,34,21,56,49,56,7,33,23,52,47,44,59,46
v45,28,50,31,26,34,35,17,50,50,43,14,36,45,66,17,39,15,50,25,33,43,32,48,25,51,50,12,56,53,35,23,40,52,53,44,57,17,67,16,44,57,31,17,16,0,39,33,54,59,37,4,35,27,42,51,11,31,26,24,46,41,52,50,53,34,16,38,38,31,37,53,51,59,26,40,41,57,39,52,42,29,17,30,47,46,69,25,54,39,34,49,60,14,13,30,34,20,21,70,30,49,17,42,48,36,32,29,56,55,26,39,26,18,24,22,37,49,35,36,25,23,41,29,13,46,51,48,22,34,44,55,18,58,49,48,7,46,42,45,70,15,36,62,37,72,34,8,46,27,42,61,54,23,47,9,38,33,30,75,62
v46,11,47,30,57,9,6,44,41,47,48,25,33,42,63,54,36,42,47,22,56,4,61,25,18,42,23,27,53,50,48,16,7,49,50,43,36,28,64,23,5,18,28,24,53,39,0,20,29,56,34,35,26,12,19,48,28,36,21,15,43,38,49,17,50,21,41,35,35,60,20,50,20,56,41,37,2,54,36,49,23,30,40,9,44,43,66,46,25,36,5,46,57,25,26,15,41,59,18,31,33,46,22,29,17,33,35,38,53,52,43,36,13,21,31,59,4,22,32,7,32,16,26,64,26,9,34,9,17,35,41,52,23,25,26,45,34,27,43,16,67,40,31,59,42,69,31,31,43,32,3,58,51,60,44,30,27,6,17,72,59
v47,13,27,24,51,11,26,38,21,27,42,31,13,22,43,48,16,36,27,14,50,20,55,15,38,22,17,27,33,30,42,14,13,29,30,37,24,22,44,17,23,24,14,40,47,33,20,0,21,36,28,29,6,14,9,28,22,30,7,11,23,26,29,17,30,1,35,15,15,54,4,32,18,36,35,17,20,34,16,29,9,24,34,27,24,23,46,40,21,26,21,34,37,33,20,5,35,53,28,37,27,32,26,9,15,13,29,32,33,32,37,16,21,19,25,53,24,16,20,13,26,16,8,58,22,13,18,15,19,29,33,32,17,25,16,29,30,13,37,12,47,34,11,39,36,49,11,31,23,26,21,38,31,54,24,24,7,22,3,52,39
v48,26,36,45,72,20,35,59,12,32,63,40,24,27,36,69,23,57,18,35,71,29,76,6,47,13,6,42,24,49,63,31,22,26,41,58,7,43,35,38,32,13,35,49,68,54,29,21,0,39,49,50,19,27,12,19,43,51,28,30,24,47,20,12,21,20,56,24,28,75,17,53,9,27,56,14,29,33,19,42,12,45,55,36,15,16,37,61,4,47,30,55,32,42,41,24,56,74,37,16,48,53,37,12,12,26,50,53,46,23,58,21,30,36,46,74,33,7,41,22,47,31,13,79,41,20,5,24,32,50,54,25,38,4,5,50,49,8,58,13,38,55,18,36,57,40,24,46,34,47,30,29,22,75,35,45,16,31,24,43,38
v49,49,9,28,33,47,62,42,35,9,24,67,23,14,7,42,20,44,31,34,32,56,37,33,74,36,35,63,19,10,24,50,49,13,6,19,42,42,10,47,59,42,28,76,43,59,56,36,39,0,22,61,30,50,37,26,56,28,35,47,15,18,19,39,22,35,43,21,21,36,36,14,36,22,33,25,56,6,20,7,33,30,42,63,24,23,10,34,39,20,57,16,7,69,52,41,25,39,64,55,29,14,62,27,39,23,27,30,7,16,33,20,57,55,35,37,60,34,24,49,34,52,30,40,58,47,36,51,55,25,15,14,41,43,34,11,66,31,19,40,11,44,25,3,22,13,25,67,13,32,57,20,27,36,12,60,29,58,39,16,3
v50,27,13,6,23,29,40,20,45,17,14,45,25,22,29,20,26,22,41,14,22,38,27,43,52,46,45,41,29,16,14,28,35,23,16,9,52,20,30,25,39,52,14,54,21,37,34,28,49,22,0,39,30,28,37,36,34,6,21,25,25,4,29,45,32,29,21,25,21,26,32,16,46,32,11,35,36,20,30,15,37,8,20,41,34,33,32,12,49,2,35,12,23,47,30,25,7,25,42,65,7,12,40,37,43,23,5,8,19,26,11,28,35,33,13,25,38,44,8,31,12,30,36,30,36,41,46,43,33,3,7,24,19,53,44,11,44,41,9,40,33,22,31,25,8,35,25,45,15,10,37,30,37,26,14,38,33,36,25,38,25
v51,24,52,33,28,30,31,19,46,52,45,10,38,47,68,19,41,17,52,27,35,39,34,44,21,47,46,8,58,55,37,19,36,54,55,46,53,19,69,14,40,53,33,15,18,4,35,29,50,61,39,0,31,23,38,53,7,33,26,20,48,43,54,46,55,30,18,40,40,33,33,55,47,61,28,42,37,59,41,54,38,31,19,26,49,48,71,27,50,41,30,51,62,10,9,26,36,24,17,66,32,51,13,38,44,38,34,31,58,57,28,41,22,14,26,24,33,45,37,32,27,19,37,31,9,42,47,44,18,36,46,57,20,54,45,50,5,42,44,41,72,17,36,64,39,74,36,6,48,29,38,63,56,25,49,5,34,29,26,77,64
v52,19,21,26,53,17,32,40,15,21,44,37,7,16,37,50,10,38,21,16,52,26,57,13,44,16,15,33,27,30,44,20,19,23,24,39,22,24,38,19,29,22,16,46,49,35,26,6,19,30,30,31,0,20,7,22,26,32,9,17,17,28,23,15,24,5,37,9,9,56,6,34,16,30,37,11,26,28,10,23,7,26,36,33,18,17,40,42,19,28,27,36,31,39,22,11,37,55,34,35,29,34,32,7,13,7,31,34,27,26,39,10,27,25,27,55,30,14,22,19,28,22,6,60,28,17,16,21,25,31,35,26,19,23,14,31,36,11,39,10,41,36,5,33,38,43,5,37,17,28,27,32,25,56,18,30,3,28,9,46,33
v53,1,41,22,45,7,12,32,35,41,36,17,27,36,57,42,30,30,41,16,44,16,49,21,24,36,23,15,47,44,36,4,13,43,44,35,30,16,58,11,17,30,22,26,41,27,12,14,27,50,28,23,20,0,15,42,16,24,15,3,37,32,43,23,44,15,29,29,29,48,14,44,24,50,29,31,14,48,30,43,17,20,28,13,38,37,60,34,27,30,7,40,51,19,14,9,29,47,14,43,21,40,12,23,21,27,23,26,47,46,31,30,7,9,19,47,10,22,26,9,20,4,20,52,14,19,28,21,5,25,35,46,11,31,22,39,22,21,33,18,61,28,25,53,30,63,25,19,37,20,15,52,45,48,38,18,21,8,11,66,53
v54,14,28,33,60,10,25,47,22,28,51,30,14,23,44,57,17,45,28,23,59,19,64,6,37,23,8,30,34,37,51,19,12,30,31,46,17,31,45,26,22,15,23,39,56,42,19,9,12,37,37,38,7,15,0,29,31,39,16,18,24,35,30,8,31,8,44,16,16,63,5,41,9,37,44,18,19,35,17,30,4,33,43,26,25,24,47,49,12,35,20,43,38,32,29,12,44,62,27,28,36,41,25,10,6,14,38,41,34,33,46,17,20,24,34,62,23,7,29,12,35,19,7,67,29,10,15,14,20,38,42,33,26,16,7,38,37,8,46,3,48,43,12,40,45,50,12,34,24,35,20,39,32,63,25,33,8,21,12,53,40
v55,41,23,32,59,39,54,46,9,19,50,59,15,14,23,56,12,44,5,26,58,48,63,23,66,10,25,55,7,36,50,42,41,13,28,45,16,34,16,39,51,32,22,68,55,51,48,28,19,26,36,53,22,42,29,0,48,38,27,39,11,34,7,31,4,27,43,13,15,62,28,40,28,8,43,11,48,20,12,29,25,32,42,55,4,5,18,48,23,34,49,42,19,61,44,33,43,61,56,29,35,40,54,19,31,15,37,40,33,10,45,12,49,47,33,61,52,26,28,41,34,44,22,66,50,39,14,43,47,37,41,12,33,23,22,37,58,21,45,32,21,42,17,23,44,21,17,59,21,34,49,10,3,62,22,52,21,50,31,24,25
v56,17,47,28,29,23,24,16,41,47,40,11,33,42,63,26,36,14,47,22,30,32,33,37,18,42,39,7,53,50,32,12,29,49,50,41,46,14,64,9,33,46,28,20,25,11,28,22,43,56,34,7,26,16,31,48,0,28,21,13,43,38,49,39,50,23,13,35,35,32,26,50,40,56,23,37,30,54,36,49,31,26,14,19,44,43,66,22,43,36,23,46,57,13,4,19,31,31,10,59,27,46,6,31,37,33,29,26,53,52,23,36,15,7,21,31,26,38,32,25,22,12,30,36,2,35,40,37,11,31,41,52,15,47,38,45,10,35,39,34,67,12,31,59,34,69,31,11,43,24,31,58,51,32,44,4,27,22,19,72,59
v57,25,19,6,21,31,34,14,47,19,12,39,27,24,35,18,28,16,43,16,20,40,25,45,46,48,47,35,31,22,12,22,37,25,22,13,54,14,36,19,41,54,16,48,17,31,36,30,51,28,6,33,32,24,39,38,28,0,23,21,27,10,31,47,34,31,15,27,23,24,34,22,48,34,5,37,38,26,32,21,39,6,14,35,36,35,38,10,51,8,31,18,29,41,24,27,5,23,36,67,3,18,34,39,45,25,1,2,25,28,7,30,29,27,7,23,34,46,10,33,6,24,38,28,30,43,48,45,27,3,13,26,13,55,46,17,38,43,11,42,39,16,33,31,6,41,27,39,17,4,39,32,39,24,16,32,35,30,27,44,31
v58,14,26,17,44,12,27,31,24,26,35,32,12,21,42,41,15,29,26,7,43,21,48,22,39,25,24,28,32,29,35,15,14,28,29,30,31,15,43,12,24,31,7,41,40,26,21,7,28,35,21,26,9,15,16,27,21,23,0,12,22,19,28,24,29,8,28,14,14,47,11,29,25,35,28,16,21,33,15,28,16,17,27,28,23,22,45,33,28,19,22,27,36,34,17,6,28,46,29,44,20,25,27,16,22,12,22,25,32,31,30,15,22,20,18,46,25,23,13,14,19,17,15,51,23,20,25,22,20,22,26,31,10,32,23,24,31,20,30,19,46,27,10,38,29,48,10,32,22,19,22,37,30,47,23,25,12,23,4,51,38
v59,4,38,19,42,10,15,29,32,38,33,20,24,33,54,39,27,27,38,13,41,19,46,24,27,33,26,16,44,41,33,3,16,40,41,32,33,13,55,8,20,33,19,29,38,24,15,11,30,47,25,20,17,3,18,39,13,21,12,0,34,29,40,26,41,12,26,26,26,45,13,41,27,47,26,28,17,45,27,40,18,17,25,16,35,34,57,31,30,27,10,37,48,22,11,6,26,44,17,46,18,37,15,20,24,24,20,23,44,43,28,27,10,8,16,44,13,25,23,12,17,5,17,49,11,22,27,24,8,22,32,43,8,34,25,36,19,22,30,21,58,25,22,50,27,60,22,20,34,17,18,49,42,45,35,15,18,11,8,63,50
v60,36,12,21,48,34,49,35,20,8,39,54,10,3,20,45,7,33,16,21,47,43,52,18,61,21,20,50,10,25,39,37,36,6,17,34,27,29,21,34,46,27,15,63,44,46,43,23,24,15,25,48,17,37,24,11,43,27,22,34,0,23,6,26,7,22,32,8,8,51,23,29,23,13,32,10,43,11,7,18,20,21,31,50,9,8,23,37,24,23,44,31,14,56,39,28,32,50,51,40,24,29,49,14,26,10,26,29,22,9,34,7,44,42,22,50,47,21,17,36,23,39,17,55,45,34,21,38,42,26,30,9,28,28,19,26,53,16,34,27,24,31,12,16,33,26,12,54,10,23,44,15,12,51,11,47,16,45,26,29,16
v61,31,11,10,25,29,44,24,43,15,16,49,23,20,25,24,24,26,39,16,24,38,29,41,56,44,43,45,27,12,16,32,33,21,12,11,50,24,26,29,41,50,12,58,25,41,38,26,47,18,4,43,28,32,35,34,38,10,19,29,23,0,27,43,30,27,25,23,19,28,30,12,44,30,15,33,38,16,28,11,35,12,24,45,32,31,28,16,47,2,39,8,19,51,34,23,9,27,46,63,11,8,44,35,41,21,9,12,15,24,15,26,39,37,17,27,42,42,6,31,16,34,34,32,40,39,44,41,37,7,7,22,23,51,42,7,48,39,11,38,29,26,29,21,10,31,23,49,13,14,39,28,35,28,12,42,31,40,23,34,21
v62,42,16,25,52,40,55,39,16,12,43,60,16,7,16,49,13,37,12,27,51,49,56,24,67,17,26,56,4,29,43,43,42,6,21,38,23,35,15,40,52,33,21,69,48,52,49,29,20,19,29,54,23,43,30,7,49,31,28,40,6,27,0,32,3,28,36,14,14,55,29,33,29,7,36,12,49,13,13,22,26,25,35,56,5,6,17,41,24,27,50,35,12,62,45,34,36,54,57,36,28,33,55,20,32,16,30,33,26,3,38,13,50,48,28,54,53,27,21,42,27,45,23,59,51,40,17,44,48,30,34,5,34,24,23,30,59,22,38,33,18,37,18,16,37,20,18,60,14,27,50,9,8,55,15,53,22,51,32,23,18
v63,22,32,41,68,16,23,55,24,30,59,36,20,25,46,65,19,53,30,31,67,17,72,8,35,25,6,38,36,45,59,27,10,32,37,54,19,39,47,34,20,7,31,37,64,50,17,17,12,39,45,46,15,23,8,31,39,47,24,26,26,43,32,0,33,16,52,20,24,71,13,49,3,39,52,20,17,37,19,38,8,41,51,24,27,26,49,57,8,43,18,51,40,36,37,20,52,70,29,20,44,49,33,12,2,22,46,49,42,35,54,19,24,32,42,70,21,5,37,14,43,27,9,75,37,8,17,12,28,46,50,35,34,8,9,46,45,10,54,5,50,51,14,42,53,52,20,42,30,43,18,41,34,71,31,41,12,19,20,55,42
v64,43,19,28,55,41,56,42,13,15,46,61,17,10,19,52,14,40,9,28,54,50,59,25,68,14,27,57,3,32,46,44,43,9,24,41,20,36,14,41,53,34,22,70,51,53,50,30,21,22,32,55,24,44,31,4,50,34,29,41,7,30,3,33,0,29,39,15,15,58,30,36,30,6,39,13,50,16,14,25,27,28,38,57,6,7,16,44,25,30,51,38,15,63,46,35,39,57,58,33,31,36,56,21,33,17,33,36,29,6,41,14,51,49,29,57,54,28,24,43,30,46,24,62,52,41,16,45,49,33,37,8,35,25,24,33,60,23,41,34,17,38,19,19,40,19,19,61,17,30,51,8,5,58,18,54,23,52,33,22,21
v65,14,26,25,52,12,27,39,20,26,43,32,12,21,42,49,15,37,26,15,51,21,56,14,39,21,16,28,32,29,43,15,14,28,29,38,23,23,43,18,24,23,15,41,48,34,21,1,20,35,29,30,5,15,8,27,23,31,8,12,22,27,28,16,29,0,36,14,14,55,3,33,17,35,36,16,21,33,15,28,8,25,35,28,23,22,45,41,20,27,22,35,36,34,21,6,36,54,29,36,28,33,27,8,14,12,30,33,32,31,38,15,22,20,26,54,25,15,21,14,27,17,7,59,23,12,17,16,20,30,34,31,18,24,15,30,31,12,38,11,46,35,10,38,37,48,10,32,22,27,22,37,30,55,23,25,6,23,4,51,38
v66,30,34,15,16,36,37,3,52,34,27,24,32,29,50,13,33,1,48,21,17,45,20,50,31,53,52,20,40,37,19,25,42,36,37,28,59,13,51,18,46,59,21,33,12,16,41,35,56,43,21,18,37,29,44,43,13,15,28,26,32,25,36,52,39,36,0,32,28,19,39,37,53,43,10,42,43,41,37,36,44,13,1,32,41,40,53,9,56,23,36,33,44,26,15,32,18,18,23,72,14,33,19,44,50,30,16,13,40,39,10,35,28,20,10,18,39,51,19,38,9,25,43,23,15,48,53,50,24,18,28,39,18,60,51,32,23,48,26,47,54,1,38,46,21,56,32,24,30,11,44,45,44,19,31,17,40,35,32,59,46
v67,28,12,21,48,26,41,35,20,12,39,46,2,7,28,45,1,33,16,13,47,35,52,18,53,21,20,42,18,25,39,29,28,14,17,34,27,21,29,26,38,27,11,55,44,38,35,15,24,21,25,40,9,29,16,13,35,27,14,26,8,23,14,20,15,14,32,0,4,51,15,29,21,21,32,10,35,19,5,18,12,21,31,42,9,8,31,37,24,23,36,31,22,48,31,20,32,50,43,40,24,29,41,12,18,2,26,29,22,17,34,3,36,34,22,50,39,19,17,28,23,31,11,55,37,26,21,30,34,26,30,17,20,28,19,26,45,16,34,19,32,31,6,24,33,34,4,46,10,23,36,23,16,51,11,39,8,37,18,37,24
v68,28,12,17,44,26,41,31,24,12,35,46,4,7,28,41,5,29,20,13,43,35,48,22,53,25,24,42,18,21,35,29,28,14,15,30,31,21,29,26,38,31,7,55,40,38,35,15,28,21,21,40,9,29,16,15,35,23,14,26,8,19,14,24,15,14,28,4,0,47,15,25,25,21,28,14,35,19,9,14,16,17,27,42,13,12,31,33,28,19,36,27,22,48,31,20,28,46,43,44,20,25,41,16,22,2,22,25,18,17,30,7,36,34,18,46,39,23,13,28,19,31,15,51,37,26,25,30,34,22,26,17,20,32,23,22,45,20,30,19,32,27,10,24,29,34,4,46,8,19,36,23,16,47,9,39,12,37,18,37,24
v69,49,39,30,5,55,56,16,71,43,12,39,51,48,39,14,52,18,67,40,4,64,1,69,46,72,71,35,55,26,12,44,61,49,34,17,78,32,46,37,65,78,40,48,15,31,60,54,75,36,26,33,56,48,63,62,32,24,47,45,51,28,55,71,58,55,19,51,47,0,58,22,72,58,19,61,62,42,56,33,63,30,20,51,60,59,46,14,75,28,55,20,43,41,34,51,19,11,42,91,27,22,38,63,69,49,25,22,29,52,17,54,47,39,29,9,58,70,34,57,28,44,62,4,34,67,72,69,43,25,21,50,37,79,70,25,38,67,17,66,41,20,57,39,18,41,51,39,41,28,63,56,63,8,40,32,59,54,51,44,37
v70,13,27,28,55,11,26,42,21,27,46,31,13,22,43,52,16,40,27,18,54,20,59,11,38,22,13,27,33,32,46,14,13,29,30,41,20,26,44,21,23,20,18,40,51,37,20,4,17,36,32,33,6,14,5,28,26,34,11,13,23,30,29,13,30,3,39,15,15,58,0,36,14,36,39,17,20,34,16,29,5,28,38,27,24,23,46,44,17,30,21,38,37,33,24,7,39,57,28,33,31,36,26,9,11,13,33,36,33,32,41,16,21,19,29,57,24,12,24,13,30,16,6,62,24,11,14,15,19,33,37,32,21,21,12,33,32,9,41,8,47,38,11,39,40,49,11,31,23,30,21,38,31,58,24,28,7,22,7,52,39
v71,43,17,22,27,41,56,36,49,21,10,61,29,26,17,36,30,38,45,28,20,50,23,47,68,50,49,57,33,4,18,44,43,27,12,9,56,36,24,41,53,56,22,70,37,53,50,32,53,14,16,55,34,44,41,40,50,22,29,41,29,12,33,49,36,33,37,29,25,22,36,0,50,36,27,39,50,20,34,11,41,24,36,57,38,37,24,28,53,14,51,4,21,63,46,35,19,33,58,69,23,4,56,41,47,27,21,24,7,30,27,32,51,49,29,31,54,48,18,43,28,46,40,26,52,45,50,47,49,19,9,28,35,57,48,5,60,45,11,44,19,38,35,17,16,19,29,61,19,26,51,34,41,30,18,54,37,52,33,22,15
v72,23,33,42,69,17,26,56,21,29,60,37,21,24,43,66,20,54,27,32,68,20,73,5,38,22,3,39,33,46,60,28,13,29,38,55,16,40,44,35,23,6,32,40,65,51,20,18,9,36,46,47,16,24,9,28,40,48,25,27,23,44,29,3,30,17,53,21,25,72,14,50,0,36,53,17,20,34,16,39,9,42,52,27,24,23,46,58,5,44,21,52,37,37,38,21,53,71,30,19,45,50,34,9,3,23,47,50,43,32,55,18,25,33,43,71,24,2,38,15,44,28,10,76,38,11,14,15,29,47,51,32,35,7,6,47,46,7,55,6,47,52,15,39,54,49,21,43,31,44,21,38,31,72,32,42,13,22,21,52,39
v73,49,19,28,55,47,62,42,15,15,46,67,23,14,19,52,20,44,9,34,54,56,59,31,74,14,33,63,3,32,46,50,49,9,24,41,20,42,12,47,59,40,28,76,51,59,56,36,27,22,32,61,30,50,37,8,56,34,35,47,13,30,7,39,6,35,43,21,21,58,36,36,36,0,39,19,56,16,20,25,33,30,42,63,12,13,12,44,31,30,57,38,15,69,52,41,39,57,64,33,31,36,62,27,39,23,33,36,29,6,41,20,57,55,35,57,60,34,24,49,34,52,30,62,58,47,22,51,55,33,37,8,41,31,30,33,66,29,41,40,17,44,25,19,40,17,25,67,17,32,57,2,5,58,18,60,29,58,39,16,21
v74,30,24,11,16,36,37,9,52,24,17,34,32,29,40,13,33,11,48,21,15,45,20,50,41,53,52,30,36,27,9,25,42,30,27,18,59,13,41,18,46,59,21,43,12,26,41,35,56,33,11,28,37,29,44,43,23,5,28,26,32,15,36,52,39,36,10,32,28,19,39,27,53,39,0,42,43,31,37,26,44,11,9,32,41,40,43,5,56,13,36,23,34,36,19,32,8,18,31,72,8,23,29,44,50,30,6,3,30,33,2,35,28,22,10,18,39,51,15,38,9,25,43,23,25,48,53,50,24,8,18,31,18,60,51,22,33,48,16,47,44,11,38,36,11,46,32,34,22,9,44,37,44,19,21,27,40,35,32,49,36
v75,30,22,31,58,28,43,45,10,18,49,48,10,13,26,55,9,43,10,21,57,37,62,12,55,11,14,44,16,35,49,31,30,12,27,44,17,29,27,28,40,21,21,57,54,40,37,17,14,25,35,42,11,31,18,11,37,37,16,28,10,33,12,20,13,16,42,10,14,61,17,39,17,19,42,0,37,19,5,28,14,31,41,44,7,6,29,47,14,33,38,41,20,50,33,22,42,60,45,30,34,39,43,8,20,12,36,39,32,15,44,7,38,36,32,60,41,15,27,30,33,33,11,65,39,28,11,32,36,36,40,15,24,18,11,36,47,10,44,21,30,41,6,22,43,32,10,48,20,33,38,21,14,61,21,41,10,39,20,35,24
v76,13,47,32,59,9,6,46,41,47,50,27,33,42,63,56,36,44,47,22,58,2,63,25,18,42,23,29,53,50,50,18,7,49,50,45,36,30,64,25,3,16,28,26,55,41,2,20,29,56,36,37,26,14,19,48,30,38,21,17,43,38,49,17,50,21,43,35,35,62,20,50,20,56,43,37,0,54,36,49,23,32,42,11,44,43,66,48,25,36,7,46,57,27,28,15,43,61,20,29,35,46,24,29,17,33,37,40,53,52,45,36,15,23,33,61,4,22,32,7,34,18,26,66,28,9,34,7,19,37,41,52,25,25,26,45,36,27,45,16,67,42,31,59,44,69,31,33,43,34,1,58,51,62,44,32,27,8,17,72,59
v77,47,7,26,39,45,60,40,29,7,30,65,21,12,9,40,18,42,25,32,38,54,43,29,72,30,31,61,13,16,30,48,47,7,8,25,36,40,10,45,57,38,26,74,41,57,54,34,33,6,20,59,28,48,35,20,54,26,33,45,11,16,13,37,16,33,41,19,19,42,34,20,34,16,31,19,54,0,18,9,31,28,40,61,18,17,12,32,33,18,55,22,3,67,50,39,23,41,62,49,27,20,60,25,37,21,25,28,13,10,31,18,55,53,33,41,58,32,22,47,32,50,28,46,56,45,30,49,53,23,21,8,39,37,28,17,64,27,25,38,13,42,23,5,24,15,23,65,11,30,55,14,21,42,10,58,27,56,37,18,5
v78,29,17,26,53,27,42,40,15,13,44,47,5,8,27,50,4,38,11,16,52,36,57,13,54,16,15,43,17,30,44,30,29,13,22,39,22,24,28,27,39,22,16,56,49,39,36,16,19,20,30,41,10,30,17,12,36,32,15,27,7,28,13,19,14,15,37,5,9,56,16,34,16,20,37,5,36,18,0,23,13,26,36,43,8,7,30,42,19,28,37,36,21,49,32,21,37,55,44,35,29,34,42,7,19,7,31,34,27,16,39,2,37,35,27,55,40,14,22,29,28,32,10,60,38,27,16,31,35,31,35,16,21,23,14,31,46,11,39,20,31,36,5,23,38,33,5,47,15,28,37,22,15,56,16,40,9,38,19,36,23
v79,42,6,21,30,40,55,35,38,10,21,60,18,15,14,35,19,37,34,27,29,49,34,36,67,39,38,56,22,7,21,43,42,16,1,16,45,35,15,40,52,45,21,69,36,52,49,29,42,7,15,54,23,43,30,29,49,21,28,40,18,11,22,38,25,28,36,18,14,33,29,11,39,25,26,28,49,9,23,0,30,23,35,56,27,26,17,27,42,13,50,13,10,62,45,34,18,32,57,58,22,11,55,30,36,16,20,23,4,19,26,21,50,48,28,32,53,37,17,42,27,45,29,37,51,40,39,44,48,18,12,17,34,46,37,8,59,34,16,33,18,37,24,10,15,20,18,60,8,25,50,23,30,33,7,53,26,51,32,23,10
v80,16,24,33,60,14,29,47,18,24,51,34,12,19,40,57,13,45,24,23,59,23,64,6,41,19,8,30,30,37,51,19,16,26,29,46,15,31,41,26,26,15,23,43,56,42,23,9,12,33,37,38,7,17,4,25,31,39,16,18,20,35,26,8,27,8,44,12,16,63,5,41,9,33,44,14,23,31,13,30,0,33,43,30,21,20,43,49,12,35,24,43,34,36,29,12,44,62,31,28,36,41,29,6,6,14,38,41,34,29,46,13,24,24,34,62,27,7,29,16,35,19,3,67,29,14,11,18,22,38,42,29,26,16,7,38,37,4,46,7,44,43,8,36,45,46,12,34,22,35,24,35,28,63,23,33,4,25,12,49,36
v81,19,21,2,27,25,32,14,41,21,18,37,21,18,37,24,22,14,37,10,26,34,31,39,44,42,41,33,27,24,18,20,31,23,24,15,48,12,38,17,35,48,10,46,23,29,30,24,45,30,8,31,26,20,33,32,26,6,17,17,21,12,25,41,28,25,13,21,17,30,28,24,42,30,11,31,32,28,26,23,33,0,12,33,30,29,40,16,45,10,27,20,31,39,22,21,11,29,34,61,3,20,32,33,39,19,5,8,27,26,13,24,27,25,5,29,30,40,6,27,4,22,32,34,28,37,42,39,25,5,15,26,11,49,40,19,36,37,13,36,41,14,27,33,12,43,21,37,17,2,33,32,33,30,18,30,29,28,21,46,33
