,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,21,51,36,4,44,20,53,44,24,14,18,26,37,51,45,23,24,36,33,49,47,39,56,17,3,18,27,23,14,37,41,8,26,17,15,47,39,42,19,6,0,10,43,39,28,42,39,28,2,16,35,65,41,41,17,46,28,8,4,17,60,30,11,24,2,14,13,17,53,55,35,20,15,50,38,23,7,23,12,41,16,52,27,29,33,20,36,32,27,4,27,34,3,23,13,23,51,19,25,31,39,22,39,6,30,43,7,25,27,27,41,34,55,36,48,26,39,27,33,21,51,24,26,20,51,50,34,29,36,31,14,27,57,30,12,8,16,13,8,30,13,66,24,42,17,31,27,37,62,26,14,15,22,33,12,18,42,17,11,38
v42,11,41,46,12,34,30,43,34,18,24,8,16,47,41,35,33,14,26,23,39,37,29,46,27,13,28,37,33,24,27,31,2,16,27,19,37,29,32,9,8,10,0,33,29,18,32,29,18,8,6,25,55,31,31,13,36,18,18,14,23,50,20,21,34,12,24,23,7,43,45,25,30,25,40,28,13,9,33,22,31,24,42,37,19,31,20,26,22,37,14,17,24,9,33,23,13,41,9,15,21,29,32,29,16,20,33,15,35,17,37,31,24,45,26,38,36,29,17,23,11,41,18,36,30,41,40,24,39,26,41,24,17,47,20,22,18,22,15,18,20,23,56,16,32,27,21,37,27,52,18,4,9,12,23,22,28,32,17,21,28
v43,34,8,27,39,57,63,20,57,51,57,31,23,28,18,58,66,29,31,42,62,60,8,69,48,42,61,32,26,57,36,2,35,17,60,52,60,22,55,34,37,43,33,0,52,21,23,52,15,41,31,48,22,54,40,46,41,41,47,47,26,17,43,42,33,45,51,56,30,34,68,48,63,58,7,9,32,42,38,55,2,27,13,70,18,10,23,43,51,24,47,44,9,40,66,56,36,32,36,26,34,18,35,52,49,13,28,48,28,34,28,54,47,22,17,41,27,52,40,46,38,34,19,69,63,10,19,9,72,9,30,41,40,28,43,55,51,55,48,49,21,30,23,19,55,60,46,70,28,19,51,29,42,43,46,45,61,19,50,40,51
v44,18,46,75,41,5,39,48,5,15,47,21,29,76,46,6,34,23,31,28,12,22,44,17,56,42,39,66,62,41,32,50,31,41,44,24,8,34,7,20,37,39,29,52,0,31,37,6,37,37,23,4,60,12,36,22,41,21,47,35,52,55,11,50,63,41,53,30,22,48,16,26,31,24,45,43,20,32,62,41,52,53,47,32,34,60,49,31,13,66,43,12,47,38,30,44,16,46,20,26,26,34,61,22,39,45,38,32,64,22,66,8,23,50,35,43,65,20,16,6,18,46,47,33,37,46,45,45,34,43,70,53,14,52,23,45,43,23,26,47,31,52,61,45,3,30,8,32,32,57,13,33,24,17,6,51,23,37,22,50,5
v45,13,23,44,24,36,48,25,36,36,42,10,2,45,23,37,51,8,10,21,41,39,13,48,33,27,46,35,31,42,15,19,20,10,45,37,39,11,34,19,22,28,18,21,31,0,14,31,6,26,16,27,37,33,19,31,20,20,32,32,21,32,22,27,32,30,36,41,13,25,47,27,48,43,22,12,11,27,31,40,21,22,24,55,3,29,18,22,36,35,32,29,16,25,51,41,15,23,21,5,13,11,30,31,34,14,15,33,33,13,35,33,26,27,8,20,34,31,19,25,23,23,16,54,48,23,22,14,57,12,39,26,19,29,22,40,36,40,33,34,2,21,38,14,34,45,31,55,9,34,36,14,27,28,29,30,46,14,35,25,30
v46,21,15,46,38,38,62,11,40,50,56,24,16,47,9,35,65,18,8,19,39,37,15,46,47,41,60,37,33,56,13,21,34,16,59,51,37,3,32,33,36,42,32,23,37,14,0,43,14,40,30,33,23,31,17,45,18,18,46,46,25,18,26,41,34,44,50,55,27,11,45,25,62,57,16,14,19,41,37,54,23,26,10,69,13,31,22,20,50,37,46,43,18,39,65,55,27,9,35,17,11,5,34,29,48,16,5,47,35,15,37,31,24,13,6,18,36,29,21,37,37,11,18,68,62,13,8,16,71,14,41,40,23,15,20,54,50,54,47,48,12,29,24,18,40,59,45,69,5,20,50,28,41,42,43,44,60,4,49,39,42
v47,22,52,75,41,5,39,54,5,15,47,21,29,76,52,8,34,25,37,34,18,28,44,17,56,42,39,66,62,41,38,50,31,41,44,24,14,40,13,20,37,39,29,52,6,31,43,0,37,37,23,10,66,18,42,22,47,27,47,35,52,61,17,50,63,41,53,30,22,54,20,32,31,24,51,43,24,32,62,41,52,53,53,26,34,60,49,37,7,66,43,12,47,38,30,44,16,52,20,26,32,40,61,28,39,45,44,32,64,28,66,14,29,56,37,49,65,26,22,6,18,52,47,33,37,52,51,45,32,43,70,53,20,58,29,45,43,23,26,47,31,52,67,45,3,30,8,30,38,63,13,33,24,17,6,51,21,43,22,50,1
v48,19,23,38,24,42,48,25,42,36,42,16,8,39,23,43,51,14,16,27,47,45,11,54,33,27,46,29,25,42,21,13,20,4,45,37,45,11,40,19,22,28,18,15,37,6,14,37,0,26,16,33,37,39,25,31,26,26,32,32,15,32,28,27,26,30,36,41,15,25,53,33,48,43,22,10,17,27,25,40,15,16,24,55,3,23,12,28,36,29,32,29,10,25,51,41,21,23,21,11,19,11,24,37,34,8,15,33,27,19,29,39,32,27,8,26,28,37,25,31,23,23,10,54,48,23,22,8,57,8,33,26,25,29,28,40,36,40,33,34,6,15,38,8,40,45,31,55,13,34,36,14,27,28,31,30,46,14,35,25,36
v49,19,49,38,4,42,22,51,42,22,16,16,24,39,49,43,25,22,34,31,47,45,37,54,19,5,20,29,25,16,35,39,6,24,19,13,45,37,40,17,4,2,8,41,37,26,40,37,26,0,14,33,63,39,39,15,44,26,10,6,15,58,28,13,26,4,16,15,15,51,53,33,22,17,48,36,21,5,25,14,39,16,50,29,27,31,18,34,30,29,6,25,32,1,25,15,21,49,17,23,29,37,24,37,8,28,41,7,27,25,29,39,32,53,34,46,28,37,25,31,19,49,22,28,22,49,48,32,31,34,33,16,25,55,28,14,10,14,11,10,28,15,64,22,40,19,29,29,35,60,24,12,13,20,31,14,20,40,15,13,36
v50,9,39,52,18,28,32,41,28,20,26,6,14,53,39,29,35,12,24,21,33,31,27,40,33,19,30,43,39,26,25,29,8,18,29,21,31,27,26,3,14,16,6,31,23,16,30,23,16,14,0,19,53,25,29,15,34,14,24,16,29,48,14,27,40,18,30,25,3,41,39,19,32,27,38,26,11,11,39,24,29,30,40,39,17,37,26,24,20,43,20,13,24,15,35,25,7,39,5,13,19,27,38,23,18,22,31,17,41,15,43,25,18,43,24,36,42,23,11,17,7,39,24,38,32,39,38,22,41,24,47,30,11,45,16,24,20,24,17,24,18,29,54,22,26,29,15,39,25,50,20,10,11,12,17,28,30,30,19,27,22
v51,14,42,71,37,9,35,44,9,17,43,17,25,72,42,10,32,19,27,24,14,18,40,21,52,38,35,62,58,37,28,46,27,37,40,20,12,30,7,16,33,35,25,48,4,27,33,10,33,33,19,0,56,8,32,18,37,17,43,31,48,51,7,46,59,37,49,26,18,44,20,22,29,24,41,39,16,28,58,37,48,49,43,36,30,56,45,27,17,62,39,10,43,34,32,40,12,42,16,22,22,30,57,18,35,41,34,28,60,18,62,6,19,46,31,39,61,16,12,4,14,42,43,35,33,42,41,41,38,39,66,49,10,48,19,41,39,21,22,43,27,48,57,41,7,26,12,36,28,53,17,29,20,13,10,47,27,33,18,46,9
v52,44,14,49,61,61,85,12,63,73,79,47,39,50,14,58,88,41,29,32,48,38,26,51,70,64,83,54,48,79,28,24,57,39,82,74,52,26,53,56,59,65,55,22,60,37,23,66,37,63,53,56,0,48,24,68,19,39,69,69,48,5,49,64,55,67,73,78,50,12,46,34,85,80,15,27,42,64,60,77,24,49,13,92,36,32,45,29,73,46,69,66,31,62,88,78,50,14,58,40,34,26,57,38,71,35,22,70,50,38,50,52,37,10,29,19,49,40,44,60,60,14,41,91,85,14,15,31,94,29,52,63,46,8,37,77,73,77,70,71,35,52,1,41,63,82,68,92,28,3,73,51,64,65,66,67,83,23,72,62,65
v53,20,46,77,43,13,41,36,15,25,49,23,31,78,36,10,40,25,23,16,8,10,46,15,58,44,41,68,64,43,20,52,33,43,46,26,6,32,5,22,39,41,31,54,12,33,31,18,39,39,25,8,48,0,24,24,29,13,49,37,54,43,11,52,65,43,55,32,24,36,14,14,37,32,47,45,22,34,64,43,54,55,41,44,36,62,51,19,25,68,45,18,49,40,40,46,18,34,22,28,20,36,63,10,41,47,26,34,66,20,68,4,11,38,37,31,67,8,14,12,20,34,49,43,39,44,35,47,46,45,72,55,14,40,11,47,45,29,28,49,33,54,49,47,15,34,20,44,26,45,25,35,26,19,18,53,35,35,24,52,17
v54,20,32,63,37,37,61,20,39,49,55,23,17,64,22,34,64,17,9,8,24,20,32,29,46,40,59,54,50,55,4,38,33,29,58,50,28,18,29,32,35,41,31,40,36,19,17,42,25,39,29,32,24,24,0,44,5,15,45,45,40,23,25,40,51,43,49,54,26,12,28,10,61,56,33,31,18,40,50,53,40,41,27,68,22,48,37,5,49,54,45,42,35,38,64,54,26,10,34,16,10,22,49,14,47,33,12,46,52,14,54,28,13,18,23,7,53,16,20,36,36,10,35,67,61,30,21,33,70,31,58,41,22,16,13,53,49,53,46,47,19,40,25,33,39,58,44,68,12,21,49,27,40,41,42,43,59,21,48,38,41
v55,24,54,53,19,27,17,56,27,7,25,21,29,54,54,28,20,27,39,36,32,30,42,39,34,20,17,44,40,19,40,44,11,29,22,6,30,42,25,12,15,17,13,46,22,31,45,22,31,15,15,18,68,24,44,0,49,29,25,13,30,63,19,28,41,19,31,10,18,56,38,34,17,12,53,41,26,10,40,19,44,31,55,24,32,38,27,39,15,44,21,10,37,16,20,22,18,54,10,28,34,42,39,30,17,33,46,10,42,30,44,24,31,58,39,51,43,28,24,16,8,54,27,23,17,54,53,37,26,39,48,31,22,60,31,23,21,9,4,25,33,30,69,27,25,14,14,24,40,65,9,17,4,5,16,29,15,45,4,28,21
v56,25,33,64,42,42,66,21,44,54,60,28,20,65,23,39,69,22,10,13,29,19,33,32,51,45,64,55,51,60,9,39,38,30,63,55,33,19,34,37,40,46,36,41,41,20,18,47,26,44,34,37,19,29,5,49,0,20,50,50,41,24,30,45,52,48,54,59,31,7,27,15,66,61,34,32,23,45,51,58,41,42,28,73,23,49,38,10,54,55,50,47,36,43,69,59,31,9,39,21,15,23,50,19,52,34,13,51,53,19,55,33,18,19,24,2,54,21,25,41,41,7,36,72,66,31,22,34,75,32,59,44,27,13,18,58,54,58,51,52,20,41,20,34,44,63,49,73,13,22,54,32,45,46,47,48,64,22,53,43,46
v57,7,33,64,30,22,46,27,24,34,40,10,18,65,25,19,49,12,10,7,21,19,33,28,45,31,44,55,51,40,11,39,20,30,43,35,19,19,14,17,26,28,18,41,21,20,18,27,26,26,14,17,39,13,15,29,20,0,36,30,41,34,10,39,52,30,42,39,11,27,27,7,46,41,34,32,9,25,51,38,41,42,28,53,23,49,38,10,34,55,32,27,36,27,49,39,11,25,19,15,7,23,50,11,32,34,17,31,53,7,55,13,6,29,24,22,54,11,5,21,21,25,36,52,46,31,24,34,55,32,59,42,7,31,2,38,34,38,31,36,20,41,40,34,24,43,29,53,13,36,34,22,25,26,27,40,44,22,33,39,26
v58,29,55,28,8,52,16,57,52,32,10,26,30,29,55,53,19,28,40,37,57,55,43,64,9,5,14,19,21,10,41,45,16,30,13,23,55,43,50,27,10,8,18,47,47,32,46,47,32,10,24,43,69,49,45,25,50,36,0,12,21,64,38,5,16,6,6,17,25,57,63,43,16,23,54,42,27,15,15,8,45,20,56,23,33,37,24,40,40,23,4,35,38,9,19,9,31,55,27,29,35,43,14,47,8,34,47,15,19,31,19,49,42,59,40,52,20,47,35,41,29,55,28,22,16,55,54,38,25,40,23,6,35,61,38,8,4,24,21,2,34,17,70,28,50,17,39,23,41,66,34,18,23,30,41,4,26,46,25,7,46
v59,25,55,40,8,40,16,57,40,20,12,22,30,41,55,41,19,28,40,37,45,43,43,52,21,7,14,31,27,10,41,45,12,30,13,11,43,43,38,15,10,4,14,47,35,32,46,35,32,6,16,31,69,37,45,13,50,30,12,0,21,64,26,15,28,6,18,9,19,57,51,35,16,11,54,42,27,5,27,8,45,20,56,23,33,37,24,40,28,31,8,23,38,7,19,9,19,55,15,29,35,43,26,35,4,34,47,3,29,31,31,37,32,59,40,52,30,35,25,29,17,55,28,22,16,55,54,38,25,40,35,18,23,61,32,10,8,12,9,12,34,17,70,28,38,13,27,23,41,66,22,18,11,18,29,16,14,46,13,15,34
v60,34,34,23,13,57,37,36,57,37,31,31,23,24,34,58,40,29,31,42,62,60,22,69,22,16,35,14,10,31,36,24,21,11,34,28,60,22,55,32,15,17,23,26,52,21,25,52,15,15,29,48,48,54,40,30,41,41,21,21,0,43,43,16,11,19,25,30,30,36,68,48,37,32,33,21,32,20,12,29,24,1,35,44,18,16,3,43,45,14,21,40,17,14,40,30,36,34,32,26,34,22,9,52,23,13,28,22,12,34,14,54,47,38,19,41,13,52,40,46,34,34,7,43,37,34,33,17,46,19,18,15,40,40,43,29,25,29,26,23,21,4,49,7,55,34,44,44,28,45,39,19,28,35,46,19,35,25,30,14,51
v61,39,9,44,56,56,80,7,58,68,74,42,34,45,9,53,83,36,24,27,45,43,21,52,65,59,78,49,43,74,23,19,52,34,77,69,47,21,48,51,54,60,50,17,55,32,18,61,32,58,48,51,5,43,23,63,24,34,64,64,43,0,44,59,50,62,68,73,45,17,51,31,80,75,10,22,37,59,55,72,19,44,8,87,31,27,40,26,68,41,64,61,26,57,83,73,45,15,53,35,29,21,52,35,66,30,17,65,45,33,45,47,32,5,24,24,44,35,39,55,55,17,36,86,80,9,10,26,89,24,47,58,41,11,32,72,68,72,65,66,30,47,6,36,58,77,63,87,23,2,68,46,59,60,61,62,78,18,67,57,60
v62,9,35,66,32,14,36,37,14,24,38,12,20,67,35,15,39,14,20,17,19,17,35,26,47,33,34,57,53,32,21,41,22,32,35,25,17,23,12,11,28,30,20,43,11,22,26,17,28,28,14,7,49,11,25,19,30,10,38,26,43,44,0,41,54,32,44,29,13,37,25,15,36,31,36,34,11,23,53,32,43,44,36,43,25,51,40,20,24,57,34,17,38,29,39,35,7,35,11,17,15,25,52,11,30,36,27,23,55,11,57,11,12,39,26,32,56,9,5,11,11,35,38,42,36,35,34,36,45,34,61,44,3,41,12,36,34,28,21,38,22,43,50,36,14,33,19,43,21,46,24,24,15,16,17,42,34,26,23,41,16
v63,32,50,25,9,55,21,52,55,35,15,29,25,26,50,56,24,27,35,40,60,58,38,67,6,8,19,16,16,15,36,40,19,25,18,26,58,38,53,30,13,11,21,42,50,27,41,50,27,13,27,46,64,52,40,28,45,39,5,15,16,59,41,0,13,9,9,20,28,52,66,46,21,26,49,37,30,18,12,13,40,15,51,28,28,32,19,41,43,18,7,38,33,12,24,14,34,50,30,24,32,38,11,50,11,29,42,18,14,32,16,52,45,54,35,47,15,50,38,44,32,50,23,27,21,50,49,33,30,35,20,3,38,56,41,13,9,27,24,7,29,12,65,23,53,20,42,28,36,61,37,17,26,33,44,3,29,41,28,2,49
v64,45,41,12,22,68,30,43,68,48,24,42,34,13,41,69,33,40,42,53,73,71,29,80,15,21,28,3,7,24,47,31,32,22,27,39,71,33,66,43,26,24,34,33,63,32,34,63,26,26,40,59,55,65,51,41,52,52,16,28,11,50,54,13,0,22,18,33,41,45,79,59,32,39,40,28,43,31,5,22,31,10,42,37,29,23,14,54,56,9,20,51,24,25,33,23,47,43,43,37,45,29,2,63,24,20,39,31,5,45,5,65,58,45,28,52,6,63,51,57,45,45,16,36,30,41,40,24,39,26,7,10,51,47,54,22,20,40,37,16,32,11,56,18,66,33,55,37,39,52,50,30,39,46,57,12,42,32,41,13,62
v65,23,53,34,6,46,18,55,46,26,12,20,28,35,53,47,21,26,38,35,51,49,41,58,15,3,16,25,21,12,39,43,10,28,15,17,49,41,44,21,8,2,12,45,41,30,44,41,30,4,18,37,67,43,43,19,48,30,6,6,19,62,32,9,22,0,12,11,19,55,57,37,18,17,52,40,25,9,21,10,43,18,54,25,31,35,22,38,34,25,2,29,36,5,21,11,25,53,21,27,33,41,20,41,4,32,45,9,23,29,25,43,36,57,38,50,24,41,29,35,23,53,26,24,18,53,52,36,27,38,29,12,29,59,32,10,6,18,15,6,32,15,68,26,44,15,33,25,39,64,28,16,17,24,35,10,20,44,19,9,40
v66,35,59,24,12,58,14,61,58,38,6,32,34,23,59,59,19,32,44,43,63,61,47,70,3,11,14,19,25,12,45,49,22,34,9,29,61,47,56,33,16,14,24,51,53,36,50,53,36,16,30,49,73,55,49,31,54,42,6,18,25,68,44,9,18,12,0,23,31,61,69,49,22,29,58,46,33,21,13,12,49,24,60,27,37,41,28,44,46,27,10,41,42,15,23,9,37,59,33,33,39,47,16,53,14,38,51,21,23,35,23,55,48,63,44,56,24,53,41,47,35,59,32,20,16,59,58,42,21,44,21,10,41,65,44,8,10,30,27,6,38,21,74,32,56,23,45,23,45,70,40,22,29,36,47,6,32,50,31,11,52
v67,34,64,45,17,35,9,66,35,15,17,31,39,46,64,36,10,37,49,46,40,40,52,47,26,14,9,36,32,11,50,54,21,39,14,6,38,52,33,22,19,13,23,56,30,41,55,30,41,15,25,26,78,32,54,10,59,39,17,9,30,73,29,20,33,11,23,0,28,66,46,44,7,6,63,51,36,14,32,11,54,29,65,14,42,46,33,49,23,36,13,18,47,16,10,14,28,64,20,38,44,52,31,40,9,43,56,8,34,40,36,32,41,68,49,61,35,38,34,24,18,64,37,13,7,64,63,47,16,49,40,23,32,70,41,15,13,7,8,17,43,26,79,37,33,4,22,14,50,75,17,27,14,13,24,21,9,55,8,20,29
v68,6,36,53,19,27,35,38,27,23,29,3,11,54,36,28,38,9,21,18,32,30,24,39,34,20,33,44,40,29,22,28,9,19,32,24,30,24,25,6,15,17,7,30,22,13,27,22,15,15,3,18,50,24,26,18,31,11,25,19,30,45,13,28,41,19,31,28,0,38,38,18,35,30,35,23,8,14,40,27,30,31,37,42,14,38,27,21,23,44,21,16,25,16,38,28,6,36,8,10,16,24,39,22,21,23,28,20,42,12,44,24,17,40,21,33,43,22,10,16,10,36,25,41,35,36,35,23,44,21,48,31,10,42,13,27,23,27,20,25,15,30,51,23,25,32,18,42,22,47,23,11,14,15,16,29,33,27,22,28,21
v69,32,26,57,49,49,73,14,51,61,67,35,27,58,16,46,76,29,17,20,36,26,26,39,58,52,71,48,44,67,16,32,45,27,70,62,40,14,41,44,47,53,43,34,48,25,11,54,25,51,41,44,12,36,12,56,7,27,57,57,36,17,37,52,45,55,61,66,38,0,34,22,73,68,27,25,30,52,48,65,34,37,21,80,24,42,33,17,61,48,57,54,29,50,76,66,38,2,46,28,22,16,45,26,59,27,10,58,46,26,48,40,25,12,17,7,47,28,32,48,48,2,29,79,73,24,15,27,82,25,52,51,34,6,25,65,61,65,58,59,23,40,13,29,51,70,56,80,16,15,61,39,52,53,54,55,71,15,60,50,53
v70,34,60,91,57,15,55,48,17,31,63,37,45,92,50,12,50,39,37,26,6,8,60,5,72,58,55,82,78,57,32,66,47,57,60,40,8,46,13,36,53,55,45,68,16,47,45,20,53,53,39,20,46,14,28,38,27,27,63,51,68,51,25,66,79,57,69,46,38,34,0,20,47,40,61,59,36,48,78,57,68,69,55,46,50,76,65,25,27,82,59,28,63,54,46,60,32,36,36,42,34,50,77,16,55,61,40,48,80,34,82,14,21,46,51,29,81,16,28,22,34,34,63,49,53,58,49,61,48,59,86,69,28,40,25,61,59,39,42,63,47,68,47,61,17,46,24,46,40,49,29,49,40,33,22,67,37,49,38,66,19
v71,14,40,71,37,27,51,28,29,39,45,17,25,72,30,24,54,19,17,6,14,12,40,21,52,38,49,62,58,45,12,46,27,37,48,40,18,26,19,22,33,35,25,48,26,27,25,32,33,33,19,22,34,14,10,34,15,7,43,35,48,31,15,46,59,37,49,44,18,22,20,0,51,46,41,39,16,30,58,43,48,49,35,58,30,56,45,5,39,62,39,32,43,34,54,44,16,20,24,22,14,30,57,4,37,41,20,36,60,14,62,18,3,26,31,17,61,6,10,26,26,20,43,57,51,38,29,41,60,39,66,49,12,26,5,43,39,43,36,43,27,48,35,41,29,48,34,58,20,31,39,29,30,31,32,47,49,29,38,46,31
v72,41,71,44,24,36,8,73,36,16,16,38,46,45,71,37,3,44,56,53,41,47,59,48,25,21,8,35,37,10,57,61,28,46,13,11,39,59,34,29,26,20,30,63,31,48,62,31,48,22,32,29,85,37,61,17,66,46,16,16,37,80,36,21,32,18,22,7,35,73,47,51,0,7,70,58,43,21,31,10,61,36,72,7,49,53,40,56,24,39,16,19,54,23,3,13,35,71,27,45,51,59,30,47,14,50,63,15,35,47,35,33,48,75,56,68,36,45,41,25,25,71,44,6,6,71,70,54,9,56,39,22,39,77,48,14,12,8,15,16,50,33,86,44,34,3,23,7,57,82,18,34,21,20,25,20,10,62,13,23,30
v73,36,66,51,19,29,15,68,29,9,23,33,41,52,66,30,10,39,51,48,34,42,54,41,32,18,15,42,38,17,52,56,23,41,20,6,32,54,27,24,21,15,25,58,24,43,57,24,43,17,27,24,80,32,56,12,61,41,23,11,32,75,31,26,39,17,29,6,30,68,40,46,7,0,65,53,38,16,38,17,56,31,67,12,44,48,35,51,17,42,19,14,49,18,8,20,30,66,22,40,46,54,37,42,15,45,58,10,40,42,42,28,43,70,51,63,41,40,36,20,20,66,39,11,13,66,65,49,14,51,46,29,34,72,43,21,19,3,10,23,45,28,81,39,27,6,16,12,52,77,11,29,16,15,18,27,3,57,8,26,23
v74,29,1,34,46,50,70,13,50,58,64,32,24,35,11,51,73,26,24,35,55,53,11,62,55,49,68,39,33,64,29,9,42,24,67,59,53,15,48,41,44,50,40,7,45,22,16,51,22,48,38,41,15,47,33,53,34,34,54,54,33,10,36,49,40,52,58,63,35,27,61,41,70,65,0,12,27,49,45,62,9,34,6,77,21,17,30,36,58,31,54,51,16,47,73,63,35,25,43,25,27,11,42,45,56,20,21,55,35,27,35,47,40,15,14,34,34,45,33,45,45,27,26,76,70,3,12,16,79,14,37,48,33,21,36,62,58,62,55,56,20,37,16,26,48,67,53,77,21,12,58,36,49,50,51,52,68,12,57,47,50
v75,25,13,32,34,48,58,15,48,46,52,22,14,33,13,49,61,20,22,33,53,51,1,60,43,37,56,27,21,52,27,7,30,12,55,47,51,13,46,29,32,38,28,9,43,12,14,43,10,36,26,39,27,45,31,41,32,32,42,42,21,22,34,37,28,40,46,51,23,25,59,39,58,53,12,0,23,37,33,50,9,22,14,65,9,17,18,34,46,23,42,39,4,35,61,51,27,23,31,17,25,9,30,43,44,8,19,43,23,25,23,45,38,17,8,32,22,43,31,37,33,25,14,64,58,13,12,4,67,2,27,36,31,19,34,50,46,50,43,44,12,25,28,14,46,55,41,65,19,24,46,24,37,38,39,40,56,10,45,35,42
v76,2,28,55,21,25,43,30,25,31,37,5,9,56,28,26,46,3,13,10,30,28,24,37,36,22,41,46,42,37,14,30,15,21,40,32,28,16,23,14,17,23,13,32,20,11,19,24,17,21,11,16,42,22,18,26,23,9,27,27,32,37,11,30,43,25,33,36,8,30,36,16,43,38,27,23,0,22,42,35,32,33,29,50,14,40,29,13,31,46,27,24,27,20,46,36,8,28,16,6,8,16,41,20,29,25,20,28,44,4,46,22,15,32,15,25,45,20,8,18,18,28,27,49,43,28,27,25,52,23,50,33,8,34,11,35,31,35,28,29,11,32,43,25,23,40,26,50,14,39,31,13,22,23,24,31,41,19,30,30,23
v77,20,50,43,9,37,21,52,37,17,15,17,25,44,50,38,24,23,35,32,42,40,38,49,24,10,19,34,30,15,36,40,7,25,18,10,40,38,35,12,5,7,9,42,32,27,41,32,27,5,11,28,64,34,40,10,45,25,15,5,20,59,23,18,31,9,21,14,14,52,48,30,21,16,49,37,22,0,30,13,40,21,51,28,28,32,19,35,25,34,11,20,33,6,24,14,16,50,12,24,30,38,29,32,7,29,42,6,32,26,34,34,27,54,35,47,33,32,20,26,14,50,23,27,21,50,49,33,30,35,38,21,20,56,27,13,11,13,6,15,29,20,65,23,35,18,24,28,36,61,19,13,8,15,26,19,19,41,10,18,31
v78,44,46,13,21,67,25,48,67,47,19,41,33,14,46,68,28,39,41,52,72,70,34,79,10,20,23,6,12,21,46,36,31,21,22,38,70,34,65,42,25,23,33,38,62,31,37,62,25,25,39,58,60,64,50,40,51,51,15,27,12,55,53,12,5,21,13,32,40,48,78,58,31,38,45,33,42,30,0,21,36,11,47,36,28,28,15,53,55,14,19,50,29,24,32,18,46,46,42,36,44,34,3,62,23,25,38,30,10,44,10,64,57,50,31,51,11,62,50,56,44,46,19,31,25,46,45,29,34,31,8,9,50,52,53,17,19,39,36,15,31,10,61,19,65,32,54,32,38,57,49,29,38,45,56,11,41,37,40,12,61
v79,33,63,34,16,46,8,65,46,26,6,30,38,35,63,47,11,36,48,45,51,49,51,58,15,13,6,25,29,2,49,53,20,38,5,17,49,51,44,21,18,12,22,55,41,40,54,41,40,14,24,37,77,43,53,19,58,38,8,8,29,72,32,13,22,10,12,11,27,65,57,43,10,17,62,50,35,13,21,0,53,28,64,15,41,45,32,48,34,31,8,29,46,15,11,3,27,63,21,37,43,51,20,41,6,42,55,9,27,39,27,43,40,67,48,60,28,41,33,35,23,63,36,14,8,63,62,46,17,48,29,14,31,69,40,4,4,18,15,6,42,25,78,36,44,11,33,15,49,74,28,26,17,24,35,10,20,54,19,15,40
v80,34,10,25,37,57,61,20,57,49,55,31,23,26,18,58,64,29,31,42,62,60,8,69,46,40,59,30,24,55,36,2,33,15,58,50,60,22,55,32,35,41,31,2,52,21,23,52,15,39,29,48,24,54,40,44,41,41,45,45,24,19,43,40,31,43,49,54,30,34,68,48,61,56,9,9,32,40,36,53,0,25,13,68,18,8,21,43,49,22,45,42,7,38,64,54,36,32,34,26,34,18,33,52,47,11,28,46,26,34,26,54,47,22,17,41,25,52,40,46,36,34,17,67,61,10,19,7,70,9,28,39,40,28,43,53,49,53,46,47,21,28,25,17,55,58,44,68,28,21,49,27,40,41,46,43,59,19,48,38,51
v81,35,35,22,12,58,36,37,58,38,30,32,24,23,35,59,39,30,32,43,63,61,23,70,21,15,34,13,9,30,37,25,22,12,33,29,61,23,56,33,16,16,24,27,53,22,26,53,16,16,30,49,49,55,41,31,42,42,20,20,1,44,44,15,10,18,24,29,31,37,69,49,36,31,34,22,33,21,11,28,25,0,36,43,19,17,4,44,46,13,20,41,18,15,39,29,37,35,33,27,35,23,8,53,22,14,29,21,11,35,13,55,48,39,20,42,12,53,41,47,35,35,8,42,36,35,34,18,45,20,17,14,41,41,44,28,24,30,27,22,22,3,50,8,56,33,45,43,29,46,40,20,29,36,47,18,34,26,31,13,52
