,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,56,14,6,16,31,7,22,49,25,59,46,47,36,38,11,21,27,34,17,19,61,25,48,52,16,25,39,52,18,18,29,47,11,19,51,54,52,27,57,21,0,13,31,19,45,33,39,33,25,30,25,30,4,23,23,15,36,65,16,38,43,24,33,31,18,37,17,25,23,45,14,54,32,37,68,1,8,16,39,16,3,9,69,67,14,40,38,25,36,24,40,46,30,44,21,20,40,46,10,8,27,20,48,41,33,58,22,26,31,28,42,52,12,50,34,34,27,9,46,40,51,32,17,21,24,21,19,49,44,21,40,40,58,34,19,36,57,41,31,28,17,12,10,56,3,40,26,28,17,35,25,21,20,26,53,29,10,30,11,25
v42,69,27,7,29,30,8,23,62,24,72,49,46,49,51,24,20,40,37,30,6,74,38,47,65,15,38,52,65,17,17,40,60,10,32,64,53,65,26,70,34,13,0,44,32,58,42,52,44,38,43,26,29,17,22,32,28,49,78,29,37,42,37,46,44,31,50,26,24,36,44,23,67,43,50,81,12,15,17,52,9,14,4,82,80,13,53,51,38,35,23,53,59,29,43,34,33,53,59,23,21,40,7,61,54,46,71,35,25,44,27,47,65,25,63,47,47,40,18,59,39,50,45,16,34,25,34,24,48,57,34,53,39,71,47,28,35,70,50,44,41,30,11,7,69,14,39,39,27,16,48,38,34,33,39,52,38,15,29,24,38
v43,25,17,37,15,32,36,23,18,26,28,45,46,5,7,20,44,10,33,14,50,30,24,47,21,43,6,8,21,29,45,28,22,38,16,24,53,21,28,26,10,31,44,0,18,14,32,18,32,14,11,26,29,27,42,22,16,13,34,15,37,42,25,16,26,13,36,18,30,24,44,21,23,31,6,37,32,29,27,8,47,30,40,38,36,31,9,21,14,35,35,9,29,31,43,14,19,9,35,21,23,22,51,27,24,4,27,9,39,2,27,41,21,19,19,7,5,4,26,15,39,50,21,30,10,23,20,20,48,13,12,17,39,27,33,20,35,26,40,18,3,14,33,41,27,30,39,19,27,34,26,18,10,11,17,52,28,29,29,20,20
v44,37,13,25,29,20,26,41,30,14,40,27,28,21,19,26,32,28,15,30,38,42,6,29,33,31,22,20,33,17,33,10,28,26,34,32,35,33,16,38,20,19,32,18,0,26,14,36,14,6,29,44,11,17,30,4,30,17,46,11,19,24,43,34,12,31,18,6,18,42,26,9,35,13,24,49,20,27,15,20,35,18,28,50,48,19,21,39,32,17,23,23,27,19,25,32,1,21,27,29,11,40,39,29,22,22,39,21,27,20,13,23,33,15,31,15,15,18,14,27,21,32,39,18,22,7,2,38,30,25,30,35,21,39,15,38,17,38,22,12,17,28,21,29,37,22,21,37,11,22,44,6,28,15,35,34,10,29,11,22,38
v45,11,31,51,29,46,50,37,12,40,14,41,42,9,7,34,58,18,29,28,64,16,20,43,15,57,20,6,11,43,59,24,18,52,26,20,49,7,42,12,24,45,58,14,26,0,28,22,28,20,15,32,37,41,56,26,30,9,20,29,43,38,29,20,22,27,32,32,44,28,40,35,13,27,10,23,46,43,41,6,61,44,54,24,22,45,7,25,20,33,49,9,25,45,39,24,25,5,31,35,37,26,65,23,20,12,13,23,53,14,39,37,15,33,5,11,11,18,40,13,35,46,25,44,24,33,24,34,44,7,24,21,35,13,29,30,31,12,36,14,17,28,47,55,23,44,35,23,37,48,30,20,24,25,21,48,24,43,29,34,24
v46,35,27,35,43,30,40,55,20,24,30,13,14,35,27,40,42,42,5,44,48,32,8,15,23,41,36,28,39,27,43,4,18,36,48,22,21,27,26,28,34,33,42,32,14,28,0,50,2,18,43,58,21,31,40,10,44,19,36,25,27,10,57,48,6,45,8,16,28,56,12,19,25,1,38,39,32,41,25,30,45,30,38,40,38,29,35,53,46,17,33,37,17,29,19,46,13,31,17,43,25,54,49,19,12,36,31,35,37,34,23,9,43,29,29,25,27,32,24,41,17,18,53,28,36,17,12,52,16,35,44,49,7,35,5,52,15,34,8,14,31,42,31,39,27,36,7,51,21,32,58,14,42,29,49,20,4,43,13,36,52
v47,17,25,45,23,48,44,31,34,42,36,63,64,15,23,28,52,12,51,22,58,32,42,65,37,51,14,22,13,37,53,46,40,46,20,42,71,23,44,26,18,39,52,18,36,22,50,0,50,32,9,26,47,35,50,40,24,31,26,25,55,60,15,6,44,21,54,34,42,16,62,31,35,49,12,29,40,37,35,20,55,38,48,30,30,39,15,3,14,53,43,13,47,47,61,18,37,19,53,29,31,12,59,45,42,14,19,17,47,16,45,59,13,27,21,25,23,18,34,9,57,68,7,38,18,41,38,28,66,15,18,1,57,19,51,24,53,18,58,36,19,22,41,49,45,38,57,13,45,42,8,36,18,21,13,70,46,37,47,28,14
v48,35,27,37,43,32,40,55,18,26,28,13,14,35,27,40,44,42,7,44,50,30,8,15,21,43,36,28,39,29,45,4,16,38,48,20,21,27,28,26,34,33,44,32,14,28,2,50,0,18,43,58,23,31,42,12,44,19,34,25,29,10,57,48,6,45,6,18,30,56,12,21,23,1,38,37,32,41,27,30,47,30,40,38,36,31,35,53,46,19,35,37,15,31,21,46,13,31,15,43,25,54,51,17,10,36,31,35,39,34,25,9,43,29,29,25,27,32,26,41,19,18,53,30,36,19,12,52,16,35,44,49,7,35,3,52,17,34,8,14,31,42,33,41,25,36,7,51,23,34,58,14,42,29,49,20,6,43,15,36,52
v49,31,11,31,25,26,30,37,24,20,34,31,32,17,13,22,38,24,19,26,44,36,10,33,27,37,18,14,27,23,39,14,22,32,30,26,39,27,22,32,16,25,38,14,6,20,18,32,18,0,25,40,17,21,36,8,26,11,40,9,23,28,39,30,12,27,22,12,24,38,30,15,29,17,20,43,26,23,21,14,41,24,34,44,42,25,17,35,28,21,29,19,21,25,29,28,5,15,21,25,17,36,45,23,16,18,33,17,33,16,19,27,27,13,25,9,9,14,20,23,25,36,35,24,18,13,6,34,34,19,26,31,25,33,19,34,21,32,26,6,13,24,27,35,31,24,25,33,17,28,40,4,24,11,31,38,14,25,15,18,34
v50,26,16,36,14,41,35,22,27,35,29,56,57,8,16,19,43,3,44,13,49,31,35,58,30,42,7,15,22,28,44,39,33,37,11,35,64,22,37,27,9,30,43,11,29,15,43,9,43,25,0,17,40,26,41,33,15,24,35,18,48,53,14,5,37,12,47,27,35,13,55,24,28,42,7,38,31,28,26,13,46,29,39,39,37,30,10,10,5,46,34,10,40,40,54,9,30,12,46,20,22,11,50,38,35,7,28,8,38,9,38,52,22,18,20,18,16,11,25,16,50,61,10,29,9,34,31,19,59,14,9,10,50,28,44,15,46,27,51,29,12,13,32,40,38,29,50,8,38,33,15,29,9,14,6,63,39,28,40,19,9
v51,43,31,29,15,56,18,5,42,50,46,71,72,23,31,18,46,16,59,14,32,48,50,73,45,41,22,30,39,43,43,54,48,36,10,50,79,39,52,44,24,25,26,26,44,32,58,26,58,40,17,0,55,27,48,48,14,39,52,33,63,68,11,20,52,13,62,42,50,10,70,39,43,57,24,55,26,17,41,28,35,28,28,56,54,39,27,25,12,61,49,27,55,55,69,12,45,27,61,15,33,14,33,53,50,22,45,23,51,24,53,67,39,29,37,33,31,26,34,33,65,76,19,42,22,49,46,6,74,31,14,27,65,45,59,6,61,44,66,44,27,16,37,33,53,22,65,13,53,42,22,44,16,29,13,78,54,15,55,22,12
v52,48,24,26,40,9,37,52,41,5,51,28,17,32,30,37,21,39,16,41,27,53,17,18,44,20,33,31,44,12,22,19,39,19,45,43,24,44,5,49,31,30,29,29,11,37,21,47,23,17,40,55,0,28,19,11,41,28,57,22,8,19,54,45,23,42,29,13,7,53,19,16,46,22,35,60,29,38,14,31,24,27,27,61,59,16,32,50,43,6,12,34,38,8,14,43,12,32,38,40,22,51,28,40,33,33,50,32,16,31,2,26,44,26,42,26,26,29,21,38,10,23,50,13,33,6,13,49,19,36,41,46,16,50,26,49,6,49,29,23,28,39,18,22,48,33,18,48,2,13,55,17,39,26,46,23,17,40,8,33,49
v53,52,10,10,12,29,9,24,45,23,55,44,45,32,34,9,19,23,32,13,23,57,23,46,48,16,21,35,48,16,18,27,43,11,17,47,52,48,25,53,17,4,17,27,17,41,31,35,31,21,26,27,28,0,21,21,13,32,61,12,36,41,26,29,27,14,35,15,23,25,43,12,50,30,33,64,5,10,14,35,20,3,13,65,63,12,36,34,21,34,22,36,42,28,42,17,18,36,42,12,6,23,24,44,37,29,54,18,24,27,26,40,48,8,46,30,30,23,7,42,38,49,28,15,17,22,19,21,47,40,17,36,38,54,32,21,34,53,39,27,24,13,10,14,52,5,38,22,26,15,31,21,17,16,22,51,27,12,28,7,21
v54,67,25,19,33,10,30,45,60,16,70,47,34,47,49,30,2,38,35,34,16,72,36,35,63,7,36,50,63,13,5,38,58,12,38,62,37,63,14,68,32,23,22,42,30,56,40,50,42,36,41,48,19,21,0,30,34,47,76,27,15,38,47,44,42,35,48,24,12,46,38,21,65,41,48,79,22,31,15,50,13,20,20,80,78,11,51,49,36,23,7,51,57,11,21,36,31,51,57,33,19,44,17,59,52,44,69,33,3,42,17,45,63,23,61,45,45,38,16,57,23,42,43,12,32,23,32,42,26,55,34,51,35,69,45,42,25,68,48,42,39,32,11,15,67,26,37,41,19,8,48,36,32,31,39,36,36,33,27,26,42
v55,37,17,25,33,20,30,45,30,14,40,23,24,25,19,30,32,32,11,34,38,42,6,25,33,31,26,20,33,17,33,8,28,26,38,32,31,33,16,38,24,23,32,22,4,26,10,40,12,8,33,48,11,21,30,0,34,17,46,15,17,20,47,38,12,35,18,6,18,46,22,9,35,11,28,49,22,31,15,20,35,20,28,50,48,19,25,43,36,13,23,27,27,19,21,36,3,21,27,33,15,44,39,29,22,26,39,25,27,24,13,19,33,19,31,15,17,22,14,31,17,28,43,18,26,7,2,42,26,25,34,39,17,39,15,42,13,38,18,12,21,32,21,29,37,26,17,41,11,22,48,6,32,19,39,30,6,33,7,26,42
v56,41,17,21,1,42,20,11,34,36,44,57,58,21,23,4,32,12,45,2,34,46,36,59,37,27,10,24,37,29,29,40,34,22,4,36,65,37,38,42,10,15,28,16,30,30,44,24,44,26,15,14,41,13,34,34,0,25,50,19,49,54,13,18,38,3,48,28,36,12,56,25,39,43,22,53,16,13,27,24,31,14,24,54,52,25,25,23,10,47,35,25,41,41,55,6,31,25,47,5,19,12,35,39,36,18,43,9,37,16,39,53,37,15,35,19,19,12,20,31,51,62,17,28,8,35,32,8,60,29,6,25,51,43,45,8,47,42,52,30,13,2,23,25,41,14,51,11,39,28,20,30,6,15,11,64,40,13,41,8,10
v57,20,22,42,24,37,41,36,13,31,23,32,33,16,8,25,49,23,20,25,55,25,11,34,16,48,17,9,20,34,50,15,11,43,29,15,40,16,33,21,15,36,49,13,17,9,19,31,19,11,24,39,28,32,47,17,25,0,29,20,34,29,38,29,13,26,23,23,35,37,31,26,18,18,19,32,37,34,32,11,52,35,45,33,31,36,16,34,27,24,40,18,16,36,30,27,16,12,22,26,28,35,56,14,11,17,22,16,44,15,30,28,24,24,14,6,8,13,31,22,26,37,34,35,17,24,15,33,35,16,25,30,26,22,20,33,22,21,27,5,12,23,38,46,20,35,26,32,28,39,39,11,23,16,30,39,15,34,20,25,33
v58,9,51,71,49,66,70,57,16,60,12,39,42,29,27,54,78,38,41,48,84,8,40,41,13,77,40,26,13,63,79,38,18,72,46,18,47,13,62,8,44,65,78,34,46,20,36,26,34,40,35,52,57,61,76,46,50,29,0,49,63,38,41,32,34,47,30,52,64,42,38,55,11,35,28,3,66,63,61,26,81,64,74,4,6,65,25,27,40,53,69,25,23,65,55,44,45,25,29,55,57,38,85,21,24,32,7,43,73,34,59,35,17,53,15,31,31,38,60,19,53,44,33,64,44,53,44,54,50,21,44,25,41,9,31,50,51,8,34,34,37,48,67,75,21,64,39,39,57,68,32,40,44,45,39,46,40,63,49,54,40
v59,40,2,22,18,23,21,30,33,17,43,38,39,20,22,15,29,17,26,19,35,45,17,40,36,28,11,23,36,14,30,21,31,23,23,35,46,36,19,41,9,16,29,15,11,29,25,25,25,9,18,33,22,12,27,15,19,20,49,0,30,35,32,23,19,20,29,9,17,31,37,6,38,24,21,52,17,16,12,23,32,15,25,53,51,16,24,28,21,28,20,24,30,22,36,21,12,24,30,18,8,29,36,32,25,17,42,10,24,15,20,34,36,4,34,18,18,11,11,30,32,43,28,15,11,16,13,27,41,28,19,24,32,42,26,27,28,41,33,15,12,17,18,26,40,15,32,26,20,19,33,11,17,4,24,45,21,18,22,11,27
v60,54,32,34,48,7,45,60,47,13,57,34,21,40,36,45,17,47,22,49,31,59,23,22,50,22,41,37,50,20,20,25,45,27,53,49,24,50,11,55,39,38,37,37,19,43,27,55,29,23,48,63,8,36,15,17,49,34,63,30,0,25,62,53,29,50,35,21,13,61,25,24,52,28,43,66,37,46,22,37,28,35,35,67,65,24,40,58,51,10,14,42,44,8,8,51,18,38,44,48,30,59,32,46,39,41,56,40,12,39,10,32,50,34,48,32,32,37,29,46,10,29,58,21,41,14,19,57,13,42,49,54,22,56,32,57,12,55,35,29,36,47,26,30,54,41,24,56,10,21,63,23,47,34,54,23,23,48,14,41,57
v61,45,37,39,53,28,50,65,26,22,32,9,4,45,37,50,40,52,9,54,46,34,18,5,25,39,46,38,49,25,41,14,20,34,58,24,11,37,24,34,44,43,42,42,24,38,10,60,10,28,53,68,19,41,38,20,54,29,38,35,25,0,67,58,16,55,10,26,26,66,2,29,27,11,48,41,42,51,27,40,43,40,40,42,40,29,45,63,56,15,31,47,19,27,17,56,23,41,19,53,35,64,47,21,18,46,41,45,35,44,21,7,53,39,39,35,37,42,34,51,15,8,63,26,46,19,22,62,12,45,54,59,3,45,9,62,13,44,10,24,41,52,31,37,29,46,3,61,19,30,68,24,52,39,59,10,14,53,13,46,62
v62,32,30,30,14,55,29,16,41,49,43,70,71,22,30,17,45,15,58,13,43,39,49,72,44,40,21,29,28,42,42,53,47,35,9,49,78,30,51,33,23,24,37,25,43,29,57,15,57,39,14,11,54,26,47,47,13,38,41,32,62,67,0,9,51,12,61,41,49,1,69,38,42,56,19,44,25,22,40,27,40,27,33,45,43,38,22,14,11,60,48,20,54,54,68,11,44,26,60,14,32,3,44,52,49,21,34,22,50,23,52,66,28,28,28,32,30,25,33,22,64,75,8,41,21,48,45,13,73,22,13,16,64,34,58,9,60,33,65,43,26,15,36,34,52,23,64,6,52,41,11,43,15,28,8,77,53,22,54,21,5
v63,23,21,39,17,46,38,25,32,40,34,61,62,13,21,22,46,6,49,16,52,30,40,63,35,45,12,20,19,33,47,44,38,40,14,40,69,21,42,24,14,33,46,16,34,20,48,6,48,30,5,20,45,29,44,38,18,29,32,23,53,58,9,0,42,15,52,32,40,10,60,29,33,47,10,35,34,31,31,18,49,32,42,36,34,33,13,5,8,51,39,11,45,45,59,12,35,17,51,23,25,6,53,43,40,12,25,13,41,14,43,57,19,21,19,23,21,16,28,13,55,66,5,32,12,39,36,22,64,13,12,7,55,25,49,18,51,24,56,34,17,16,35,43,43,32,55,7,43,36,10,34,12,19,7,68,44,31,45,22,8
v64,29,21,37,37,32,36,49,18,26,28,19,20,29,21,34,44,36,7,38,50,30,6,21,21,43,30,22,33,29,45,4,16,38,42,20,27,21,28,26,28,31,44,26,12,22,6,44,6,12,37,52,23,27,42,12,38,13,34,19,29,16,51,42,0,39,10,18,30,50,18,21,23,5,32,37,32,35,27,24,47,30,40,38,36,31,29,47,40,19,35,31,15,31,21,40,11,25,15,37,23,48,51,17,10,30,27,29,39,28,25,15,37,23,23,19,21,26,26,35,19,24,47,30,30,19,10,46,22,29,38,43,13,29,7,46,17,28,14,8,25,36,33,41,25,30,13,45,23,34,52,8,36,23,43,26,6,37,15,30,46
v65,38,18,24,2,43,23,10,31,37,41,58,59,18,20,7,33,9,46,1,37,43,37,60,34,30,9,21,34,30,32,41,35,25,3,37,66,34,39,39,11,18,31,13,31,27,45,21,45,27,12,13,42,14,35,35,3,26,47,20,50,55,12,15,39,0,49,29,37,11,57,26,36,44,19,50,19,16,28,21,34,17,27,51,49,26,22,20,7,48,36,22,42,42,56,3,32,22,48,8,20,9,38,40,37,15,40,10,38,13,40,54,34,16,32,20,18,13,21,28,52,63,14,29,9,36,33,7,61,26,3,22,52,40,46,7,48,39,53,31,14,3,24,28,40,17,52,8,40,29,17,31,3,16,8,65,41,16,42,9,7
v66,39,31,43,47,38,44,59,20,32,22,9,14,39,31,44,50,46,13,48,56,24,12,13,17,49,40,32,43,35,51,10,14,44,52,14,17,31,34,28,38,37,50,36,18,32,8,54,6,22,47,62,29,35,48,18,48,23,30,29,35,10,61,52,10,49,0,24,36,60,10,27,19,7,42,31,38,45,33,34,53,36,46,32,30,37,39,57,50,25,41,41,9,37,27,50,17,35,9,47,29,58,57,11,12,40,35,39,45,38,31,5,47,33,33,29,31,36,32,45,25,14,57,36,40,25,16,56,22,39,48,53,13,39,3,56,23,38,4,18,35,46,39,47,19,40,11,55,29,40,62,18,46,33,53,16,12,47,21,40,56
v67,43,11,19,27,14,24,39,36,8,46,29,30,23,25,24,26,26,17,28,32,48,12,31,39,25,20,26,39,11,27,14,34,20,32,38,37,39,10,44,18,17,26,18,6,32,16,34,18,12,27,42,13,15,24,6,28,23,52,9,21,26,41,32,18,29,24,0,12,40,28,3,41,17,24,55,16,25,9,26,29,14,22,56,54,13,27,37,30,19,17,27,33,13,27,30,7,27,33,27,9,38,33,35,28,20,45,19,21,18,11,25,39,13,37,21,21,16,8,33,23,34,37,12,20,7,8,36,32,31,28,33,23,45,21,36,19,44,24,18,15,26,15,23,43,20,23,35,11,16,42,12,26,13,33,36,12,27,13,20,36
v68,55,19,21,35,6,32,47,48,4,58,35,22,35,37,32,14,34,23,36,20,60,24,23,51,13,28,38,51,7,15,26,46,14,40,50,29,51,2,56,26,25,24,30,18,44,28,42,30,24,35,50,7,23,12,18,36,35,64,17,13,26,49,40,30,37,36,12,0,48,26,11,53,29,36,67,24,33,9,38,17,22,22,68,66,11,39,45,38,11,5,39,45,5,19,38,19,39,45,35,17,46,21,47,40,32,57,27,9,30,5,33,51,21,49,33,33,26,16,45,15,30,45,8,28,11,20,44,24,43,36,41,23,57,33,44,13,56,36,30,27,34,13,17,55,28,25,43,7,8,50,24,34,21,41,28,24,35,15,28,44
v69,33,29,29,13,54,28,15,40,48,42,69,70,21,29,16,44,14,57,12,42,38,48,71,43,39,20,28,29,41,41,52,46,34,8,48,77,29,50,34,22,23,36,24,42,28,56,16,56,38,13,10,53,25,46,46,12,37,42,31,61,66,1,10,50,11,60,40,48,0,68,37,41,55,18,45,24,21,39,26,39,26,32,46,44,37,21,15,10,59,47,19,53,53,67,10,43,25,59,13,31,4,43,51,48,20,35,21,49,22,51,65,29,27,27,31,29,24,32,23,63,74,9,40,20,47,44,12,72,21,12,17,63,35,57,8,59,34,64,42,25,14,35,33,51,22,63,5,51,40,12,42,14,27,7,76,52,21,53,20,4
v70,47,39,41,55,28,52,67,28,22,32,9,4,47,39,52,40,54,11,56,46,34,20,3,25,39,48,40,51,27,41,16,22,34,60,24,9,39,24,36,46,45,44,44,26,40,12,62,12,30,55,70,19,43,38,22,56,31,38,37,25,2,69,60,18,57,10,28,26,68,0,31,27,13,50,41,44,53,29,42,43,42,42,42,40,31,47,65,58,15,31,49,19,27,17,58,25,43,19,55,37,66,47,21,20,48,43,47,35,46,21,7,55,41,41,37,39,44,36,53,15,6,65,28,48,21,24,64,12,47,56,61,5,47,11,64,13,46,10,26,43,54,33,37,29,48,5,63,19,30,70,26,54,41,61,8,16,55,15,48,64
v71,46,8,16,24,17,21,36,39,11,49,32,33,26,28,21,23,23,20,25,29,51,15,34,42,22,17,29,42,8,24,17,37,17,29,41,40,42,13,47,15,14,23,21,9,35,19,31,21,15,24,39,16,12,21,9,25,26,55,6,24,29,38,29,21,26,27,3,11,37,31,0,44,20,27,58,13,22,6,29,26,11,19,59,57,10,30,34,27,22,14,30,36,16,30,27,10,30,36,24,6,35,30,38,31,23,48,16,18,21,14,28,42,10,40,24,24,17,5,36,26,37,34,9,17,10,11,33,35,34,25,30,26,48,24,33,22,47,27,21,18,23,12,20,46,17,26,32,14,13,39,15,23,10,30,39,15,24,16,17,33
v72,20,40,60,38,55,59,46,5,49,5,28,31,20,16,43,67,27,30,37,73,7,29,30,2,66,29,15,24,52,68,27,7,61,35,7,36,12,51,9,33,54,67,23,35,13,25,35,23,29,28,43,46,50,65,35,39,18,11,38,52,27,42,33,23,36,19,41,53,41,27,44,0,24,23,14,55,52,50,15,70,53,63,15,13,54,20,38,31,42,58,22,12,54,44,33,34,16,18,44,46,39,74,10,13,21,16,32,62,23,48,24,28,42,14,20,20,27,49,26,42,33,38,53,33,42,33,43,39,20,33,34,30,20,20,39,40,19,23,23,26,37,56,64,10,53,28,36,46,57,43,29,33,34,34,35,29,52,38,43,37
v73,34,26,36,42,31,39,54,19,25,29,14,15,34,26,39,43,41,6,43,49,31,7,16,22,42,35,27,38,28,44,3,17,37,47,21,22,26,27,27,33,32,43,31,13,27,1,49,1,17,42,57,22,30,41,11,43,18,35,24,28,11,56,47,5,44,7,17,29,55,13,20,24,0,37,38,31,40,26,29,46,29,39,39,37,30,34,52,45,18,34,36,16,30,20,45,12,30,16,42,24,53,50,18,11,35,30,34,38,33,24,10,42,28,28,24,26,31,25,40,18,19,52,29,35,18,11,51,17,34,43,48,8,34,4,51,16,33,9,13,30,41,32,40,26,35,8,50,22,33,57,13,41,28,48,21,5,42,14,35,51
v74,19,23,43,21,38,42,29,22,32,24,51,52,3,11,26,50,10,39,20,56,24,30,53,25,49,12,10,15,35,51,34,28,44,18,30,59,15,34,20,16,37,50,6,24,10,38,12,38,20,7,24,35,33,48,28,22,19,28,21,43,48,19,10,32,19,42,24,36,18,50,27,23,37,0,31,38,35,33,8,53,36,46,32,30,37,3,15,12,41,41,3,35,37,49,16,25,7,41,27,29,16,57,33,30,4,21,15,45,6,33,47,15,25,13,13,11,10,32,9,45,56,15,36,16,29,26,26,54,7,16,11,45,21,39,22,41,20,46,24,9,20,39,47,33,36,45,13,33,40,20,24,16,17,11,58,34,35,35,26,14
v75,12,54,74,52,69,73,60,19,63,11,38,45,32,30,57,81,41,44,51,87,7,43,44,16,80,43,29,16,66,82,41,21,75,49,17,46,16,65,11,47,68,81,37,49,23,39,29,37,43,38,55,60,64,79,49,53,32,3,52,66,41,44,35,37,50,31,55,67,45,41,58,14,38,31,0,69,66,64,29,84,67,77,1,5,68,28,30,43,56,72,28,22,68,58,47,48,28,28,58,60,41,88,20,27,35,10,46,76,37,62,34,18,56,18,34,34,41,63,22,56,43,36,67,47,56,47,57,53,24,47,28,44,10,34,53,54,11,33,37,40,51,70,78,20,67,42,42,60,71,33,43,47,48,42,45,43,66,52,57,43
v76,57,15,5,17,30,8,23,50,24,60,45,46,37,39,12,20,28,33,18,18,62,26,47,53,15,26,40,53,17,17,28,48,10,20,52,53,53,26,58,22,1,12,32,20,46,32,40,32,26,31,26,29,5,22,22,16,37,66,17,37,42,25,34,32,19,38,16,24,24,44,13,55,31,38,69,0,9,15,40,15,2,8,70,68,13,41,39,26,35,23,41,47,29,43,22,21,41,47,11,9,28,19,49,42,34,59,23,25,32,27,41,53,13,51,35,35,28,8,47,39,50,33,16,22,23,22,20,48,45,22,41,39,59,35,20,35,58,40,32,29,18,11,9,57,4,39,27,27,16,36,26,22,21,27,52,28,11,29,12,26
v77,54,14,12,14,39,7,14,47,33,57,54,55,34,36,9,29,25,42,15,21,59,33,56,50,24,23,37,50,26,26,37,45,19,17,49,62,50,35,55,19,8,15,29,27,43,41,37,41,23,28,17,38,10,31,31,13,34,63,16,46,51,22,31,35,16,45,25,33,21,53,22,52,40,35,66,9,0,24,37,18,11,11,67,65,22,38,36,23,44,32,38,44,38,52,19,28,38,44,8,16,25,22,46,39,31,56,20,34,29,36,50,50,12,48,32,32,25,17,44,48,59,30,25,19,32,29,11,57,42,19,38,48,56,42,13,44,55,49,29,26,15,20,16,54,5,48,24,36,25,33,27,19,18,24,61,37,2,38,9,23
v78,52,10,12,26,15,23,38,45,9,55,32,31,32,34,23,17,25,20,27,23,57,21,32,48,16,21,35,48,2,18,23,43,11,31,47,38,48,11,53,17,16,17,27,15,41,25,35,27,21,26,41,14,14,15,15,27,32,61,12,22,27,40,31,27,28,33,9,9,39,29,6,50,26,33,64,15,24,0,35,20,13,13,65,63,4,36,36,29,20,8,36,42,14,28,29,16,36,42,26,8,37,24,44,37,29,54,18,12,27,12,30,48,12,46,30,30,23,7,42,24,35,36,3,19,8,17,35,33,40,27,36,24,54,30,35,20,53,33,27,24,25,6,14,52,19,24,34,12,7,41,21,25,16,32,37,21,26,14,19,35
v79,17,25,45,23,40,44,31,14,34,20,43,44,5,3,28,52,12,31,22,58,22,22,45,17,51,14,2,13,37,53,26,20,46,20,22,51,13,36,18,18,39,52,8,20,6,30,20,30,14,13,28,31,35,50,20,24,11,26,23,37,40,27,18,24,21,34,26,38,26,42,29,15,29,8,29,40,37,35,0,55,38,48,30,28,39,5,23,16,33,43,7,27,39,41,18,19,1,33,29,31,24,59,25,22,6,19,17,47,8,33,39,13,27,11,5,5,12,34,11,37,48,23,38,18,27,18,28,46,5,18,19,37,19,31,24,33,18,38,16,11,22,41,49,25,38,37,21,31,42,28,16,18,19,19,50,26,37,27,28,22
v80,72,30,10,32,21,17,32,65,21,75,52,39,52,54,27,11,43,40,33,3,77,41,40,68,6,41,55,68,18,8,43,63,9,35,67,44,68,19,73,37,16,9,47,35,61,45,55,47,41,46,35,24,20,13,35,31,52,81,32,28,43,40,49,47,34,53,29,17,39,43,26,70,46,53,84,15,18,20,55,0,17,7,85,83,16,56,54,41,28,14,56,62,20,34,37,36,56,62,26,24,43,4,64,57,49,74,38,16,47,22,50,68,28,66,50,50,43,21,62,30,47,48,17,37,28,37,29,39,60,37,56,40,74,50,31,30,73,53,47,44,33,14,6,72,17,42,42,24,13,51,41,37,36,42,43,41,20,32,27,41
v81,55,13,7,15,28,10,25,48,22,58,43,44,35,37,10,18,26,31,16,20,60,24,45,51,13,24,38,51,15,15,26,46,8,18,50,51,51,24,56,20,3,14,30,18,44,30,38,30,24,29,28,27,3,20,20,14,35,64,15,35,40,27,32,30,17,36,14,22,26,42,11,53,29,36,67,2,11,13,38,17,0,10,68,66,11,39,37,24,33,21,39,45,27,41,20,19,39,45,13,7,26,21,47,40,32,57,21,23,30,25,39,51,11,49,33,33,26,6,45,37,48,31,14,20,21,20,22,46,43,20,39,37,57,33,22,33,56,38,30,27,16,9,11,55,6,37,25,25,14,34,24,20,19,25,50,26,13,27,10,24
