,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160
v41,72,34,43,37,47,50,33,11,21,13,70,20,29,60,43,36,28,43,32,25,41,14,35,23,24,19,43,35,64,71,39,21,40,32,32,10,48,41,53,30,0,37,26,18,39,53,42,25,17,62,11,45,10,29,39,39,17,12,39,12,25,17,41,15,28,38,12,65,47,25,13,12,27,41,14,44,21,16,39,6,31,20,19,67,23,42,48,27,31,20,41,39,45,39,41,43,36,15,33,48,8,9,70,42,34,25,59,33,40,6,22,38,71,34,30,49,23,31,25,35,43,47,19,77,5,48,22,46,17,26,39,57,49,47,35,19,2,57,24,7,27,21,15,31,19,26,49,20,36,53,9,30,62,28,49,54,32,23,26,8
v42,35,29,18,30,32,47,30,36,42,32,33,31,32,23,18,33,31,40,29,12,14,23,14,26,13,18,20,32,27,34,28,16,29,35,25,29,11,18,16,7,37,0,21,19,30,18,17,28,20,25,26,42,29,14,2,36,26,49,26,25,28,20,12,38,9,17,25,28,26,40,48,31,20,34,29,41,16,53,2,35,22,17,20,30,26,39,45,10,30,17,38,24,8,36,38,24,1,52,34,15,35,28,33,9,7,20,22,28,31,35,15,31,34,23,27,46,20,18,24,32,14,16,36,40,36,11,47,33,20,11,18,20,14,44,28,26,39,20,25,38,30,16,22,28,18,29,12,17,11,16,28,31,25,31,12,17,29,32,13,45
v43,46,8,17,51,21,26,51,25,31,37,44,20,21,34,39,20,52,19,8,33,35,32,35,47,10,25,41,11,38,45,49,19,14,56,6,34,30,15,27,16,26,21,0,22,13,27,16,17,15,36,21,21,18,35,23,15,15,38,47,14,49,37,33,27,22,38,28,39,21,29,37,36,1,15,18,20,17,42,19,24,5,8,9,41,47,18,24,29,51,34,17,13,29,17,17,45,20,41,23,36,24,21,44,16,14,41,33,7,14,30,10,52,45,44,6,25,7,5,45,11,35,21,25,51,29,22,36,20,33,18,39,31,35,23,9,15,28,33,14,27,51,25,37,7,35,18,23,6,32,35,33,20,36,52,23,28,8,21,8,34
v44,54,30,25,29,33,48,29,17,23,15,52,18,27,42,25,34,30,41,30,11,23,10,17,25,12,3,25,33,46,53,27,3,30,34,26,12,30,23,35,12,18,19,22,0,31,35,24,23,7,44,7,43,10,13,21,37,15,30,25,8,27,15,23,19,10,20,6,47,29,23,29,14,21,35,12,42,5,34,21,16,23,14,17,49,25,40,46,9,29,12,39,25,27,37,39,25,18,33,31,30,16,9,52,24,16,19,41,29,32,16,12,30,53,22,28,47,21,19,23,33,25,29,17,59,17,30,28,34,11,8,21,39,31,45,29,17,20,39,22,19,29,3,15,29,13,24,31,18,18,35,11,28,44,30,31,36,30,21,14,26
v45,33,5,12,60,8,17,60,38,44,46,31,33,34,21,48,33,61,20,21,42,44,41,44,56,19,34,50,4,25,32,58,28,1,65,7,43,39,12,22,25,39,30,13,31,0,14,13,30,24,23,30,20,31,44,32,12,28,51,56,27,58,46,42,40,31,47,37,26,8,42,50,45,12,4,31,11,26,55,28,37,8,19,22,30,56,9,17,38,60,43,14,6,38,30,18,54,29,54,36,45,37,30,31,21,23,50,30,6,1,39,19,61,32,53,17,22,20,12,54,6,44,14,38,38,38,31,49,7,42,27,48,32,44,22,4,28,41,42,27,40,60,34,46,8,44,31,24,19,41,44,42,33,23,61,18,37,7,34,17,47
v46,19,19,10,48,14,29,48,52,58,48,17,47,48,7,36,47,49,34,35,30,32,39,32,44,29,34,38,18,13,18,46,32,13,53,21,45,27,12,10,23,53,18,27,35,14,0,11,44,36,9,42,34,45,32,20,26,42,65,44,41,46,36,30,54,25,35,41,12,8,56,64,47,26,16,45,23,32,69,16,51,22,33,36,18,44,21,31,26,48,33,28,14,26,44,32,42,17,68,50,33,51,44,17,11,19,38,18,20,13,51,31,49,18,41,31,36,34,22,42,20,32,6,52,24,52,19,63,15,36,27,36,20,32,36,18,42,55,30,41,54,48,32,38,22,34,45,12,33,29,32,44,47,9,49,6,25,21,48,27,61
v47,30,12,1,47,15,30,47,41,47,37,28,36,37,18,35,36,48,23,24,29,31,28,31,43,18,23,37,15,22,29,45,21,12,52,10,34,26,1,11,12,42,17,16,24,13,11,0,33,25,20,31,25,34,31,19,19,31,54,43,30,45,33,29,43,18,34,30,23,9,45,53,36,15,17,34,24,21,58,15,40,11,22,25,25,43,22,28,25,47,30,21,7,25,33,21,41,16,57,39,32,40,33,28,8,10,37,17,11,14,40,20,48,29,40,20,29,23,11,41,15,31,5,41,35,41,18,52,16,29,16,35,19,31,27,11,31,44,29,30,43,47,21,33,11,31,34,11,22,28,31,33,36,20,48,7,24,12,37,16,50
v48,63,25,34,52,38,29,52,14,14,38,61,5,4,51,40,11,53,18,9,34,36,33,36,48,15,26,42,26,55,62,50,20,31,57,23,35,39,32,44,21,25,28,17,23,30,44,33,0,16,53,22,20,15,36,30,18,8,21,48,15,50,38,34,10,23,39,29,56,38,12,20,37,18,32,11,35,18,25,30,19,22,11,8,58,48,27,23,30,52,35,16,30,36,14,16,46,27,24,8,39,17,22,61,33,25,42,50,24,31,31,13,53,62,45,13,24,10,22,46,24,36,38,8,68,30,39,19,37,34,19,40,48,40,22,26,6,27,48,3,18,52,26,38,22,36,1,40,11,33,44,34,5,53,53,40,45,23,4,17,23
v49,55,23,26,36,30,41,36,16,22,22,53,11,20,43,26,27,37,34,23,18,24,17,20,32,7,10,26,26,47,54,34,4,23,41,19,19,31,24,36,13,17,20,15,7,24,36,25,16,0,45,6,36,9,20,22,30,8,29,32,5,34,22,24,18,11,23,13,48,30,20,28,21,14,28,9,35,4,33,22,15,16,7,10,50,32,33,39,14,36,19,32,22,28,30,32,30,19,32,24,31,15,8,53,25,17,26,42,22,25,15,5,37,54,29,21,40,14,14,30,26,26,30,16,60,16,31,27,29,18,9,24,40,32,38,22,10,19,40,15,18,36,10,22,22,20,17,32,11,19,36,18,21,45,37,32,37,23,14,9,25
v50,10,28,19,51,15,26,51,61,67,57,8,56,57,4,39,56,52,43,44,37,35,48,35,47,38,43,41,27,16,19,49,41,22,56,30,54,30,21,13,32,62,25,36,44,23,9,20,53,45,0,51,43,54,35,23,35,51,74,47,50,49,45,33,63,34,38,50,7,15,65,73,56,35,21,54,20,41,78,23,60,31,42,45,21,47,26,40,35,51,42,37,23,29,53,41,45,26,77,59,36,60,53,16,20,28,41,21,29,22,60,40,52,15,44,40,45,43,31,45,29,35,15,61,15,61,22,72,16,45,36,39,23,35,45,27,51,64,33,50,63,51,41,47,31,43,54,15,42,32,35,53,56,4,52,13,28,30,57,36,70
v51,61,29,32,30,36,47,30,10,18,16,59,17,26,49,32,33,31,40,29,14,30,11,24,26,13,8,32,32,53,60,28,10,29,35,25,13,37,30,42,19,11,26,21,7,30,42,31,22,6,51,0,42,7,18,28,36,14,23,28,7,28,16,30,12,17,27,7,54,36,22,22,15,20,34,11,41,10,27,28,9,22,13,16,56,26,39,45,16,30,13,38,28,34,36,38,32,25,26,30,37,9,2,59,31,23,20,48,28,31,9,11,31,60,23,27,46,20,20,24,32,32,36,16,66,10,37,21,35,12,15,28,46,38,44,28,16,13,46,21,12,30,10,16,28,14,23,38,17,25,42,12,27,51,31,38,43,29,20,15,19
v52,53,15,24,72,28,19,72,34,24,58,51,25,16,41,60,13,73,2,13,54,56,53,56,68,31,46,62,16,45,52,70,40,21,77,17,55,51,24,34,37,45,42,21,43,20,34,25,20,36,43,42,0,35,56,44,8,28,33,68,35,70,58,54,30,43,59,49,46,28,22,32,57,22,22,31,25,38,35,40,39,20,29,26,48,68,17,3,50,72,55,6,20,50,10,4,66,41,38,16,57,37,42,51,33,35,62,42,14,21,51,31,73,52,65,15,4,22,24,66,14,56,28,26,58,50,43,29,27,54,39,60,44,56,2,16,26,47,54,21,38,72,46,58,14,56,19,36,25,53,56,54,15,43,73,30,49,13,22,29,43
v53,64,26,35,37,39,40,37,7,13,23,62,10,19,52,35,26,38,33,22,19,33,18,27,33,16,11,35,27,56,63,35,13,32,42,24,20,40,33,45,22,10,29,18,10,31,45,34,15,9,54,7,35,0,21,31,29,7,20,33,4,35,23,33,9,20,30,14,57,39,15,19,22,19,33,4,36,13,24,31,6,23,12,9,59,33,32,38,19,37,20,31,31,37,29,31,35,28,23,23,40,6,7,62,34,26,27,51,25,32,16,14,38,63,30,20,39,13,23,31,25,35,39,9,69,15,40,18,38,19,18,31,49,41,37,27,9,12,49,14,9,37,13,23,23,21,16,41,12,28,45,19,20,54,38,41,46,24,13,18,16
v54,43,43,32,16,46,61,16,28,34,24,41,31,40,31,14,47,17,54,43,4,12,15,6,12,25,10,14,46,35,42,14,16,43,21,39,21,19,32,24,19,29,14,35,13,44,32,31,36,20,35,18,56,21,0,12,50,28,41,12,21,14,12,12,30,13,9,17,36,40,36,40,23,34,48,25,55,18,45,16,27,36,27,30,38,12,53,59,6,16,9,52,38,16,50,52,14,15,44,44,19,27,20,41,23,21,6,30,42,45,27,25,17,42,9,41,60,34,32,10,46,14,30,30,48,28,19,39,47,12,17,10,28,20,58,42,30,31,28,35,30,16,10,14,42,10,37,20,31,7,24,20,41,33,17,26,25,43,34,27,37
v55,33,31,20,28,34,49,28,38,44,34,31,33,34,21,16,35,29,42,31,14,12,25,12,24,15,20,18,34,25,32,26,18,31,33,27,31,9,20,14,9,39,2,23,21,32,20,19,30,22,23,28,44,31,12,0,38,28,51,24,27,26,22,10,40,11,15,27,26,28,42,50,33,22,36,31,43,18,55,4,37,24,19,22,28,24,41,47,12,28,19,40,26,6,38,40,22,3,54,36,13,37,30,31,11,9,18,20,30,33,37,17,29,32,21,29,48,22,20,22,34,12,18,38,38,38,9,49,35,22,13,16,18,12,46,30,28,41,18,27,40,28,18,24,30,20,31,10,19,9,14,30,33,23,29,14,15,31,34,15,47
v56,45,7,18,66,20,11,66,28,32,52,43,21,22,33,54,21,67,8,9,48,50,47,50,62,25,40,56,8,37,44,64,34,13,71,11,49,45,18,28,31,39,36,15,37,12,26,19,18,30,35,36,8,29,50,38,0,22,39,62,29,64,52,48,28,37,53,43,38,20,30,38,51,16,14,25,17,32,43,34,33,14,23,20,40,62,9,9,44,66,49,2,12,44,18,6,60,35,42,24,51,31,36,43,27,29,56,36,8,13,45,25,67,44,59,9,10,16,18,60,6,50,20,26,50,44,37,37,19,48,33,54,38,50,10,8,20,41,48,15,32,66,40,52,8,50,19,30,19,47,50,48,21,35,67,24,43,7,22,23,37
v57,61,23,32,44,36,33,44,10,16,30,59,5,12,49,32,19,45,26,15,26,30,25,28,40,13,18,34,24,53,60,42,12,29,49,21,27,37,30,42,19,17,26,15,15,28,42,31,8,8,51,14,28,7,28,28,22,0,23,40,7,42,30,30,12,17,31,21,54,36,14,22,29,16,30,3,33,10,27,28,11,20,9,6,56,40,25,31,22,44,27,24,28,34,22,24,38,25,26,16,37,9,14,59,31,23,34,48,22,29,23,11,45,60,37,13,32,8,20,38,22,32,36,10,66,22,37,21,35,26,15,32,46,38,30,24,2,19,46,7,12,44,18,30,20,28,9,38,9,25,42,26,13,51,45,38,43,21,6,15,19
v58,84,46,55,49,59,50,45,13,9,25,82,18,17,72,55,24,40,31,30,37,53,26,47,35,36,31,55,47,76,83,51,33,52,44,44,22,60,53,65,42,12,49,38,30,51,65,54,21,29,74,23,33,20,41,51,39,23,0,51,24,37,29,53,11,40,50,24,77,59,13,1,24,39,53,20,56,33,4,51,14,43,32,29,79,35,48,36,39,43,32,37,51,57,27,33,55,48,5,21,60,14,21,82,54,46,37,71,45,52,18,34,50,83,46,34,37,31,43,37,45,55,59,13,89,17,60,10,58,29,38,51,69,61,35,47,23,14,69,24,11,39,33,27,43,31,20,61,32,48,65,21,18,74,40,61,66,44,17,38,10
v59,37,55,44,4,58,73,6,38,44,34,39,43,52,43,8,59,19,66,55,14,12,25,12,16,37,22,6,58,31,32,2,28,55,13,51,31,17,44,34,31,39,26,47,25,56,44,43,48,32,47,28,68,33,12,24,62,40,51,0,33,22,22,14,40,25,9,27,40,52,48,50,33,46,60,37,67,30,55,28,37,48,39,42,28,22,65,71,18,8,19,64,50,18,62,64,4,27,54,56,11,37,30,31,35,33,14,26,54,57,37,37,5,32,5,53,72,46,44,14,58,12,42,42,38,38,25,49,59,22,29,8,24,12,70,54,42,41,18,47,40,22,22,24,54,20,49,32,43,15,14,30,53,43,13,38,19,55,46,39,47
v60,60,22,31,37,35,40,37,11,17,23,58,10,19,48,31,26,38,33,22,19,29,18,23,33,12,11,31,25,52,59,35,9,28,42,20,20,36,29,41,18,12,25,14,8,27,41,30,15,5,50,7,35,4,21,27,29,7,24,33,0,35,23,29,13,16,26,14,53,35,15,23,22,15,29,4,34,9,28,27,10,19,8,9,55,33,32,38,15,37,20,31,27,33,29,31,31,24,27,23,36,10,7,58,30,22,27,47,21,28,16,10,38,59,30,20,39,13,19,31,25,31,35,11,65,15,36,22,34,19,14,27,45,37,37,23,9,14,45,14,13,37,11,23,21,21,16,37,10,24,41,19,20,50,38,37,42,22,13,14,20
v61,55,57,46,20,60,75,16,36,46,12,53,45,54,45,26,61,3,68,57,16,24,17,18,6,39,24,26,60,47,54,22,30,57,9,53,15,31,46,36,33,25,28,49,27,58,46,45,50,34,49,28,70,35,14,26,64,42,37,22,35,0,12,24,40,27,21,21,48,54,50,38,13,48,62,39,69,32,39,30,31,50,41,44,50,2,67,73,20,14,15,66,52,28,64,66,26,29,32,58,31,33,28,53,37,35,8,42,56,59,19,39,21,54,17,55,74,48,46,8,60,26,44,44,60,20,31,47,61,16,31,22,40,32,72,56,44,23,40,49,32,2,24,12,56,14,51,34,45,19,36,16,55,45,9,40,37,57,48,41,27
v62,55,45,34,20,48,63,16,24,34,12,53,33,42,43,26,49,15,56,45,8,24,5,18,10,27,12,26,48,47,54,22,18,45,19,41,9,31,34,36,21,17,20,37,15,46,36,33,38,22,45,16,58,23,12,22,52,30,29,22,23,12,0,24,28,15,21,9,48,42,38,28,11,36,50,27,57,20,33,22,19,38,29,32,50,10,55,61,10,14,3,54,40,28,52,54,26,19,32,46,31,21,16,53,25,23,8,42,44,47,15,27,21,54,17,43,62,36,34,8,48,26,32,32,60,16,31,35,49,4,19,22,40,32,60,44,32,19,40,37,20,14,12,2,44,2,39,32,33,19,36,8,43,45,15,32,37,45,36,29,25
v63,31,41,30,18,44,59,18,40,46,36,29,35,38,29,6,45,21,52,41,16,2,27,6,18,23,22,8,44,23,30,16,20,41,23,37,33,7,30,20,17,41,12,33,23,42,30,29,34,24,33,30,54,33,12,10,48,30,53,14,29,24,24,0,42,13,5,29,26,38,44,52,35,32,46,33,53,20,57,14,39,34,25,28,26,24,51,57,14,18,21,50,36,4,48,50,12,13,56,42,7,39,32,29,21,19,16,18,40,43,39,23,19,30,11,39,58,32,30,16,44,2,28,40,36,40,11,51,45,24,15,6,16,8,56,40,30,43,16,33,42,24,20,26,40,22,35,18,29,5,12,32,39,29,19,24,13,41,36,25,49
v64,73,35,44,42,48,39,42,4,6,28,71,7,14,61,44,21,43,28,19,26,42,23,36,38,25,20,44,36,65,72,40,22,41,47,33,25,49,42,54,31,15,38,27,19,40,54,43,10,18,63,12,30,9,30,40,28,12,11,40,13,40,28,42,0,29,39,19,66,48,10,10,27,28,42,9,45,22,15,40,9,32,21,18,68,38,37,33,28,42,25,26,40,46,24,26,44,37,14,18,49,7,12,71,43,35,32,60,34,41,21,23,43,72,35,23,34,20,32,36,34,44,48,4,78,20,49,9,47,24,27,40,58,50,32,36,12,17,58,13,8,42,22,28,32,26,11,50,21,37,54,24,15,63,43,50,55,33,8,27,13
v65,44,30,19,29,33,48,29,27,33,23,42,22,27,32,17,34,30,41,30,11,13,14,13,25,12,9,19,33,36,43,27,7,30,34,26,20,20,19,25,6,28,9,22,10,31,25,18,23,11,34,17,43,20,13,11,37,17,40,25,16,27,15,13,29,0,16,16,37,27,31,39,22,21,35,20,42,7,44,11,26,23,14,17,39,25,40,46,7,29,12,39,25,17,37,39,23,8,43,31,20,26,19,42,14,8,19,31,29,32,26,12,30,43,22,28,47,21,19,23,33,15,19,27,49,27,20,38,34,11,4,17,29,21,45,29,17,30,29,22,29,29,7,15,29,13,24,21,18,10,25,19,28,34,30,21,26,30,23,14,36
v66,34,46,35,13,49,64,13,37,43,33,32,34,43,34,5,50,18,57,46,13,3,24,3,15,28,19,5,49,26,33,11,19,46,18,42,30,10,35,25,22,38,17,38,20,47,35,34,39,23,38,27,59,30,9,15,53,31,50,9,26,21,21,5,39,16,0,26,31,43,41,49,32,37,51,30,58,21,54,19,36,39,30,33,29,21,56,62,11,13,18,55,41,9,53,55,7,18,53,47,10,36,29,32,26,24,13,21,45,48,36,28,14,33,6,44,63,37,35,13,49,5,33,37,39,37,16,48,50,21,20,1,19,11,61,45,33,40,19,38,39,21,17,23,45,19,40,23,34,6,15,29,44,34,14,29,16,46,37,30,46
v67,60,36,31,25,39,54,23,15,25,9,58,24,33,48,31,40,24,47,36,13,29,4,23,19,18,7,31,39,52,59,27,9,36,28,32,6,36,29,41,18,12,25,28,6,37,41,30,29,13,50,7,49,14,17,27,43,21,24,27,14,21,9,29,19,16,26,0,53,35,29,23,8,27,41,18,48,11,28,27,10,29,20,23,55,19,46,52,15,23,8,45,31,33,43,45,31,24,27,37,36,12,7,58,30,22,13,47,35,38,10,18,26,59,22,34,53,27,25,17,39,31,35,23,65,11,36,26,40,5,14,27,45,37,51,35,23,14,45,28,13,23,9,9,35,7,30,37,24,24,41,5,34,50,24,37,42,36,27,20,20
v68,7,31,22,44,18,33,44,64,70,60,5,59,60,5,32,59,45,46,47,40,28,51,30,42,41,46,34,30,9,12,42,44,25,49,33,57,23,24,12,35,65,28,39,47,26,12,23,56,48,7,54,46,57,36,26,38,54,77,40,53,48,48,26,66,37,31,53,0,18,68,76,59,38,24,57,27,44,81,26,63,34,45,48,14,48,29,43,38,44,45,40,26,22,56,44,38,29,80,62,29,63,56,9,23,31,40,14,32,25,63,43,45,8,37,43,48,46,34,40,32,28,18,64,12,64,17,75,19,48,39,32,16,28,48,30,54,67,26,53,66,48,44,50,34,46,57,16,45,29,28,56,59,3,45,16,21,33,60,39,73
v69,25,13,8,56,6,21,56,46,52,42,23,41,42,13,44,41,57,28,29,38,40,37,40,52,23,30,46,12,21,24,54,26,7,61,15,39,35,8,18,21,47,26,21,29,8,8,9,38,30,15,36,28,39,40,28,20,36,59,52,35,54,42,38,48,27,43,35,18,0,50,58,41,20,8,39,15,26,63,24,45,16,27,30,26,52,13,25,34,56,39,22,8,34,38,26,50,25,62,44,41,45,38,23,17,19,46,26,14,7,45,25,57,24,49,25,30,28,16,50,14,40,10,46,30,46,27,57,7,38,23,44,28,40,30,12,36,49,38,35,48,56,30,42,16,40,39,20,27,37,40,38,41,15,57,14,33,15,42,21,55
v70,75,37,46,52,50,41,52,14,4,38,73,9,8,63,46,11,53,22,21,34,44,33,38,48,27,26,46,38,67,74,50,24,43,57,35,35,51,44,56,33,25,40,29,23,42,56,45,12,20,65,22,22,15,36,42,30,14,13,48,15,50,38,44,10,31,41,29,68,50,0,12,37,30,44,11,47,24,13,42,19,34,23,20,70,48,39,25,30,52,35,28,42,48,14,24,46,39,18,8,51,17,22,73,45,37,42,62,36,43,31,25,53,74,45,25,24,22,34,46,36,46,50,6,80,30,51,7,49,34,29,42,60,52,22,38,14,27,60,15,18,52,26,38,34,36,11,52,23,39,56,34,9,65,53,52,57,35,8,29,23
v71,83,45,54,48,58,49,44,12,8,26,81,17,16,71,54,23,41,30,29,36,52,25,46,36,35,30,54,46,75,82,50,32,51,45,43,23,59,52,64,41,13,48,37,29,50,64,53,20,28,73,22,32,19,40,50,38,22,1,50,23,38,28,52,10,39,49,23,76,58,12,0,25,38,52,19,55,32,5,50,13,42,31,28,78,36,47,35,38,42,31,36,50,56,26,32,54,47,6,20,59,13,20,81,53,45,36,70,44,51,19,33,49,82,45,33,36,30,42,36,44,54,58,12,88,18,59,9,57,28,37,50,68,60,34,46,22,15,68,23,10,40,32,26,42,30,19,60,31,47,64,22,17,73,41,60,65,43,16,37,11
v72,66,44,37,31,47,62,27,23,33,1,64,32,41,54,37,48,16,55,44,19,35,8,29,17,26,13,37,47,58,65,33,17,44,20,40,2,42,35,47,24,12,31,36,14,45,47,36,37,21,56,15,57,22,23,33,51,29,24,33,22,13,11,35,27,22,32,8,59,41,37,25,0,35,49,26,56,19,26,33,18,37,28,31,61,11,54,60,21,25,14,53,39,39,51,53,37,30,21,45,42,20,15,64,36,28,19,53,43,46,6,26,32,65,28,42,61,35,33,19,47,37,41,31,71,7,42,34,48,11,20,33,51,43,59,43,31,10,51,36,19,15,15,9,43,13,38,43,32,30,47,3,42,56,20,43,48,44,35,28,14
v73,45,9,16,50,20,27,50,26,32,36,43,21,22,33,38,21,51,20,9,32,34,31,34,46,9,24,40,12,37,44,48,18,13,55,5,33,29,14,26,15,27,20,1,21,12,26,15,18,14,35,20,22,19,34,22,16,16,39,46,15,48,36,32,28,21,37,27,38,20,30,38,35,0,14,19,21,16,43,18,25,4,7,10,40,46,19,25,28,50,33,18,12,28,18,18,44,19,42,24,35,25,20,43,15,13,40,32,8,13,29,9,51,44,43,7,26,8,4,44,12,34,20,26,50,28,21,37,19,32,17,38,30,34,24,8,16,29,32,15,28,50,24,36,8,34,19,22,7,31,34,32,21,35,51,22,27,9,22,7,35
v74,31,7,16,64,6,13,64,40,46,50,29,35,36,19,52,35,65,22,23,46,48,45,48,60,23,38,54,6,29,32,62,32,5,69,9,47,43,16,26,29,41,34,15,35,4,16,17,32,28,21,34,22,33,48,36,14,30,53,60,29,62,50,46,42,35,51,41,24,8,44,52,49,14,0,33,7,30,57,32,39,12,21,24,34,60,5,19,42,64,47,16,10,42,32,20,58,33,56,38,49,39,34,29,25,27,54,34,8,3,43,23,65,30,57,19,24,22,16,58,8,48,18,40,36,42,35,51,5,46,31,52,36,48,24,6,30,43,46,29,42,64,38,50,10,48,33,28,21,45,48,46,35,21,65,22,41,9,36,21,49
v75,64,26,35,41,39,36,41,7,13,27,62,6,15,52,35,22,42,29,18,23,33,22,27,37,16,15,35,27,56,63,39,13,32,46,24,24,40,33,45,22,14,29,18,12,31,45,34,11,9,54,11,31,4,25,31,25,3,20,37,4,39,27,33,9,20,30,18,57,39,11,19,26,19,33,0,36,13,24,31,8,23,12,9,59,37,28,34,19,41,24,27,31,37,25,27,35,28,23,19,40,6,11,62,34,26,31,51,25,32,20,14,42,63,34,16,35,11,23,35,25,35,39,7,69,19,40,18,38,23,18,31,49,41,33,27,5,16,49,10,9,41,15,27,23,25,12,41,12,28,45,23,16,54,42,41,46,24,9,18,16
v76,30,12,23,71,9,6,71,43,49,57,28,38,39,24,59,38,72,25,26,53,55,52,55,67,30,45,61,9,36,39,69,39,12,76,16,54,50,23,33,36,44,41,20,42,11,23,24,35,35,20,41,25,36,55,43,17,33,56,67,34,69,57,53,45,42,58,48,27,15,47,55,56,21,7,36,0,37,60,39,42,19,28,27,41,67,8,22,49,71,54,19,17,49,35,23,65,40,59,41,56,42,41,36,32,34,61,41,13,10,50,30,72,35,64,22,27,25,23,65,11,55,25,43,33,49,42,54,8,53,38,59,43,55,27,13,33,46,53,32,45,71,45,57,13,55,36,35,24,52,55,53,38,24,72,29,48,12,39,28,52
v77,51,25,22,34,28,43,34,20,26,20,49,15,22,39,22,29,35,36,25,16,20,15,18,30,7,8,24,28,43,50,32,2,25,39,21,17,27,20,32,9,21,16,17,5,26,32,21,18,4,41,10,38,13,18,18,32,10,33,30,9,32,20,20,22,7,21,11,44,26,24,32,19,16,30,13,37,0,37,18,19,18,9,12,46,30,35,41,12,34,17,34,20,24,32,34,28,15,36,26,27,19,12,49,21,13,24,38,24,27,19,7,35,50,27,23,42,16,14,28,28,22,26,20,56,20,27,31,29,16,5,22,36,28,40,24,12,23,36,17,22,34,8,20,24,18,19,28,13,15,32,16,23,41,35,28,33,25,16,9,29
v78,88,50,59,53,63,54,49,17,11,27,86,22,21,76,59,22,42,35,34,41,57,30,51,39,40,35,59,51,80,87,55,37,56,46,48,24,64,57,69,46,16,53,42,34,55,69,58,25,33,78,27,35,24,45,55,43,27,4,55,28,39,33,57,15,44,54,28,81,63,13,5,26,43,57,24,60,37,0,55,18,47,36,33,83,37,52,38,43,47,36,41,55,61,25,37,59,52,7,19,64,18,25,86,58,50,41,75,49,56,20,38,54,87,50,38,35,35,47,41,49,59,63,17,93,19,64,8,62,33,42,55,73,65,33,51,27,16,73,28,15,41,37,31,47,35,24,65,36,52,69,25,22,78,42,65,70,48,21,42,12
v79,33,27,16,32,30,45,32,38,44,34,31,33,34,21,20,33,33,38,27,14,16,25,16,28,15,20,22,30,25,32,30,18,27,37,23,31,11,16,14,9,39,2,19,21,28,16,15,30,22,23,28,40,31,16,4,34,28,51,28,27,30,22,14,40,11,19,27,26,24,42,50,33,18,32,31,39,18,55,0,37,20,19,22,28,28,37,43,12,32,19,36,22,10,34,36,26,3,54,36,17,37,30,31,7,5,22,20,26,29,37,17,33,32,25,25,44,20,16,26,30,16,14,38,38,38,9,49,31,22,13,20,18,16,42,26,28,41,18,27,40,32,18,24,26,20,31,10,19,13,16,30,33,23,33,10,15,27,34,13,47
v80,70,32,41,35,45,44,33,5,15,19,68,14,23,58,41,30,34,37,26,23,39,14,33,29,22,17,41,33,62,69,37,19,38,38,30,16,46,39,51,28,6,35,24,16,37,51,40,19,15,60,9,39,6,27,37,33,11,14,37,10,31,19,39,9,26,36,10,63,45,19,13,18,25,39,8,42,19,18,37,0,29,18,15,65,29,36,42,25,33,18,35,37,43,33,35,41,34,17,27,46,2,7,68,40,32,23,57,31,38,12,20,36,69,32,24,43,17,29,27,31,41,45,13,75,11,46,16,44,15,24,37,55,47,41,33,13,8,55,18,3,33,19,19,29,17,20,47,18,34,51,15,24,60,34,47,52,30,17,24,10
v81,41,7,12,52,16,25,52,30,36,38,39,25,26,29,40,25,53,18,13,34,36,33,36,48,11,26,42,10,33,40,50,20,9,57,3,35,31,10,22,17,31,22,5,23,8,22,11,22,16,31,22,20,23,36,24,14,20,43,48,19,50,38,34,32,23,39,29,34,16,34,42,37,4,12,23,19,18,47,20,29,0,11,14,36,48,17,23,30,52,35,16,8,30,22,16,46,21,46,28,37,29,22,39,13,15,42,28,6,9,31,11,53,40,45,9,24,12,4,46,10,36,16,30,46,30,23,41,15,34,19,40,26,36,22,6,20,33,34,19,32,52,26,38,6,36,23,18,11,33,36,34,25,31,53,18,29,7,26,9,39
