,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,32,29,30,22,18,41,6,33,30,40,17,45,38,3,18,37,33,19,26,36,17,43,9,29,27,25,23,25,36,28,13,17,20,17,49,31,27,39,32,36,15,27,29,11,21,25,24,13,21,43,40,42,27,36,12,19,51,46,40,40,18,24,28,15,6,25,0,27,29,48,33,20,12,18,25,20,20,17,24,42,20,28,28,16,11,18,24,29,40,29,38,7,29,29,44,40,22,59,36,30
v68,37,32,15,27,27,34,21,24,39,67,40,18,41,28,27,40,24,10,35,63,44,34,28,36,54,22,36,20,9,23,14,14,31,26,40,58,8,30,29,9,12,54,20,30,48,8,15,40,14,34,31,41,44,27,23,16,42,37,67,67,13,33,7,12,27,34,27,0,8,39,40,47,39,33,28,7,29,44,3,15,29,55,19,43,16,45,11,56,31,4,29,34,16,12,35,31,21,50,63,57
v69,39,34,23,29,35,36,23,16,47,69,42,16,43,30,29,42,16,12,43,65,46,26,30,38,56,24,38,28,7,25,16,16,37,34,32,60,16,22,31,17,14,56,12,32,50,4,7,42,16,26,29,43,46,27,25,18,34,29,69,69,15,41,1,18,29,42,29,8,0,31,42,49,41,35,30,9,37,46,7,13,37,57,11,45,18,47,19,58,23,4,21,36,8,4,27,33,23,42,65,59
v70,26,21,54,26,66,23,42,15,78,56,31,33,30,51,30,29,15,29,74,52,51,5,57,25,43,23,25,59,32,20,45,31,68,65,15,47,47,9,18,48,37,43,19,37,49,31,24,43,27,5,16,30,33,14,36,29,5,4,56,56,30,72,32,49,54,73,48,39,31,0,29,48,46,30,23,40,68,43,38,44,68,44,20,50,49,40,50,45,8,35,10,41,23,27,8,20,26,11,52,50
v71,3,8,43,13,51,8,27,36,63,27,16,58,5,36,15,4,38,30,59,23,36,32,42,4,14,18,10,44,49,17,30,26,53,50,16,18,40,32,11,49,28,14,32,22,34,38,35,28,26,34,13,9,6,15,21,24,24,33,27,27,27,57,41,34,39,58,33,40,42,29,0,33,31,15,12,33,53,28,37,55,53,15,37,35,34,25,37,16,31,42,21,26,42,42,21,9,19,26,23,35
v72,32,29,50,22,30,41,26,43,30,20,17,65,38,19,20,37,45,37,26,16,3,43,19,29,19,25,23,45,56,28,33,33,20,29,49,25,47,39,32,56,35,23,39,17,1,45,42,7,33,43,40,42,27,36,24,31,51,46,20,20,34,32,48,35,20,25,20,47,49,48,33,0,8,18,25,40,36,5,44,62,22,18,44,4,31,8,44,19,40,49,38,13,49,49,44,40,26,59,16,10
v73,30,27,42,20,22,39,18,35,32,28,15,57,36,11,16,35,37,29,28,24,5,41,11,27,17,23,21,37,48,26,25,25,22,21,47,23,39,37,30,48,27,21,31,9,9,37,34,3,25,41,38,40,25,34,16,23,49,44,28,28,26,26,40,27,12,27,12,39,41,46,31,8,0,16,23,32,28,5,36,54,22,16,36,4,23,6,36,17,38,41,36,5,41,41,42,38,20,57,24,18
v74,14,11,36,6,36,23,12,29,48,34,7,51,20,21,6,19,31,23,44,30,21,25,27,11,21,11,5,31,42,10,19,19,38,35,31,25,33,25,14,42,21,21,25,7,19,31,28,13,19,27,22,24,11,18,10,17,33,28,34,34,20,42,34,21,24,43,18,33,35,30,15,18,16,0,7,26,38,13,30,48,38,22,30,20,19,12,30,23,24,35,20,11,35,35,26,22,12,41,30,24
v75,9,4,31,3,43,16,19,24,55,39,12,46,13,28,7,12,26,18,51,35,28,20,34,8,26,6,8,36,37,5,22,14,45,42,24,30,28,20,7,37,16,26,20,14,26,26,23,20,14,22,15,17,16,11,13,12,26,21,39,39,15,49,29,26,31,50,25,28,30,23,12,25,23,7,0,21,45,20,25,43,45,27,25,27,26,17,27,28,19,30,13,18,30,30,19,15,7,34,35,29
v76,30,25,14,20,26,33,14,25,38,60,33,25,34,21,20,33,25,11,34,56,37,35,21,29,47,17,29,19,16,20,7,9,28,25,41,51,7,31,24,16,5,47,21,23,41,9,16,33,13,35,32,34,37,28,16,11,43,38,60,60,10,32,8,9,20,33,20,7,9,40,33,40,32,26,21,0,28,37,4,22,28,48,20,36,9,38,10,49,32,9,30,27,17,13,36,32,14,51,56,50
v77,52,49,14,42,6,61,26,53,10,56,37,35,58,17,38,57,53,39,12,52,33,63,17,49,43,45,43,9,36,48,23,37,20,7,69,47,21,59,52,20,31,43,49,31,37,37,44,29,41,63,60,62,47,56,32,39,71,66,56,56,38,4,36,19,16,21,20,29,37,68,53,36,28,38,45,28,0,33,30,26,14,44,48,32,19,34,18,45,60,33,58,27,45,41,64,60,42,79,52,46
v78,27,24,47,17,27,36,23,40,35,23,12,62,33,16,17,32,42,34,31,19,8,38,16,24,14,22,18,42,53,23,30,30,25,26,44,20,44,36,27,53,32,18,36,14,6,42,39,4,30,38,35,37,22,31,21,28,46,41,23,23,31,29,45,32,17,30,17,44,46,43,28,5,5,13,20,37,33,0,41,59,25,13,41,7,28,3,41,14,35,46,33,10,46,46,39,35,23,54,19,13
v79,34,29,16,24,28,31,18,23,40,64,37,21,38,25,24,37,23,9,36,60,41,33,25,33,51,19,33,21,12,20,11,11,30,27,39,55,9,29,26,12,9,51,19,27,45,7,14,37,11,33,30,38,41,26,20,13,41,36,64,64,10,34,6,11,24,35,24,3,7,38,37,44,36,30,25,4,30,41,0,18,30,52,18,40,13,42,12,53,30,5,28,31,15,11,34,30,18,49,60,54
v80,52,47,12,42,32,49,36,29,34,82,55,11,56,43,42,55,29,25,38,78,59,39,43,51,69,37,51,17,12,38,29,29,46,33,45,73,15,35,44,6,27,69,25,45,63,17,20,55,29,39,42,56,59,40,38,31,47,42,82,82,28,30,14,27,42,47,42,15,13,44,55,62,54,48,43,22,26,59,18,0,40,70,24,58,31,60,18,71,36,13,34,49,21,17,40,46,36,55,78,72
v81,52,49,28,42,8,61,26,53,10,42,37,43,58,17,38,57,53,39,6,38,19,63,11,49,39,45,43,23,36,48,23,37,6,7,69,45,25,59,52,34,31,43,49,31,23,37,44,25,41,63,60,62,47,56,32,39,71,66,42,42,38,10,36,19,14,7,20,29,37,68,53,22,22,38,45,28,14,25,30,40,0,38,48,18,19,28,22,39,60,33,58,27,45,41,64,60,42,79,38,32
v82,18,23,58,28,38,23,34,51,48,12,15,73,20,27,28,19,53,45,44,8,21,47,27,19,1,33,19,53,64,32,41,41,38,37,31,7,55,47,26,64,43,5,47,25,19,53,50,15,41,49,28,24,11,30,32,39,39,48,12,12,42,42,56,43,28,43,28,55,57,44,15,18,16,22,27,48,44,13,52,70,38,0,52,20,39,10,52,1,46,57,36,21,57,57,36,24,34,41,8,20
v83,34,29,34,24,46,31,22,5,58,64,37,21,38,31,24,37,5,9,54,60,41,15,37,33,51,19,33,39,12,20,25,11,48,45,23,55,27,11,26,28,17,51,5,27,45,11,4,37,11,15,24,38,41,22,20,13,23,18,64,64,10,52,12,29,34,53,28,19,11,20,37,44,36,30,25,20,48,41,18,24,48,52,0,40,29,42,30,53,12,15,16,31,5,7,16,28,18,31,60,54
v84,34,31,46,24,26,43,22,39,28,24,19,61,40,15,20,39,41,33,24,20,1,45,15,31,21,27,25,41,52,30,29,29,18,25,51,27,43,41,34,52,31,25,35,13,5,41,38,7,29,45,42,44,29,38,20,27,53,48,24,24,30,28,44,31,16,23,16,43,45,50,35,4,4,20,27,36,32,7,40,58,18,20,40,0,27,10,40,21,42,45,40,9,45,45,46,42,24,61,20,14
v85,33,30,19,23,17,42,7,34,29,51,24,34,39,12,19,38,34,20,25,47,28,44,12,30,38,26,24,14,25,29,4,18,19,16,50,42,16,40,33,25,12,38,30,14,32,18,25,24,22,44,41,43,28,37,13,20,52,47,51,51,19,23,17,4,11,24,11,16,18,49,34,31,23,19,26,9,19,28,13,31,19,39,29,27,0,29,13,40,41,18,39,18,26,22,45,41,23,60,47,41
v86,24,21,48,18,28,33,24,41,38,22,9,63,30,17,18,29,43,35,34,18,11,37,17,21,11,23,15,43,54,22,31,31,28,27,41,17,45,37,24,54,33,15,37,15,9,43,40,5,31,39,32,34,19,28,22,29,43,38,22,22,32,32,46,33,18,33,18,45,47,40,25,8,6,12,17,38,34,3,42,60,28,10,42,10,29,0,42,11,36,47,30,11,47,47,36,32,24,51,18,12
v87,34,31,6,24,16,43,18,35,28,64,37,21,40,25,24,39,35,21,24,60,41,45,25,33,51,27,33,9,18,30,11,19,28,15,51,55,3,41,34,12,13,51,31,27,45,19,26,37,23,45,42,44,41,38,20,21,53,48,64,64,20,22,18,9,24,29,24,11,19,50,37,44,36,30,27,10,18,41,12,18,22,52,30,40,13,42,0,53,42,15,40,31,27,23,46,42,24,61,60,54
v88,19,24,59,29,39,22,35,52,49,11,16,74,19,28,29,18,54,46,45,7,22,48,28,20,2,34,20,54,65,33,42,42,39,38,30,6,56,48,27,65,44,4,48,26,20,54,51,16,42,50,29,23,12,31,33,40,40,49,11,11,43,43,57,44,29,44,29,56,58,45,16,19,17,23,28,49,45,14,53,71,39,1,53,21,40,11,53,0,47,58,37,22,58,58,37,25,35,40,7,21
v89,28,23,46,18,58,25,34,7,70,58,31,27,32,43,22,31,7,21,66,54,43,3,49,27,45,15,27,51,24,14,37,23,60,57,17,49,39,1,20,40,29,45,11,29,41,23,16,35,19,3,18,32,35,16,28,21,11,6,58,58,22,64,24,41,46,65,40,31,23,8,31,40,38,24,19,32,60,35,30,36,60,46,12,42,41,36,42,47,0,27,10,33,15,19,10,22,18,19,54,48
v90,39,34,19,29,31,36,23,20,43,69,42,16,43,30,29,42,20,12,39,65,46,30,30,38,56,24,38,24,7,25,16,16,33,30,36,60,12,26,31,13,14,56,16,32,50,4,11,42,16,30,29,43,46,27,25,18,38,33,69,69,15,37,3,14,29,38,29,4,4,35,42,49,41,35,30,9,33,46,5,13,33,57,15,45,18,47,15,58,27,0,25,36,12,8,31,33,23,46,65,59
v91,18,13,44,16,56,15,32,15,68,48,21,37,22,41,20,21,17,19,64,44,41,11,47,17,35,13,17,49,28,10,35,21,58,55,11,39,37,11,10,38,27,35,11,27,39,21,14,33,17,13,8,22,25,6,26,19,13,12,48,48,20,62,22,39,44,63,38,29,21,10,21,38,36,20,13,30,58,33,28,34,58,36,16,40,39,30,40,37,10,25,0,31,21,21,6,12,16,21,44,40
v92,25,22,37,15,25,34,13,30,37,33,10,52,31,10,11,30,32,24,33,29,10,36,16,22,20,18,16,32,43,21,20,20,27,24,42,24,34,32,25,43,22,20,26,4,14,32,29,6,20,36,33,35,20,29,11,18,44,39,33,33,21,31,35,22,13,32,7,34,36,41,26,13,5,11,18,27,27,10,31,49,27,21,31,9,18,11,31,22,33,36,31,0,36,36,37,33,15,52,29,23
v93,39,34,31,29,43,36,23,8,55,69,42,16,43,30,29,42,8,12,51,65,46,18,34,38,56,24,38,36,9,25,22,16,45,42,28,60,24,14,31,25,14,56,10,32,50,8,7,42,16,18,29,43,46,27,25,18,26,21,69,69,15,49,9,26,31,50,29,16,8,23,42,49,41,35,30,17,45,46,15,21,45,57,5,45,26,47,27,58,15,12,21,36,0,4,21,33,23,34,65,59
v94,39,34,27,29,39,36,23,12,51,69,42,16,43,30,29,42,12,12,47,65,46,22,30,38,56,24,38,32,7,25,18,16,41,38,28,60,20,18,31,21,14,56,10,32,50,4,7,42,16,22,29,43,46,27,25,18,30,25,69,69,15,45,5,22,29,46,29,12,4,27,42,49,41,35,30,13,41,46,11,17,41,57,7,45,22,47,23,58,19,8,21,36,4,0,23,33,23,38,65,59
v95,18,15,50,22,62,15,38,15,74,48,27,37,22,47,26,21,17,25,70,44,47,11,53,17,35,19,21,55,28,16,41,27,64,61,7,39,43,11,12,44,33,35,15,33,45,27,20,39,23,13,8,22,25,8,32,25,7,12,48,48,26,68,28,45,50,69,44,35,27,8,21,44,42,26,19,36,64,39,34,40,64,36,16,46,45,36,46,37,10,31,6,37,21,23,0,12,22,15,44,46
v96,8,11,46,18,58,3,34,27,70,36,23,49,10,43,22,9,29,21,66,32,43,23,49,11,23,15,17,51,40,12,37,23,60,57,9,27,39,23,8,40,29,23,23,29,41,29,26,35,19,25,4,10,13,6,28,21,15,24,36,36,22,64,32,41,46,65,40,31,33,20,9,40,38,22,15,32,60,35,30,46,60,24,28,42,41,32,42,25,22,33,12,33,33,33,12,0,18,19,32,42
v97,16,11,28,6,40,19,16,17,52,46,19,39,20,25,6,19,19,11,48,42,25,21,31,15,33,3,15,33,30,6,19,7,42,39,27,37,21,17,10,30,11,33,13,11,27,19,16,19,7,21,18,20,23,14,10,5,29,24,46,46,8,46,22,23,28,47,22,21,23,26,19,26,20,12,7,14,42,23,18,36,42,34,18,24,23,24,24,35,18,23,16,15,23,23,22,18,0,37,42,36
v98,27,30,65,37,77,18,53,26,89,49,42,44,21,62,41,22,26,40,85,47,62,16,68,30,40,34,36,70,43,31,56,42,79,76,10,38,58,20,27,59,48,36,30,48,60,42,35,54,38,16,19,21,32,23,47,40,8,13,47,51,41,83,43,60,65,84,59,50,42,11,26,59,57,41,34,51,79,54,49,55,79,41,31,61,60,51,61,40,19,46,21,52,34,38,15,19,37,0,45,61
v99,26,31,66,36,46,29,42,59,44,4,23,81,24,35,36,23,61,53,40,2,19,55,35,27,9,41,27,61,72,40,49,49,34,45,37,11,63,55,34,72,51,9,55,33,15,61,58,23,49,57,36,28,19,38,40,47,47,56,4,6,50,48,64,51,36,39,36,63,65,52,23,16,24,30,35,56,52,19,60,78,38,8,60,20,47,18,60,7,54,65,44,29,65,65,44,32,42,45,0,16
v100,34,31,60,30,40,43,36,53,38,12,19,75,40,29,30,39,55,47,34,14,13,49,29,31,21,35,25,55,66,34,43,43,26,39,51,27,57,49,34,66,45,25,49,27,9,55,52,17,43,51,42,44,29,38,34,41,53,50,18,10,44,42,58,45,30,25,30,57,59,50,35,10,18,24,29,50,46,13,54,72,32,20,54,14,41,12,54,21,48,59,40,23,59,59,46,42,36,61,16,0
