,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,60,22,46,21,10,16,37,1,34,39,24,32,6,52,25,20,9,53,51,43,57,41,24,69,55,49,28,31,26,40,41,36,8,33,28,73,32,13,35,11,50,36,22,26,23,26,42,50,40,35,41,47,38,34,55,34,8,27,40,66,19,48,47,50,35,60,0,27,17,38,46,8,59,14,34,47,39,27,41,32,40,16,26,36,57,31,43,42,43,25,39,21,47,68,46,28,29,38,62,37
v68,35,37,19,40,29,11,48,26,7,66,11,47,31,49,30,33,34,34,30,20,32,14,25,44,30,34,11,16,21,13,68,39,27,30,45,48,25,40,62,26,25,63,49,41,6,23,17,35,35,40,16,22,13,53,42,49,31,18,57,41,46,37,20,25,62,37,27,0,26,49,21,35,34,33,7,22,14,30,16,41,49,13,33,11,32,58,24,15,18,22,12,8,22,43,29,17,8,27,37,12
v69,61,27,33,30,7,15,38,16,21,56,15,37,15,53,26,23,20,54,52,44,58,24,25,70,56,50,15,32,27,31,58,37,17,34,35,74,33,30,52,6,51,53,39,31,20,9,43,51,41,36,42,48,39,43,56,39,9,28,47,67,36,49,34,51,52,61,17,26,0,39,47,25,60,23,27,48,40,28,42,33,41,17,27,37,58,48,44,39,44,8,22,18,48,69,47,29,30,39,63,38
v70,28,16,68,17,42,38,1,37,56,17,46,6,44,14,19,18,47,15,19,29,39,63,24,35,41,15,50,33,28,62,19,10,30,19,10,35,24,39,13,39,54,16,28,12,45,48,40,14,14,9,59,29,48,4,17,4,44,31,8,28,23,12,69,44,13,22,38,49,39,0,28,44,41,24,56,27,51,19,35,8,2,36,16,40,49,9,25,64,57,47,61,43,37,38,20,32,41,22,38,37
v71,14,24,40,25,50,32,27,45,28,45,32,26,52,28,21,26,55,13,9,3,11,35,22,23,13,13,32,15,20,34,47,18,38,13,24,27,14,47,41,47,26,42,36,20,27,44,12,14,14,19,31,1,20,32,21,28,52,19,36,20,31,16,41,16,41,16,46,21,47,28,0,52,13,32,28,1,23,19,7,20,28,30,20,12,21,37,3,36,29,43,33,29,9,22,8,18,17,8,16,9
v72,66,28,54,27,18,24,43,9,42,37,32,38,10,58,31,26,5,59,57,49,63,49,30,75,61,55,36,37,32,48,39,42,14,39,34,79,38,5,33,19,56,28,16,32,31,34,48,56,46,41,47,53,44,40,61,40,16,33,46,72,21,54,55,56,39,66,8,35,25,44,52,0,65,20,42,53,45,33,47,38,46,22,32,42,63,35,49,50,49,33,47,29,53,74,52,34,35,44,68,43
v73,13,37,27,38,63,45,40,58,39,58,45,39,65,41,34,39,68,26,22,16,2,36,35,10,4,26,45,28,33,29,60,31,51,26,37,16,27,60,54,60,13,55,49,33,40,57,17,27,27,32,18,12,21,45,34,41,65,32,49,19,44,29,28,9,54,29,59,34,60,41,13,65,0,45,33,14,20,32,18,33,41,43,33,23,8,50,16,23,16,56,38,42,12,9,21,31,30,21,3,22
v74,46,8,52,7,18,22,23,13,40,33,30,18,20,38,11,6,23,39,37,29,43,47,10,55,41,35,34,17,12,46,35,22,6,19,14,59,18,15,29,17,38,30,16,12,29,32,28,36,26,21,43,33,32,20,41,20,20,15,26,52,13,34,53,36,29,46,14,33,23,24,32,20,45,0,40,33,35,13,27,18,26,20,12,24,43,25,29,48,41,31,45,27,33,54,32,16,25,24,48,23
v75,34,44,12,47,30,18,55,33,6,73,12,54,32,56,37,40,37,41,37,27,31,7,32,43,29,41,12,23,28,6,75,46,34,37,52,47,32,47,69,27,24,70,56,48,11,24,16,42,42,47,15,27,12,60,49,56,32,25,64,40,53,44,13,24,69,44,34,7,27,56,28,42,33,40,0,29,13,37,21,48,56,20,40,16,31,65,31,12,17,23,5,13,21,42,36,24,15,34,36,19
v76,13,25,41,26,51,33,26,46,29,44,33,25,53,27,22,27,56,12,8,4,12,36,23,22,14,12,33,16,21,35,46,17,39,14,23,26,15,48,40,48,27,41,37,21,28,45,13,13,13,18,32,2,21,31,20,27,53,20,35,19,32,15,42,17,40,15,47,22,48,27,1,53,14,33,29,0,24,20,8,19,27,31,21,13,22,36,4,37,30,44,34,30,10,21,7,19,18,9,15,10
v77,23,39,17,42,43,25,50,38,19,68,25,49,45,51,32,35,48,36,32,22,18,16,27,30,16,36,25,18,23,11,70,41,31,32,47,34,27,42,64,40,11,65,51,43,20,37,11,37,37,42,8,22,3,55,44,51,45,20,59,29,48,39,18,11,64,39,39,14,40,51,23,45,20,35,13,24,0,32,16,43,51,23,35,11,18,60,26,13,6,36,18,22,14,29,31,19,10,29,23,14
v78,33,7,49,10,31,19,18,26,37,36,27,17,33,25,2,7,36,26,24,16,30,44,5,42,28,22,31,14,9,43,38,9,19,6,15,46,5,28,32,28,35,33,19,11,26,29,21,23,13,10,40,20,29,23,28,19,33,12,27,39,16,21,50,25,32,33,27,30,28,19,19,33,32,13,37,20,32,0,16,11,19,17,3,21,30,28,16,45,38,28,42,24,20,41,19,13,22,11,35,18
v79,19,23,33,26,45,27,34,40,21,52,27,33,47,35,16,21,50,20,16,6,16,28,17,28,14,20,27,10,15,27,54,25,33,16,31,32,11,42,48,42,19,49,35,27,22,39,5,21,21,26,24,6,13,39,28,35,47,14,43,25,32,23,34,9,48,23,41,16,42,35,7,47,18,27,21,8,16,16,0,27,35,25,19,5,16,44,10,29,22,38,26,24,6,27,15,13,12,13,21,4
v80,28,10,60,11,36,30,7,31,48,25,38,6,38,20,11,12,41,21,19,21,31,55,16,37,33,17,42,25,20,54,27,4,24,11,4,41,16,33,21,33,46,22,22,6,37,40,32,18,8,3,51,21,40,12,23,8,38,23,16,34,17,16,61,36,21,28,32,41,33,8,20,38,33,18,48,19,43,11,27,0,8,28,8,32,41,17,17,56,49,39,53,35,29,36,14,24,33,14,30,29
v81,28,18,68,19,44,38,3,39,56,17,46,8,46,12,19,20,49,15,19,29,39,63,24,35,41,15,50,33,28,62,19,10,32,19,12,33,24,41,13,41,54,18,30,14,45,48,40,14,14,9,59,29,48,6,15,6,46,31,8,26,25,12,69,44,13,20,40,49,41,2,28,46,41,26,56,27,51,19,35,8,0,36,16,40,49,11,25,64,57,47,61,43,37,38,20,32,41,22,38,37
v82,44,24,32,27,20,2,35,15,20,53,10,34,22,36,17,20,25,37,35,27,41,27,12,53,39,33,14,15,10,26,55,26,14,17,32,57,16,27,49,17,34,50,36,28,9,14,26,34,24,27,25,31,22,40,39,36,22,11,44,50,33,32,33,34,49,44,16,13,17,36,30,22,43,20,20,31,23,17,25,28,36,0,20,20,41,45,27,28,27,13,25,7,31,52,30,12,13,22,46,21
v83,34,4,52,7,30,22,15,25,40,33,30,14,32,26,3,6,35,27,25,17,31,47,8,43,29,23,34,17,12,46,35,10,18,7,12,47,8,27,29,27,38,30,16,8,29,32,24,24,14,9,43,21,32,20,29,16,32,15,24,40,13,22,53,28,29,34,26,33,27,16,20,32,33,12,40,21,35,3,19,8,16,20,0,24,33,25,17,48,41,31,45,27,21,42,20,16,25,12,36,21
v84,24,28,28,31,40,22,39,35,16,57,22,38,42,40,21,24,45,25,21,11,21,23,16,33,19,25,22,7,12,22,59,30,28,21,36,37,16,37,53,37,14,54,40,32,17,34,6,26,26,31,19,11,8,44,33,40,42,9,48,30,37,28,29,14,53,28,36,11,37,40,12,42,23,24,16,13,11,21,5,32,40,20,24,0,21,49,15,24,17,33,21,19,11,32,20,8,7,18,26,3
v85,21,37,25,40,61,43,48,56,37,66,43,47,63,49,32,37,66,34,30,20,10,34,33,14,8,34,43,26,31,27,68,39,49,30,45,24,25,58,62,58,7,63,49,41,38,55,15,35,35,40,16,20,19,53,42,49,63,30,57,27,46,37,24,7,62,37,57,32,58,49,21,63,8,43,31,22,18,30,16,41,49,41,33,21,0,58,24,19,14,54,36,40,12,11,29,29,28,27,11,20
v86,37,21,77,18,41,47,10,32,65,8,55,11,35,23,28,25,38,24,28,38,48,72,33,44,50,24,59,42,37,71,10,19,31,28,13,44,33,30,4,42,63,7,19,17,54,57,49,23,23,18,68,38,57,5,26,9,39,40,11,37,14,21,78,53,4,31,31,58,48,9,37,35,50,25,65,36,60,28,44,17,11,45,25,49,58,0,34,73,66,56,70,52,46,47,29,41,50,31,47,46
v87,17,21,43,22,47,29,24,42,31,42,29,23,49,25,18,23,52,10,8,4,14,38,19,26,16,10,29,12,17,37,44,15,35,10,21,30,11,44,38,44,29,39,33,17,24,41,15,11,11,16,34,4,23,29,18,25,49,16,33,23,28,13,44,19,38,17,43,24,44,25,3,49,16,29,31,4,26,16,10,17,25,27,17,15,24,34,0,39,32,40,36,26,12,25,5,15,16,5,19,12
v88,36,52,6,55,42,26,63,41,18,81,24,62,44,64,45,48,47,49,45,35,25,15,40,31,23,49,24,31,36,8,83,54,42,45,60,39,40,55,77,39,12,78,64,56,19,36,24,50,50,55,5,35,16,68,57,64,44,33,72,42,61,52,5,20,77,52,42,15,39,64,36,50,23,48,12,37,13,45,29,56,64,28,48,24,19,73,39,0,7,35,17,21,27,30,44,32,23,42,26,27
v89,29,45,11,48,47,29,56,42,23,74,29,55,49,57,38,41,52,42,38,28,18,20,33,26,16,42,29,24,29,13,76,47,35,38,53,32,33,48,70,44,7,71,57,49,24,41,17,43,43,48,2,28,9,61,50,57,49,26,65,35,54,45,12,13,70,45,43,18,44,57,29,49,16,41,17,30,6,38,22,49,57,27,41,17,14,66,32,7,0,40,22,26,20,25,37,25,16,35,19,20
v90,57,35,29,38,15,11,46,24,17,64,11,45,23,49,28,31,28,50,48,40,54,20,23,66,52,46,11,28,23,27,66,37,25,30,43,70,29,38,60,14,47,61,47,39,16,1,39,47,37,38,38,44,35,51,52,47,17,24,55,63,44,45,30,47,60,57,25,22,8,47,43,33,56,31,23,44,36,28,38,39,47,13,31,33,54,56,40,35,40,0,18,14,44,65,43,25,26,35,59,34
v91,39,49,11,52,29,23,60,38,5,78,15,59,37,61,42,45,42,46,42,32,36,2,37,48,34,46,11,28,33,9,80,51,39,42,57,52,37,52,74,28,29,75,61,53,16,19,21,47,47,52,20,32,17,65,54,61,31,30,69,45,58,49,12,29,74,49,39,12,22,61,33,47,38,45,5,34,18,42,26,53,61,25,45,21,36,70,36,17,22,18,0,18,26,47,41,29,20,39,41,24
v92,43,31,25,34,21,5,42,20,13,60,3,41,23,43,24,27,26,36,34,26,40,20,19,52,38,32,7,14,15,19,62,33,21,24,39,56,19,34,56,18,33,57,43,35,2,15,25,33,29,34,24,30,21,47,38,43,23,12,51,49,40,31,26,33,56,43,21,8,18,43,29,29,42,27,13,30,22,24,24,35,43,7,27,19,40,52,26,21,26,14,18,0,30,51,29,11,12,21,45,20
v93,13,25,31,28,51,33,36,46,27,54,33,35,53,37,22,27,56,22,18,8,10,26,23,22,8,22,33,16,21,25,56,27,39,18,33,26,15,48,50,48,17,51,37,29,28,45,5,23,23,28,22,8,11,41,30,37,53,20,45,19,34,25,32,7,50,25,47,22,48,37,9,53,12,33,21,10,14,20,6,29,37,31,21,11,12,46,12,27,20,44,26,30,0,21,17,19,18,15,15,10
v94,10,46,36,47,72,54,37,67,48,55,54,36,74,38,43,48,77,23,19,25,11,45,44,3,13,23,54,37,42,38,57,32,60,35,40,13,36,69,51,69,18,52,58,42,49,66,26,24,28,33,27,21,30,42,31,38,74,41,46,16,53,26,35,18,51,26,68,43,69,38,22,74,9,54,42,21,29,41,27,36,38,52,42,32,11,47,25,30,25,65,47,51,21,0,22,40,39,30,6,31
v95,14,24,48,25,50,32,19,45,36,37,32,18,52,20,21,26,55,7,5,9,19,43,22,23,21,5,32,15,20,42,39,10,38,13,18,27,14,47,33,47,34,34,36,20,27,44,20,6,6,11,39,9,28,24,13,20,52,19,28,20,31,8,49,24,33,14,46,29,47,20,8,52,21,32,36,7,31,19,15,14,20,30,20,20,29,29,5,44,37,43,41,29,17,22,0,18,21,8,18,17
v96,32,20,36,23,32,14,31,27,24,49,14,30,34,32,13,16,37,25,23,15,29,31,8,41,27,21,18,3,4,30,51,22,20,13,28,45,8,29,45,29,22,46,32,24,13,26,14,22,18,23,27,19,16,36,27,32,34,1,40,38,29,20,37,22,45,32,28,17,29,32,18,34,31,16,24,19,19,13,13,24,32,12,16,8,29,41,15,32,25,25,29,11,19,40,18,0,9,10,34,9
v97,31,29,27,32,33,15,40,28,15,58,15,39,35,41,22,25,38,26,22,14,28,22,17,40,26,26,15,8,13,21,60,31,21,22,37,44,17,32,54,30,21,55,41,33,10,27,13,27,27,32,18,18,9,45,34,41,35,10,49,37,38,29,28,21,54,31,29,8,30,41,17,35,30,25,15,18,10,22,12,33,41,13,25,7,28,50,16,23,16,26,20,12,18,39,21,9,0,19,33,8
v98,22,16,46,17,42,24,21,37,34,39,24,20,44,22,13,18,47,15,13,7,19,41,14,31,19,11,28,11,12,40,41,12,30,5,18,35,6,39,35,39,32,36,28,14,23,36,18,12,8,13,37,9,26,26,17,22,44,11,30,28,23,10,47,22,35,22,38,27,39,22,8,44,21,24,34,9,29,11,13,14,22,22,12,18,27,31,5,42,35,35,39,21,15,30,8,10,19,0,24,15
v99,10,40,30,41,66,48,37,61,42,55,48,36,68,38,37,42,71,23,19,19,5,39,38,7,7,23,48,31,36,32,57,28,54,29,34,13,30,63,51,63,16,52,52,36,43,60,20,24,24,29,21,15,24,42,31,38,68,35,46,16,47,26,31,12,51,26,62,37,63,38,16,68,3,48,36,15,23,35,21,30,38,46,36,26,11,47,19,26,19,59,41,45,15,6,18,34,33,24,0,25
v100,23,25,31,28,41,23,36,36,19,54,23,35,43,37,18,21,46,22,18,8,20,26,13,32,18,22,23,6,11,25,56,27,29,18,33,36,13,38,50,38,17,51,37,29,18,35,5,23,23,28,22,10,11,41,30,37,43,10,45,29,34,25,32,13,50,25,37,12,38,37,9,43,22,23,19,10,14,18,4,29,37,21,21,3,20,46,12,27,20,34,24,20,10,31,17,9,8,15,25,0
