,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,37,44,26,21,53,12,18,46,9,22,28,35,18,27,16,42,27,17,19,36,31,42,36,14,25,37,17,16,6,32,11,33,35,29,31,35,12,32,18,45,42,27,60,14,41,55,51,36,30,42,32,17,15,20,7,26,37,34,34,27,31,28,54,14,12,2,0,31,27,11,34,45,23,16,42,26,19,65,11,31,43,20,4,49,12,33,21,5,38,19,53,32,47,15,57,21,38,24,29,9
v68,48,13,37,30,64,25,41,31,40,53,17,46,45,38,39,53,16,48,50,15,34,53,43,17,36,20,30,27,25,43,26,8,24,18,42,34,31,1,25,56,53,20,29,43,10,24,20,5,1,21,13,20,40,43,30,37,36,43,23,38,20,59,65,35,19,31,31,0,38,42,3,56,54,35,29,37,14,34,30,20,40,27,27,20,19,8,12,34,27,30,30,43,16,38,26,10,27,25,40,28
v69,14,35,11,8,26,39,23,33,22,35,55,10,27,8,21,15,54,30,32,23,18,15,23,25,16,24,12,11,27,17,38,46,62,56,4,22,39,37,13,18,17,54,47,25,28,42,38,33,37,29,25,44,42,25,34,1,24,21,61,16,58,41,27,17,37,25,27,38,0,38,41,18,36,43,29,9,46,52,38,18,30,11,23,36,33,30,48,32,65,8,40,7,34,20,44,36,65,51,20,36
v70,48,55,37,32,64,17,29,57,20,29,35,46,29,38,27,53,36,24,26,47,42,53,47,25,36,48,28,27,17,43,16,44,24,26,42,46,11,43,29,56,53,22,71,25,52,66,62,47,41,53,43,22,4,31,12,37,48,45,35,38,30,17,65,25,23,13,11,42,38,0,45,56,28,7,53,37,28,76,12,42,54,31,15,60,23,44,30,8,27,30,64,43,58,26,68,32,29,17,40,14
v71,51,10,40,33,67,28,44,34,43,56,14,49,48,41,42,56,13,51,53,18,37,56,46,20,39,23,33,30,28,46,29,5,23,19,45,37,34,4,28,59,56,23,26,46,13,25,21,8,4,24,16,23,43,46,33,40,39,46,20,41,17,62,68,38,22,34,34,3,41,45,0,59,57,38,32,40,17,31,33,23,43,30,30,23,22,11,15,37,24,33,33,46,15,41,25,13,24,28,43,31
v72,8,53,21,26,8,57,33,25,36,45,73,10,37,18,31,19,72,40,42,41,22,21,13,43,26,36,28,29,45,13,56,64,80,74,14,22,57,55,31,10,7,72,43,35,46,34,38,51,55,35,43,62,60,35,52,19,20,13,79,26,76,51,9,31,55,43,45,56,18,56,59,0,46,61,27,19,64,42,56,36,20,29,41,36,51,48,66,50,83,26,30,17,44,30,34,54,83,69,30,54
v73,50,67,25,44,44,29,13,69,14,1,47,46,9,44,15,27,48,6,4,59,54,25,59,37,20,60,24,27,29,53,28,56,52,46,38,58,29,55,41,36,53,44,83,11,64,78,74,59,53,65,55,34,32,11,24,37,60,57,51,20,48,13,43,19,35,23,23,54,36,28,57,46,0,33,65,27,40,88,28,54,66,43,27,72,35,56,42,22,55,32,76,29,70,16,80,44,55,41,16,26
v74,53,48,42,35,69,10,34,50,25,34,28,51,34,43,32,58,29,29,31,40,39,58,48,18,41,41,33,32,16,48,9,37,19,19,47,39,4,36,30,61,58,15,64,30,45,59,55,40,34,46,36,15,5,36,9,42,41,48,28,43,23,24,70,30,16,18,16,35,43,7,38,61,33,0,46,42,21,69,5,35,47,32,20,53,16,37,23,11,22,35,57,48,51,31,61,25,22,10,45,7
v75,19,26,40,21,35,36,52,4,51,64,46,19,56,21,50,38,45,59,61,14,11,40,14,28,45,9,41,38,36,14,37,37,53,47,27,7,42,28,24,29,24,45,18,54,19,13,11,24,28,8,16,35,51,54,41,28,7,14,52,45,49,70,36,46,30,42,42,29,29,53,32,27,65,46,0,38,37,23,41,11,11,22,38,9,30,21,39,45,56,33,11,36,17,49,15,27,56,42,49,39
v76,23,40,2,17,27,38,14,42,17,26,54,19,18,17,12,16,53,21,23,32,27,16,32,24,7,33,9,10,26,26,37,45,61,55,11,31,38,36,14,19,26,53,56,16,37,51,47,32,36,38,28,43,41,16,33,10,33,30,60,7,57,32,28,12,36,24,26,37,9,37,40,19,27,42,38,0,45,61,37,27,39,16,22,45,32,29,47,31,64,7,49,6,43,11,53,35,64,50,11,35
v77,56,27,45,38,72,11,37,39,28,39,9,54,37,46,35,61,8,34,36,23,42,61,51,21,44,28,36,35,19,51,12,16,16,10,50,42,17,15,33,64,61,8,43,33,24,38,34,19,13,29,21,6,26,39,16,45,44,51,15,46,12,45,73,33,9,21,19,14,46,28,17,64,40,21,37,45,0,48,16,28,48,35,23,32,13,16,2,20,19,38,38,51,30,34,40,10,19,11,48,14
v78,38,21,63,44,44,59,75,19,74,87,41,42,79,44,73,61,40,82,84,29,34,63,29,51,68,28,64,61,59,35,60,32,54,50,50,30,65,33,47,52,35,54,7,77,24,10,14,29,35,23,33,54,74,77,64,51,28,31,43,68,46,93,45,69,53,65,65,34,52,76,31,42,88,69,23,61,48,0,64,34,22,45,61,16,53,32,46,68,51,56,12,59,18,72,8,44,47,59,72,62
v79,48,43,37,30,64,5,29,45,20,29,23,46,29,38,27,53,24,24,26,35,34,53,43,13,36,36,28,27,11,43,4,32,24,18,42,34,1,31,25,56,53,16,59,25,40,54,50,35,29,41,31,10,10,31,4,37,36,43,23,38,20,29,65,25,11,13,11,30,38,12,33,56,28,5,41,37,16,64,0,30,42,27,15,48,11,32,18,6,27,30,52,43,46,26,56,20,27,13,40,2
v80,28,17,29,10,44,25,41,15,40,53,37,26,45,18,39,33,36,48,50,5,14,33,23,17,34,6,30,27,25,23,26,28,44,38,22,14,31,19,13,36,33,36,29,43,10,24,20,15,19,11,7,26,40,43,30,17,16,23,43,34,40,59,45,35,19,31,31,20,18,42,23,36,54,35,11,27,28,34,30,0,20,11,27,18,19,12,30,34,47,22,22,25,16,38,26,18,47,33,38,28
v81,16,37,41,22,24,41,53,9,52,65,57,20,57,22,51,39,56,60,62,25,12,41,7,29,46,20,42,39,37,13,40,48,64,58,28,8,43,39,25,30,13,56,27,55,30,18,22,35,39,19,27,46,52,55,42,29,6,9,63,46,60,71,25,47,39,43,43,40,30,54,43,20,66,47,11,39,48,22,42,20,0,23,39,20,35,32,50,46,67,34,10,37,28,50,18,38,67,53,50,40
v82,21,24,18,3,37,28,30,26,29,42,44,19,34,11,28,26,43,37,39,16,11,26,16,14,23,17,19,16,16,16,27,35,51,45,15,15,28,26,2,29,26,43,40,32,21,35,31,22,26,22,14,33,31,32,23,10,17,16,50,23,47,48,38,24,26,20,20,27,11,31,30,29,43,32,22,16,35,45,27,11,23,0,16,29,22,19,37,23,54,11,33,16,27,27,37,25,54,40,27,25
v83,33,40,22,17,49,16,14,42,13,26,32,31,18,23,12,38,31,21,23,32,27,38,32,10,21,33,13,12,4,28,15,29,39,33,27,31,16,28,14,41,38,31,56,16,37,51,47,32,26,38,28,21,19,16,11,22,33,30,38,23,35,32,50,10,14,4,4,27,23,15,30,41,27,20,38,22,23,61,15,27,39,16,0,45,10,29,25,9,42,15,49,28,43,11,53,17,42,28,25,13
v84,28,17,47,28,44,43,59,11,58,71,37,26,63,28,57,45,36,66,68,13,18,47,23,35,52,12,48,45,43,23,44,28,44,38,34,14,49,19,31,36,33,38,11,61,10,6,2,15,19,7,17,38,58,61,48,35,16,23,43,52,40,77,45,53,37,49,49,20,36,60,23,36,72,53,9,45,32,16,48,18,20,29,45,0,37,16,30,52,47,40,10,43,8,56,8,28,47,43,56,46
v85,43,32,32,25,59,6,24,34,21,34,22,41,26,33,22,48,21,29,31,24,29,48,38,8,31,25,23,22,6,38,7,21,29,23,37,29,12,20,20,51,48,21,48,24,29,43,39,24,18,30,20,11,21,26,11,32,31,38,28,33,25,40,60,20,4,12,12,19,33,23,22,51,35,16,30,32,13,53,11,19,35,22,10,37,0,21,15,15,32,25,41,38,35,21,45,9,32,18,35,9
v86,40,11,31,22,56,27,43,23,42,55,25,38,47,30,41,45,24,50,52,7,26,45,35,19,36,12,32,29,27,35,28,16,32,26,34,26,33,7,17,48,45,24,27,45,8,22,18,3,7,13,5,22,42,45,32,29,28,35,31,36,28,61,57,37,21,33,33,8,30,44,11,48,56,37,21,29,16,32,32,12,32,19,29,16,21,0,18,36,35,24,22,35,14,40,24,12,35,27,40,30
v87,58,25,47,40,74,13,39,41,30,41,7,56,39,48,37,63,6,36,38,25,44,63,53,23,46,30,38,37,21,53,14,14,14,8,52,44,19,13,35,66,63,8,41,35,22,36,32,17,11,31,23,8,28,41,18,47,46,53,13,48,10,47,75,35,11,23,21,12,48,30,15,66,42,23,39,47,2,46,18,30,50,37,25,30,15,18,0,22,17,40,40,53,28,36,38,12,17,13,50,16
v88,42,47,31,24,58,9,23,49,14,23,27,40,23,32,21,47,28,18,20,39,34,47,39,17,30,40,22,21,9,37,8,36,30,24,36,38,7,35,21,50,47,22,63,19,44,58,54,39,33,45,35,14,10,25,4,31,40,37,29,32,26,25,59,19,15,7,5,34,32,8,37,50,22,11,45,31,20,68,6,34,46,23,9,52,15,36,22,0,33,24,56,37,50,20,60,24,33,19,34,6
v89,75,30,64,57,91,26,56,58,47,56,10,73,56,65,54,80,11,51,53,42,61,80,70,40,63,47,55,54,38,70,27,19,3,9,69,61,26,28,52,83,80,11,46,52,37,49,45,32,28,48,40,21,23,58,31,64,63,70,10,65,7,42,92,52,28,40,38,27,65,27,24,83,55,22,56,64,19,51,27,47,67,54,42,47,32,35,17,33,0,57,57,70,39,53,49,29,4,14,67,29
v90,18,35,7,12,34,31,19,37,18,31,47,16,23,12,17,23,46,26,28,27,22,23,27,17,12,28,8,5,19,21,30,38,54,48,12,26,31,29,9,26,23,46,51,21,32,46,42,27,29,33,23,36,34,21,26,7,28,25,53,12,50,37,35,13,29,17,19,30,8,30,33,26,32,35,33,7,38,56,30,22,34,11,15,40,25,24,40,24,57,0,44,13,38,16,48,28,57,43,16,28
v91,26,27,51,32,34,47,63,7,62,75,47,30,67,32,61,49,46,70,72,17,22,51,17,39,56,16,52,49,47,23,48,38,54,48,38,18,53,29,35,40,23,46,17,65,20,8,12,25,29,11,21,42,62,65,52,39,16,19,53,56,50,81,35,57,41,53,53,30,40,64,33,30,76,57,11,49,38,12,52,22,10,33,49,10,41,22,40,56,57,44,0,47,18,60,8,32,57,47,60,50
v92,21,40,6,15,21,44,16,40,23,28,60,17,20,15,16,10,59,23,25,30,25,10,30,30,9,31,15,16,32,24,43,51,67,61,9,29,44,42,18,13,24,59,54,18,35,49,45,38,42,36,30,49,47,18,39,8,31,28,66,9,63,34,22,18,42,30,32,43,7,43,46,17,29,48,36,6,51,59,43,25,37,16,28,43,38,35,53,37,70,13,47,0,41,17,51,41,70,56,13,41
v93,36,9,45,26,52,41,57,19,56,69,29,34,61,26,55,43,28,64,66,11,22,45,31,33,50,10,46,43,41,31,42,20,36,32,32,22,47,15,29,44,41,36,13,59,6,10,6,11,17,9,15,36,56,59,46,33,24,31,35,50,32,75,53,51,35,47,47,16,34,58,15,44,70,51,17,43,30,18,46,16,28,27,43,8,35,14,28,50,39,38,18,41,0,54,10,26,39,41,54,44
v94,34,51,11,28,38,27,3,53,6,15,43,30,7,28,1,27,42,10,12,43,38,27,43,21,10,44,8,11,15,37,26,40,50,44,22,42,27,39,25,30,37,42,67,5,48,62,58,43,37,49,39,32,30,5,22,21,44,41,49,12,46,21,39,3,25,13,15,38,20,26,41,30,16,31,49,11,34,72,26,38,50,27,11,56,21,40,36,20,53,16,60,17,54,0,64,28,53,39,14,24
v95,30,19,55,36,42,51,67,11,66,79,39,34,71,36,65,53,38,74,76,21,26,55,21,43,60,20,56,53,51,27,52,30,46,42,42,22,57,25,39,44,31,46,9,69,16,2,6,21,27,15,25,46,66,69,56,43,20,23,45,60,42,85,43,61,45,57,57,26,44,68,25,34,80,61,15,53,40,8,56,26,18,37,53,8,45,24,38,60,49,48,8,51,10,64,0,36,49,51,64,54
v96,46,23,35,28,62,15,31,29,30,43,19,44,35,36,29,51,18,38,40,15,32,51,41,11,34,18,26,25,15,41,16,12,26,20,40,32,21,11,23,54,51,18,39,33,20,34,30,15,9,21,11,10,30,33,20,35,34,41,25,36,22,49,63,25,9,21,21,10,36,32,13,54,44,25,27,35,10,44,20,18,38,25,17,28,9,12,12,24,29,28,32,41,26,28,36,0,29,15,38,18
v97,75,30,64,57,91,26,56,58,47,56,10,73,56,65,54,80,11,51,53,42,61,80,70,40,63,47,55,54,38,70,27,19,7,9,69,61,26,28,52,83,80,11,42,52,37,49,45,32,28,48,40,21,27,58,31,64,63,70,6,65,7,46,92,52,28,40,38,27,65,29,24,83,55,22,56,64,19,47,27,47,67,54,42,47,32,35,17,33,4,57,57,70,39,53,49,29,0,14,67,29
v98,61,38,50,43,77,12,42,44,33,42,18,59,42,51,40,66,19,37,39,30,47,66,56,26,49,33,41,40,24,56,13,27,11,9,55,47,12,26,38,69,66,5,54,38,35,49,45,30,24,36,26,7,15,44,17,50,49,56,18,51,13,34,78,38,14,26,24,25,51,17,28,69,41,10,42,50,11,59,13,33,53,40,28,43,18,27,13,19,14,43,47,56,41,39,51,15,14,0,53,15
v99,34,51,9,28,28,41,11,53,20,15,57,30,11,28,13,13,56,16,14,43,38,13,43,27,4,44,12,13,29,37,40,48,64,58,22,42,41,39,25,20,37,56,67,15,48,62,58,43,39,49,39,46,44,9,36,21,44,41,63,4,60,25,27,15,39,27,29,40,20,40,43,30,16,45,49,11,48,72,40,38,50,27,25,56,35,40,50,34,67,16,60,13,54,14,64,38,67,53,0,38
v100,46,41,35,28,62,3,27,43,18,27,21,44,27,36,25,51,22,22,24,33,32,51,41,11,34,34,26,25,9,41,2,30,26,20,40,32,3,29,23,54,51,18,57,23,38,52,48,33,27,39,29,8,12,29,2,35,34,41,25,36,22,31,63,23,9,11,9,28,36,14,31,54,26,7,39,35,14,62,2,28,40,25,13,46,9,30,16,6,29,28,50,41,44,24,54,18,29,15,38,0
