,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,32,35,37,9,29,15,25,35,26,8,51,56,6,40,5,40,26,36,32,33,25,18,28,4,22,8,41,45,18,52,26,2,7,46,36,23,19,47,42,17,41,40,27,29,30,53,11,28,36,33,31,36,34,48,20,17,17,58,28,13,14,48,48,19,30,31,0,48,34,6,8,6,58,22,20,21,47,48,13,34,17,9,38,22,40,8,15,21,31,21,23,41,49,29,34,20,6,41,44,30
v68,16,33,17,41,25,63,23,39,34,50,3,8,54,38,51,10,22,12,30,35,23,30,58,50,42,40,39,43,44,16,22,48,41,10,38,25,45,45,40,35,13,16,29,77,28,5,37,22,38,15,29,14,14,6,28,43,31,12,20,45,34,2,46,29,52,35,48,0,54,42,56,48,10,26,36,69,45,46,35,14,31,49,14,26,42,56,35,27,17,33,67,15,25,27,36,28,42,39,42,78
v69,38,35,49,25,35,37,53,15,60,42,57,62,28,18,39,46,48,42,38,19,55,36,6,30,12,42,29,21,52,58,32,32,35,52,70,29,15,21,34,51,47,46,61,25,36,59,35,54,16,39,29,42,40,54,26,51,25,64,36,21,20,54,14,49,4,65,34,54,0,40,32,28,64,42,18,31,35,20,33,40,51,25,44,40,12,34,19,27,49,55,13,47,55,35,68,30,38,37,34,26
v70,26,41,31,15,33,21,19,41,20,8,45,50,12,46,9,34,20,30,38,39,19,12,34,10,28,2,47,51,12,46,22,8,5,40,30,17,25,53,48,11,35,34,21,35,36,47,5,22,42,27,37,30,28,42,16,11,15,52,22,19,20,42,54,13,36,25,6,42,40,0,14,12,52,16,26,27,53,54,7,28,11,15,32,16,46,14,21,17,25,15,29,35,43,35,28,14,2,47,50,36
v71,40,37,45,15,37,7,33,33,28,10,59,64,4,38,7,48,34,44,40,31,33,26,26,6,20,16,39,43,20,60,34,8,15,54,38,31,17,45,40,21,49,48,33,21,38,61,19,36,34,41,31,44,42,56,28,19,25,66,36,11,22,56,46,27,28,33,8,56,32,14,0,8,66,30,20,13,45,46,21,42,25,7,46,30,38,2,21,29,39,23,21,49,57,37,36,28,14,39,42,22
v72,32,29,37,7,29,15,25,29,32,14,51,56,6,34,11,40,26,36,32,27,27,18,22,2,16,14,35,39,24,52,26,4,7,46,42,23,13,41,36,23,41,40,33,29,30,53,11,28,30,33,25,36,34,48,20,23,17,58,28,7,14,48,42,21,24,37,6,48,28,12,8,0,58,22,14,21,41,42,13,34,23,3,38,22,34,8,13,21,31,27,19,41,49,29,40,20,10,35,38,30
v73,26,29,25,51,29,73,33,49,44,60,11,2,64,46,61,18,32,22,26,45,33,40,68,60,52,50,35,43,54,8,32,58,51,18,46,35,55,43,32,45,21,18,37,87,28,11,47,30,48,25,35,22,24,14,38,53,41,4,30,55,44,10,52,39,62,45,58,10,64,52,66,58,0,36,46,79,37,44,45,24,41,59,20,36,52,66,45,37,27,43,77,17,17,29,44,38,52,31,34,88
v74,10,43,15,17,35,37,11,43,18,24,29,34,28,48,25,20,6,14,40,41,13,6,36,24,30,14,49,53,18,30,24,22,15,24,28,17,27,55,50,9,19,26,19,51,38,31,11,12,44,11,39,24,12,26,18,17,17,36,6,21,22,26,56,7,38,23,22,26,42,16,30,22,36,0,28,43,55,56,9,12,9,23,24,2,48,30,23,19,9,13,41,25,35,37,26,12,16,49,52,52
v75,20,17,35,11,17,27,39,15,46,28,39,44,18,20,25,28,34,28,20,13,41,22,22,16,6,28,21,25,38,40,14,18,21,34,56,11,9,27,22,37,31,28,47,41,18,41,21,40,16,25,11,24,22,36,10,37,11,46,22,9,6,36,28,35,16,51,20,36,18,26,20,14,46,28,0,33,27,28,19,22,37,13,26,26,20,20,5,9,35,41,31,29,37,17,54,16,24,21,24,42
v76,53,50,58,28,50,6,46,32,35,19,72,77,15,37,18,61,47,57,53,34,46,39,25,19,27,29,44,42,25,73,47,21,28,67,39,44,24,44,49,34,62,61,46,8,51,74,32,49,33,54,44,57,55,69,41,26,38,79,49,24,35,69,45,40,27,34,21,69,31,27,13,21,79,43,33,0,50,45,34,55,38,20,59,43,37,13,34,42,52,36,20,62,70,50,41,41,27,52,49,9
v77,47,12,62,38,20,50,66,20,73,55,48,37,41,17,52,35,61,55,15,16,68,49,39,43,25,55,6,14,65,29,31,45,48,55,83,38,28,14,5,64,58,29,74,58,17,48,48,67,19,52,16,31,43,51,37,64,38,33,49,34,33,43,23,62,33,78,47,45,35,53,45,41,37,55,27,50,0,15,46,49,64,38,31,53,23,47,32,36,62,68,48,30,20,18,81,43,51,6,3,59
v78,48,15,63,39,21,51,67,13,74,56,49,42,42,8,53,36,62,56,18,15,69,50,24,44,26,56,9,3,66,38,32,46,49,56,84,39,29,1,14,65,59,30,75,43,18,49,49,68,12,53,17,32,44,52,38,65,39,44,50,35,34,44,8,63,18,79,48,46,20,54,46,42,44,56,28,45,15,0,47,50,65,39,32,54,8,48,33,37,63,69,33,31,35,19,82,44,52,17,14,44
v79,19,34,24,8,26,28,20,34,27,15,38,43,19,39,16,27,15,23,31,32,22,5,27,15,21,9,40,44,19,39,15,13,6,33,37,10,18,46,41,18,28,27,28,42,29,40,2,21,35,20,30,23,21,35,9,18,8,45,15,12,13,35,47,16,29,32,13,35,33,7,21,13,45,9,19,34,46,47,0,21,18,14,25,9,39,21,14,10,18,22,32,28,36,28,35,7,7,40,43,43
v80,2,37,13,27,29,49,17,37,24,36,17,22,40,42,37,14,12,6,34,35,19,16,44,36,28,26,43,47,30,20,18,34,27,12,34,11,31,49,44,21,9,20,25,63,32,19,23,18,38,3,33,18,6,14,14,29,17,24,6,31,20,14,50,15,38,29,34,14,40,28,42,34,24,12,22,55,49,50,21,0,17,35,18,12,42,42,21,13,13,19,53,19,29,31,32,14,28,43,46,64
v81,17,52,20,26,44,32,8,52,9,19,34,39,23,57,20,29,9,19,49,50,8,15,45,21,39,9,58,62,13,35,33,19,16,29,19,26,36,64,59,4,24,35,10,46,47,36,16,11,53,16,48,33,21,31,27,12,26,41,15,30,31,31,65,2,47,14,17,31,51,11,25,23,41,9,37,38,64,65,18,17,0,26,33,11,57,25,32,28,14,4,40,34,44,46,17,21,13,58,61,47
v82,33,30,38,8,30,14,28,26,35,17,52,57,5,31,14,41,27,37,33,24,30,19,19,5,13,17,32,36,27,53,27,7,10,47,45,24,10,38,33,26,42,41,36,28,31,54,12,29,27,34,24,37,35,49,21,26,18,59,29,4,15,49,39,24,21,40,9,49,25,15,7,3,59,23,13,20,38,39,14,35,26,0,39,23,31,9,14,22,32,30,18,42,50,30,43,21,13,32,35,29
v83,16,19,31,31,11,53,35,29,42,40,17,18,44,26,41,4,30,24,16,25,37,20,48,40,32,30,25,29,34,14,12,38,31,24,52,15,35,31,26,33,27,2,43,67,14,17,27,36,28,21,15,2,12,20,18,33,21,20,18,35,24,12,32,31,42,47,38,14,44,32,46,38,20,24,26,59,31,32,25,18,33,39,0,22,32,46,25,17,31,37,57,3,11,13,50,18,32,25,28,68
v84,10,41,15,15,33,37,13,41,20,24,29,34,28,46,25,18,8,14,38,39,15,4,34,24,28,14,47,51,18,30,22,22,15,24,30,15,25,53,48,11,19,24,21,51,36,31,11,14,42,11,37,22,12,26,16,17,15,36,6,19,20,26,54,9,36,25,22,26,40,16,30,22,36,2,26,43,53,54,9,12,11,23,22,0,46,30,21,17,9,15,41,23,33,35,28,10,16,47,50,52
v85,40,23,55,31,23,43,59,5,66,48,45,50,34,6,45,34,54,48,26,7,61,42,16,36,18,48,17,9,58,46,24,38,41,48,76,31,21,9,22,57,51,34,67,35,24,47,41,60,4,45,17,30,36,44,30,57,31,52,42,27,26,42,8,55,10,71,40,42,12,46,38,34,52,48,20,37,23,8,39,42,57,31,32,46,0,40,25,29,55,61,25,35,43,23,74,36,44,25,22,36
v86,40,37,45,15,37,7,33,35,26,8,59,64,6,40,5,48,34,44,40,33,33,26,28,6,22,16,41,45,18,60,34,8,15,54,36,31,19,47,42,21,49,48,33,21,38,61,19,36,36,41,31,44,42,56,28,17,25,66,36,13,22,56,48,27,30,31,8,56,34,14,2,8,66,30,20,13,47,48,21,42,25,9,46,30,40,0,21,29,39,23,23,49,57,37,34,28,14,41,44,22
v87,19,20,30,6,16,28,34,20,41,23,38,43,19,25,20,27,29,23,19,18,36,17,23,15,7,23,26,30,33,39,13,13,16,33,51,10,10,32,27,32,28,27,42,42,17,40,16,35,21,20,16,23,21,35,7,32,6,45,17,10,1,35,33,30,17,46,15,35,19,21,21,13,45,23,5,34,32,33,14,21,32,14,25,21,25,21,0,8,30,36,32,28,36,16,49,11,19,26,29,43
v88,11,24,26,14,16,36,30,24,37,23,30,35,27,29,24,19,25,19,21,22,32,13,31,23,15,19,30,34,29,31,5,21,14,25,47,2,18,36,31,28,22,19,38,50,19,32,12,31,25,16,20,15,13,27,1,28,4,37,13,18,7,27,37,26,25,42,21,27,27,17,29,21,37,19,9,42,36,37,10,13,28,22,17,17,29,29,8,0,26,32,40,20,28,18,45,7,15,30,33,51
v89,15,50,6,24,42,46,6,50,17,33,20,25,37,55,34,27,5,7,47,48,6,13,43,33,37,23,56,60,27,33,31,31,24,15,21,24,34,62,57,18,10,33,12,60,45,22,20,5,51,10,46,31,19,17,25,26,24,29,13,28,29,19,63,12,45,18,31,17,49,25,39,31,27,9,35,52,62,63,18,13,14,32,31,9,55,39,30,26,0,16,50,32,42,44,19,19,25,56,59,61
v90,21,56,22,30,48,30,10,56,5,17,36,41,27,61,18,33,11,21,53,54,10,19,49,25,43,13,62,66,11,39,37,23,20,31,15,30,40,68,63,4,26,39,10,44,51,38,20,13,57,18,52,37,25,33,31,10,30,43,19,34,35,33,69,6,51,10,21,33,55,15,23,27,43,13,41,36,68,69,22,19,4,30,37,15,61,23,36,32,16,0,44,38,48,50,13,25,17,62,65,45
v91,51,48,56,26,48,26,44,28,49,31,70,75,17,31,28,59,45,55,51,32,44,37,9,19,25,31,42,34,41,71,45,21,26,65,59,42,22,34,47,40,60,59,50,14,49,72,30,47,29,52,42,55,53,67,39,40,36,77,47,22,33,67,25,38,15,54,23,67,13,29,21,19,77,41,31,20,48,33,32,53,40,18,57,41,25,23,32,40,50,44,0,60,68,48,57,39,27,50,47,15
v92,17,18,32,34,12,56,36,32,43,43,18,15,47,29,44,5,31,25,15,28,38,23,51,43,35,33,24,28,37,11,15,41,34,25,53,18,38,30,25,34,28,1,44,70,13,18,30,37,31,22,18,5,13,21,21,36,24,17,19,38,27,13,35,32,45,48,41,15,47,35,49,41,17,25,29,62,30,31,28,19,34,42,3,23,35,49,28,20,32,38,60,0,10,12,51,21,35,24,27,71
v93,27,20,42,42,20,64,46,40,53,51,28,17,55,37,52,15,41,35,17,36,48,31,59,51,43,41,26,34,45,9,23,49,42,35,63,26,46,34,21,44,38,9,54,78,19,28,38,47,39,32,26,13,23,31,29,44,32,13,29,46,35,23,43,42,53,58,49,25,55,43,57,49,17,35,37,70,20,35,36,29,44,50,11,33,43,57,36,28,42,48,68,10,0,20,61,29,43,18,21,79
v94,29,6,44,22,2,44,48,20,55,37,30,27,35,17,34,17,43,37,3,16,50,31,39,31,23,37,12,16,47,23,13,29,30,37,65,20,26,18,13,46,40,11,56,58,1,30,30,49,19,34,6,13,25,33,19,46,20,29,31,26,15,25,23,44,33,60,29,27,35,35,37,29,29,37,17,50,18,19,28,31,46,30,13,35,23,37,16,18,44,50,48,12,20,0,63,25,33,12,15,59
v95,34,69,19,43,61,35,15,69,8,26,33,44,40,74,29,46,20,26,66,67,13,32,62,38,56,26,75,79,16,52,50,36,33,26,2,43,53,81,76,17,23,52,7,49,64,33,33,14,70,29,65,50,38,30,44,17,43,48,32,47,48,38,82,19,64,7,34,36,68,28,36,40,44,26,54,41,81,82,35,32,17,43,50,28,74,34,49,45,19,13,57,51,61,63,0,38,30,75,78,50
v96,12,31,19,13,23,35,23,31,30,22,31,36,26,36,23,20,18,16,28,29,25,6,30,22,18,12,37,41,22,32,12,20,13,26,40,5,17,43,38,21,21,20,31,49,26,33,9,24,32,13,27,16,14,28,6,21,5,38,8,17,10,28,44,19,26,35,20,28,30,14,28,20,38,12,16,41,43,44,7,14,21,21,18,10,36,28,11,7,19,25,39,21,29,25,38,0,14,37,40,50
v97,26,39,31,13,31,21,19,39,22,8,45,50,12,44,9,34,20,30,36,37,19,12,32,8,26,4,45,49,14,46,20,6,3,40,32,17,23,51,46,13,35,34,23,35,34,47,5,22,40,27,35,30,28,42,14,13,13,52,22,17,18,42,52,13,34,27,6,42,38,2,14,10,52,16,24,27,51,52,7,28,13,13,32,16,44,14,19,15,25,17,27,35,43,33,30,14,0,45,48,36
v98,41,6,56,32,14,46,60,22,67,49,42,31,37,19,46,29,55,49,9,18,62,43,41,37,25,49,8,16,59,23,25,39,42,49,77,32,28,16,3,58,52,23,68,60,11,42,42,61,21,46,10,25,37,45,31,58,32,27,43,28,27,37,25,56,35,72,41,39,37,47,39,35,31,49,21,52,6,17,40,43,58,32,25,47,25,41,26,30,56,62,50,24,18,12,75,37,45,0,3,61
v99,44,9,59,35,17,47,63,19,70,52,45,34,38,16,49,32,58,52,12,15,65,46,38,40,22,52,5,13,62,26,28,42,45,52,80,35,25,13,2,61,55,26,71,57,14,45,45,64,18,49,13,28,40,48,34,61,35,30,46,31,30,40,22,59,32,75,44,42,34,50,42,38,34,52,24,49,3,14,43,46,61,35,28,50,22,44,29,33,59,65,47,27,21,15,78,40,48,3,0,58
v100,62,59,67,37,59,15,55,39,44,28,81,86,24,42,27,70,56,66,62,43,55,48,20,28,36,38,53,45,34,82,56,30,37,76,48,53,33,45,58,43,71,70,55,1,60,83,41,58,40,63,53,66,64,78,50,35,47,88,58,33,44,78,40,49,26,43,30,78,26,36,22,30,88,52,42,9,59,44,43,64,47,29,68,52,36,22,43,51,61,45,15,71,79,59,50,50,36,61,58,0
