,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,28,11,20,48,22,20,45,10,48,4,48,40,40,49,10,8,27,18,41,7,44,33,21,15,31,15,26,32,39,31,26,28,43,40,30,57,31,33,14,19,2,32,39,26,43,26,14,38,15,30,18,29,11,46,6,20,26,29,27,29,31,42,22,20,42,25,0,9,33,19,7,10,23,32,35,36,31,16,37,19,14,9,11,30,31,28,9,15,26,35,33,34,26,37,26,47,44,14,22,36
v68,27,16,19,39,21,19,46,13,49,9,49,31,41,40,11,17,18,19,32,16,45,30,22,16,32,16,27,31,40,30,33,19,34,31,31,48,40,24,15,20,11,33,30,35,34,17,11,47,16,31,17,20,12,37,11,23,17,30,28,30,22,43,23,29,43,16,9,0,34,20,4,17,14,23,34,37,32,25,36,18,15,6,10,21,32,29,2,16,25,36,32,25,17,28,19,38,45,23,31,37
v69,61,44,53,33,55,53,38,37,27,37,15,37,23,22,25,41,48,31,32,40,33,4,30,48,28,38,31,3,30,64,57,33,10,29,19,24,64,14,39,42,35,49,22,59,36,25,45,71,36,31,51,44,34,33,35,47,19,42,50,14,22,17,27,53,15,42,33,34,0,28,38,43,46,37,68,9,40,49,70,52,35,40,44,27,36,15,36,26,59,24,66,9,49,26,15,26,17,47,55,35
v70,47,30,39,43,41,39,26,9,29,23,29,35,21,44,9,13,34,3,36,24,25,28,2,34,12,10,7,27,20,50,29,23,38,35,11,52,36,28,11,14,21,21,34,31,38,21,31,43,8,11,37,30,8,41,13,19,21,14,22,14,26,23,3,25,23,28,19,20,28,0,24,29,32,27,54,19,12,33,56,38,7,26,30,25,12,13,22,4,45,16,52,29,35,32,21,42,25,31,27,17
v71,23,14,15,41,17,15,50,15,53,7,53,33,45,42,15,15,20,23,34,14,49,34,26,14,36,20,31,35,44,26,31,21,36,33,35,50,38,26,19,24,9,37,32,33,36,19,7,45,20,35,13,22,16,39,11,25,19,34,32,34,24,47,27,27,47,18,7,4,38,24,0,15,16,25,30,41,36,23,32,14,19,2,6,23,36,33,2,20,21,40,28,29,19,30,23,40,49,21,29,41
v72,18,1,10,56,12,10,55,20,58,8,58,48,50,57,20,18,35,28,49,5,54,41,31,5,41,25,36,40,49,23,36,36,51,48,40,65,23,41,24,29,8,42,47,24,51,34,22,30,25,40,22,37,21,54,16,30,34,39,37,39,39,52,32,16,52,33,10,17,43,29,15,0,31,40,25,46,41,8,27,9,24,17,11,38,41,38,17,25,20,45,23,42,34,45,34,55,54,6,14,46
v73,15,30,29,25,29,23,58,27,61,23,61,17,53,26,23,31,4,31,18,30,57,42,34,30,44,28,39,43,52,18,47,13,36,17,43,34,54,32,29,32,25,45,24,49,20,21,9,61,28,43,9,6,24,23,25,37,27,42,40,42,24,55,35,43,55,4,23,14,46,32,16,31,0,9,22,49,44,39,24,26,27,14,20,19,44,41,14,28,13,48,20,37,3,20,31,24,57,37,45,49
v74,24,39,38,16,38,32,49,36,52,32,52,8,44,17,24,40,11,30,9,39,48,33,29,39,35,37,30,34,43,27,56,4,27,8,34,25,63,23,38,41,34,48,15,58,11,12,18,70,35,34,18,7,33,14,34,46,18,41,49,33,15,46,26,52,46,7,32,23,37,27,25,40,9,0,31,40,39,48,33,35,34,23,29,10,35,32,23,25,22,39,29,28,12,11,22,15,48,46,54,40
v75,7,24,15,39,15,15,80,45,83,31,83,31,75,46,45,43,20,53,36,30,79,64,56,20,66,50,61,65,74,6,61,35,58,39,65,48,48,54,49,54,33,67,46,49,34,43,23,47,50,65,17,24,46,37,41,55,49,64,62,64,46,77,57,41,77,26,35,34,68,54,30,25,22,31,0,71,66,25,2,16,49,28,24,41,66,63,32,50,9,70,4,59,19,42,53,42,79,23,31,71
v76,64,47,56,36,58,56,29,28,18,40,12,40,14,25,26,32,51,22,35,41,24,9,21,51,19,29,22,8,21,67,48,36,19,32,10,33,55,17,30,33,38,40,25,50,39,28,48,62,27,22,54,47,25,36,30,38,22,33,41,7,25,8,18,44,6,45,36,37,9,19,41,46,49,40,71,0,31,50,73,55,26,43,47,30,27,8,39,21,62,15,69,12,52,29,18,29,8,48,46,26
v77,59,42,51,55,53,51,14,21,17,35,25,47,17,56,21,23,46,13,48,36,13,40,10,46,12,16,9,39,10,62,17,35,50,47,21,64,24,40,17,12,33,9,46,19,50,33,43,31,16,9,49,42,20,53,25,11,33,2,10,26,38,23,13,25,25,40,31,32,40,12,36,41,44,39,66,31,0,45,68,50,17,38,42,37,4,25,34,16,57,16,64,41,47,44,33,54,23,43,35,5
v78,26,9,10,64,10,16,59,24,62,16,62,56,54,65,24,22,43,32,57,9,58,49,35,9,45,29,40,48,53,31,40,44,59,56,44,73,27,49,28,33,14,46,55,28,59,42,30,26,29,44,30,45,25,62,20,34,42,43,41,43,47,56,36,20,56,41,16,25,49,33,23,8,39,48,25,50,45,0,23,13,28,25,19,46,45,42,25,29,28,49,21,50,42,53,42,63,58,2,10,50
v79,9,26,17,41,15,17,82,47,85,33,85,33,77,48,47,45,22,55,38,32,81,66,58,22,68,52,63,67,76,8,63,37,60,41,67,50,50,56,51,56,35,69,48,51,36,45,25,49,52,67,19,26,48,39,43,57,51,66,64,66,48,79,59,43,79,28,37,36,70,56,32,27,24,33,2,73,68,23,0,18,51,30,26,43,68,65,34,52,11,72,4,61,21,44,55,44,81,25,33,73
v80,13,8,3,51,3,3,64,29,67,15,67,43,59,52,29,27,30,37,44,14,63,48,40,4,50,34,45,49,58,18,45,31,46,43,49,60,32,38,33,38,17,51,42,33,46,29,17,35,34,49,17,32,30,49,25,39,33,48,46,48,34,61,41,25,61,28,19,18,52,38,14,9,26,35,16,55,50,13,18,0,33,12,8,33,50,47,16,34,15,54,14,43,29,40,37,50,63,11,19,55
v81,42,25,34,50,36,34,31,4,34,18,34,42,26,51,10,6,29,4,43,19,30,35,7,29,17,3,12,34,25,45,22,30,45,42,16,59,29,35,4,7,16,18,41,24,45,28,26,36,1,16,32,31,3,48,8,12,28,15,15,21,33,28,8,18,28,27,14,15,35,7,19,24,27,34,49,26,17,28,51,33,0,21,25,32,17,20,17,9,40,21,47,36,30,39,28,49,30,26,20,22
v82,21,16,15,39,15,13,52,17,55,9,55,31,47,40,17,17,18,25,32,16,51,36,28,16,38,22,33,37,46,24,33,19,34,31,37,48,40,26,21,26,11,39,30,35,34,17,5,47,22,37,11,20,18,37,13,27,21,36,34,36,22,49,29,29,49,16,9,6,40,26,2,17,14,23,28,43,38,25,30,12,21,0,6,21,38,35,4,22,19,42,26,31,17,28,25,38,51,23,31,43
v83,17,10,9,45,11,9,56,21,59,7,59,37,51,46,21,19,24,29,38,10,55,40,32,10,42,26,37,41,50,20,37,25,40,37,41,54,34,30,25,30,9,43,36,29,40,23,11,41,26,41,11,26,22,43,17,31,25,40,38,40,28,53,33,23,53,22,11,10,44,30,6,11,20,29,24,47,42,19,26,8,25,6,0,27,42,39,8,26,15,46,22,35,23,34,29,44,55,17,25,47
v84,34,37,36,18,36,30,39,34,42,30,42,10,34,19,22,38,21,28,11,37,38,23,27,37,25,35,28,24,33,37,54,6,17,10,24,27,61,13,36,39,32,46,9,56,13,4,18,68,33,28,24,17,31,16,32,44,8,39,47,23,5,36,24,50,36,15,30,21,27,25,23,38,19,10,41,30,37,46,43,33,32,21,27,0,33,22,21,23,32,29,39,18,22,7,12,17,38,44,52,32
v85,59,42,51,51,53,51,14,21,17,35,21,43,13,52,21,23,46,13,44,36,13,36,10,46,8,16,5,35,8,62,21,31,46,43,17,60,28,36,17,12,33,13,42,23,46,29,43,35,16,5,49,42,20,49,25,11,29,6,14,22,34,19,9,25,21,40,31,32,36,12,36,41,44,35,66,27,4,45,68,50,17,38,42,33,0,21,34,16,57,12,64,37,47,40,29,50,19,43,35,5
v86,56,39,48,30,50,48,23,22,20,32,20,32,12,31,18,26,43,16,27,33,18,15,15,43,13,23,16,14,15,59,42,28,25,24,4,39,49,15,24,27,30,34,21,44,31,20,40,56,21,16,46,39,19,28,22,32,14,27,35,1,17,14,12,38,14,37,28,29,15,13,33,38,41,32,63,8,25,42,65,47,20,35,39,22,21,0,31,13,54,9,61,16,44,21,10,29,16,40,40,20
v87,25,16,17,39,19,17,48,13,51,9,51,31,43,40,13,17,18,21,32,16,47,32,24,16,34,18,29,33,42,28,33,19,34,31,33,48,40,24,17,22,11,35,30,35,34,17,9,47,18,33,15,20,14,37,11,23,17,32,30,32,22,45,25,29,45,16,9,2,36,22,2,17,14,23,32,39,34,25,34,16,17,4,8,21,34,31,0,18,23,38,30,27,17,28,21,38,47,23,31,39
v88,43,26,35,41,37,35,30,11,33,19,33,33,25,42,5,15,30,5,34,20,29,26,6,30,16,12,11,25,24,46,31,21,36,33,15,50,38,26,13,16,17,23,32,33,36,19,27,45,10,15,33,26,8,39,9,21,19,16,24,14,24,27,7,27,27,24,15,16,26,4,20,25,28,25,50,21,16,29,52,34,9,22,26,23,16,13,18,0,41,20,48,27,31,30,19,40,29,27,29,21
v89,2,19,18,36,18,12,71,36,74,22,74,28,66,37,36,34,15,44,29,21,70,55,47,19,57,41,52,56,65,5,52,26,49,30,56,45,43,45,40,45,24,58,37,40,31,34,14,50,41,56,8,17,37,34,32,46,40,55,53,55,37,68,48,32,68,17,26,25,59,45,21,20,13,22,9,62,57,28,11,15,40,19,15,32,57,54,23,41,0,61,7,50,14,33,44,35,70,26,34,62
v90,63,46,55,39,57,55,14,25,13,39,13,39,5,40,25,27,50,17,34,40,9,24,14,50,4,20,9,23,6,66,33,35,34,31,5,48,40,24,21,18,37,25,30,35,38,27,47,47,20,7,53,46,24,37,29,23,21,18,26,10,24,7,13,29,9,44,35,36,24,16,40,45,48,39,70,15,16,49,72,54,21,42,46,29,12,9,38,20,61,0,68,25,51,28,17,38,9,47,39,11
v91,5,22,13,43,11,13,78,43,81,29,81,35,73,44,43,41,22,51,36,28,77,62,54,18,64,48,59,63,72,10,59,33,56,37,63,52,46,52,47,52,31,65,44,47,38,41,21,45,48,63,15,24,44,41,39,53,47,62,60,62,44,75,55,39,75,24,33,32,66,52,28,23,20,29,4,69,64,21,4,14,47,26,22,39,64,61,30,48,7,68,0,57,21,40,51,42,77,21,29,69
v92,52,41,44,24,46,44,39,38,28,34,24,28,24,15,26,42,39,32,23,41,34,5,31,41,29,39,32,6,31,55,58,24,9,20,20,23,65,5,40,43,36,50,13,60,27,16,36,72,37,32,42,35,35,24,36,48,10,43,51,15,13,18,28,54,18,33,34,25,9,29,29,42,37,28,59,12,41,50,61,43,36,31,35,18,37,16,27,27,50,25,57,0,40,17,8,17,20,48,56,36
v93,16,33,32,22,32,26,61,30,64,26,64,14,56,27,26,34,1,34,17,33,60,45,37,33,47,31,42,46,55,15,50,16,39,20,46,31,57,35,32,35,28,48,27,52,17,24,12,64,31,46,12,5,27,20,28,40,30,45,43,45,27,58,38,46,58,7,26,17,49,35,19,34,3,12,19,52,47,42,21,29,30,17,23,22,47,44,17,31,14,51,21,40,0,23,34,23,60,40,48,52
v94,35,44,43,11,43,37,42,41,41,37,41,11,33,12,29,45,22,35,6,44,37,22,34,44,32,42,35,23,34,38,61,9,16,3,23,20,68,12,43,46,39,53,4,63,10,11,23,75,40,35,25,18,38,9,39,51,11,46,54,22,6,35,31,57,35,16,37,28,26,32,30,45,20,11,42,29,44,53,44,40,39,28,34,7,40,21,28,30,33,28,40,17,23,0,11,10,37,51,59,39
v95,46,33,38,22,40,38,31,30,30,26,30,22,22,23,18,34,33,24,17,33,26,11,23,33,21,31,24,12,23,49,50,18,17,14,12,31,57,7,32,35,28,42,13,52,21,10,30,64,29,24,36,29,27,20,28,40,4,35,43,11,7,24,20,46,24,27,26,19,15,21,23,34,31,22,53,18,33,42,55,37,28,25,29,12,29,10,21,19,44,17,51,8,34,11,0,21,26,40,48,28
v96,37,54,53,7,53,47,52,51,41,47,41,11,37,4,39,55,22,45,6,54,47,22,44,54,42,52,45,23,44,38,71,19,16,7,33,10,78,14,53,56,49,63,8,73,10,21,33,85,50,45,33,18,48,7,49,61,21,56,64,28,16,35,41,67,35,22,47,38,26,42,40,55,24,15,42,29,54,63,44,50,49,38,44,17,50,29,38,40,35,38,42,17,23,10,21,0,37,61,69,49
v97,72,55,64,44,66,64,21,34,10,48,4,48,6,33,34,36,59,26,43,49,16,17,23,59,13,29,18,16,13,75,40,44,27,40,14,41,47,25,30,25,46,32,33,42,47,36,56,54,29,14,62,55,33,44,38,30,30,25,33,15,33,2,22,38,2,53,44,45,17,25,49,54,57,48,79,8,23,58,81,63,30,51,55,38,19,16,47,29,70,9,77,20,60,37,26,37,0,56,48,18
v98,24,7,8,62,10,14,57,22,60,14,60,54,52,63,22,20,41,30,55,7,56,47,33,7,43,27,38,46,51,29,38,42,57,54,42,71,25,47,26,31,12,44,53,26,57,40,28,24,27,42,28,43,23,60,18,32,40,41,39,41,45,54,34,18,54,39,14,23,47,31,21,6,37,46,23,48,43,2,25,11,26,23,17,44,43,40,23,27,26,47,21,48,40,51,40,61,56,0,8,48
v99,32,15,16,70,18,22,49,18,52,22,52,62,44,71,30,14,49,24,63,15,48,55,25,15,35,19,30,54,43,37,30,50,65,62,36,79,17,55,18,23,20,36,61,18,65,48,36,16,19,34,36,51,21,68,20,24,48,33,31,41,53,46,28,10,46,47,22,31,55,27,29,14,45,54,31,46,35,10,33,19,20,31,25,52,35,40,31,29,34,39,29,56,48,59,48,69,48,8,0,40
v100,64,47,56,50,58,56,9,26,12,40,20,42,12,51,26,28,51,18,43,41,8,35,15,51,7,21,10,34,5,67,22,36,45,42,16,59,29,35,22,17,38,14,41,24,45,28,48,36,21,6,54,47,25,48,30,16,28,7,15,21,33,18,14,30,20,45,36,37,35,17,41,46,49,40,71,26,5,50,73,55,22,43,47,32,5,20,39,21,62,11,69,36,52,39,28,49,18,48,40,0
