,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,32,44,36,40,17,28,42,27,37,29,45,4,19,46,9,42,62,58,26,50,69,52,25,25,53,17,35,39,49,32,33,27,17,17,49,49,52,21,35,28,29,26,40,42,27,26,40,10,55,5,25,46,34,55,19,38,30,48,32,49,41,29,17,29,7,19,0,34,32,25,29,39,14,32,23,24,42,12,26,64,42,32,14,14,45,56,23,32,33,47,43,18,56,47,25,29,20,49,38,55
v68,28,22,4,54,51,44,26,17,33,15,25,32,51,14,31,22,28,24,10,36,35,24,39,11,21,49,37,45,17,32,23,37,19,17,19,17,22,25,11,40,53,12,12,8,39,52,28,42,23,33,31,34,20,37,31,4,16,20,2,15,15,21,49,15,29,47,34,0,22,25,9,35,44,38,55,42,8,46,58,30,28,20,22,36,41,24,55,58,9,15,9,42,38,43,55,5,22,41,4,21
v69,28,12,22,54,29,44,30,17,33,7,13,32,51,14,23,30,50,46,12,38,57,40,39,13,41,27,37,45,17,32,1,37,19,15,37,25,40,25,23,40,53,14,28,30,39,52,8,42,43,27,31,34,2,43,31,26,18,16,20,37,29,21,49,17,29,47,32,22,0,7,13,35,22,38,55,20,30,28,58,52,30,2,22,36,41,24,55,58,21,15,31,20,44,43,55,17,12,41,26,43
v70,23,19,25,47,26,37,33,18,28,10,20,25,44,21,16,33,53,49,15,41,60,43,32,16,44,24,30,38,24,25,8,30,12,8,40,28,43,18,26,33,46,17,31,33,32,45,15,35,46,20,24,37,9,46,24,29,21,23,23,40,32,20,42,20,22,40,25,25,7,0,16,30,19,31,48,17,33,21,51,55,33,7,15,29,36,31,48,51,24,22,34,17,47,38,48,20,5,40,29,46
v71,25,15,9,51,42,41,23,14,30,6,16,29,48,17,22,19,37,33,3,33,44,27,36,8,28,40,34,42,20,29,14,34,16,12,24,20,27,22,10,37,50,9,15,17,36,49,19,39,30,24,28,31,11,34,28,13,13,19,7,24,16,18,46,12,26,44,29,9,13,16,0,32,35,35,52,33,17,37,55,39,25,11,19,33,38,27,52,55,8,18,18,33,35,40,52,4,13,38,13,30
v72,7,47,39,19,56,11,9,18,2,32,48,35,22,49,36,13,23,31,29,11,30,13,14,24,14,54,4,10,52,7,36,12,22,22,16,52,13,18,24,11,18,23,23,33,12,17,43,31,16,38,14,7,37,16,20,37,19,51,33,38,20,14,22,20,32,20,39,35,35,30,32,0,49,7,20,47,31,51,23,25,7,35,25,25,6,59,28,23,26,50,28,47,17,8,20,32,27,10,33,16
v73,42,30,44,50,7,38,52,37,47,29,31,14,33,36,13,52,72,68,34,60,79,62,35,35,63,5,45,49,35,42,21,37,27,27,59,47,62,31,45,38,39,36,50,52,37,36,26,24,65,11,35,56,24,65,29,48,40,34,42,59,51,39,31,39,17,29,14,44,22,19,35,49,0,42,37,10,52,10,40,74,52,24,24,24,55,42,37,42,43,33,53,4,66,57,37,39,22,59,48,65
v74,10,50,42,16,49,6,12,21,5,35,51,28,15,52,29,16,30,34,32,18,37,20,7,27,21,47,3,7,55,6,39,5,19,23,19,55,20,13,27,4,15,26,26,36,5,14,46,24,23,31,7,14,40,23,13,40,22,54,36,41,23,17,15,23,25,13,32,38,38,31,35,7,42,0,17,40,34,44,20,32,10,38,18,18,13,62,21,20,29,53,31,40,24,15,17,35,26,17,36,23
v75,27,67,59,21,36,11,29,38,22,52,68,23,4,69,32,33,43,51,49,31,50,33,16,44,34,40,18,20,72,23,56,18,36,40,36,72,33,30,44,15,10,43,43,53,16,7,63,13,36,28,24,27,57,36,24,57,39,71,53,58,40,34,6,40,26,8,23,55,55,48,52,20,37,17,0,47,51,31,7,45,27,55,33,19,26,79,8,13,46,70,48,41,37,28,6,52,43,30,53,36
v76,40,20,42,48,11,36,50,35,45,27,21,24,43,34,15,50,70,66,32,58,77,60,33,33,61,7,43,47,31,40,19,35,25,25,57,45,60,29,43,36,45,34,48,50,35,44,16,34,63,19,33,54,22,63,27,46,38,24,40,57,49,37,41,37,21,39,24,42,20,17,33,47,10,40,47,0,50,20,50,72,50,22,22,28,53,32,47,50,41,29,51,6,64,55,47,37,20,57,46,63
v77,24,30,8,50,59,40,22,15,29,23,33,38,47,18,39,18,20,16,18,32,27,20,35,17,17,57,33,41,21,28,31,33,25,25,15,21,18,21,7,36,49,16,8,2,35,48,36,38,19,41,27,30,28,33,27,6,12,28,10,7,11,17,45,13,35,43,42,8,30,33,17,31,52,34,51,50,0,54,54,22,24,28,28,32,37,28,51,54,9,21,3,50,34,39,51,13,30,37,4,15
v78,44,40,46,52,9,40,54,39,49,31,41,16,29,42,15,54,74,70,36,62,81,64,37,37,65,13,47,51,45,44,29,39,29,29,61,49,64,33,47,40,41,38,52,54,39,38,36,20,67,13,37,58,30,67,31,50,42,44,44,61,53,41,29,41,19,31,12,46,28,21,37,51,10,44,31,20,54,0,38,76,54,28,26,26,57,52,27,44,45,43,55,14,68,59,37,41,24,61,50,67
v79,30,70,62,14,43,14,32,41,25,55,71,26,9,72,35,36,44,54,52,24,43,34,19,47,37,43,21,13,75,26,59,21,39,43,39,75,36,33,47,18,5,46,46,56,19,6,66,18,35,31,27,24,60,29,27,60,42,74,56,61,43,37,9,43,29,11,26,58,58,51,55,23,40,20,7,50,54,38,0,38,30,58,36,22,19,82,15,6,49,73,51,44,30,21,3,55,46,23,56,39
v80,32,52,30,30,81,36,22,37,27,45,55,60,47,38,61,22,10,20,40,14,7,12,39,39,11,79,29,25,41,32,53,37,47,47,15,41,12,43,29,36,35,38,24,22,37,38,58,56,9,63,39,18,50,13,45,26,34,50,32,27,23,35,47,35,57,45,64,30,52,55,39,25,74,32,45,72,22,76,38,0,22,50,50,50,19,48,53,34,31,43,21,72,14,19,39,35,52,17,26,9
v81,10,40,32,26,59,16,2,15,5,25,41,38,25,42,39,6,20,24,22,8,27,10,17,17,11,57,9,17,45,10,31,15,25,25,9,45,10,21,17,14,25,16,16,26,15,24,36,34,13,41,17,6,30,13,23,30,12,44,26,31,13,13,25,13,35,23,42,28,30,33,25,7,52,10,27,50,24,54,30,22,0,28,28,28,13,52,31,30,19,43,21,50,14,15,27,25,30,13,26,13
v82,28,12,20,54,31,44,28,17,33,5,13,32,51,14,23,28,48,44,10,36,55,38,39,11,39,29,37,45,17,32,3,37,19,15,35,23,38,25,21,40,53,12,26,28,39,52,8,42,41,27,31,34,2,41,31,24,16,16,18,35,27,21,49,15,29,47,32,20,2,7,11,35,24,38,55,22,28,28,58,50,28,0,22,36,41,24,55,58,19,15,29,22,42,43,55,15,12,41,24,41
v83,18,34,26,32,31,22,28,13,23,19,35,10,29,36,11,28,48,44,16,36,55,38,17,11,39,29,21,25,39,18,23,15,3,7,35,39,38,7,21,18,31,12,26,28,17,30,30,20,41,13,11,32,24,41,9,24,16,38,20,35,27,15,27,15,7,25,14,22,22,15,19,25,24,18,33,22,28,26,36,50,28,22,0,14,31,46,33,36,19,37,29,22,42,33,33,19,10,35,24,41
v84,18,48,40,26,31,14,28,19,23,33,49,10,15,50,13,28,48,44,30,36,55,38,11,25,39,29,21,25,53,18,37,13,17,21,35,53,38,11,25,14,17,24,26,34,13,16,44,6,41,13,11,32,38,41,5,38,20,52,34,39,27,15,13,21,7,11,14,36,36,29,33,25,24,18,19,28,32,26,22,50,28,36,14,0,31,60,19,22,27,51,29,22,42,33,19,33,24,35,34,41
v85,13,53,45,13,62,17,15,24,8,38,54,41,28,55,42,19,27,37,35,5,24,17,20,30,20,60,10,6,58,13,42,18,28,28,22,58,19,24,30,17,16,29,29,39,18,19,49,37,18,44,20,7,43,10,26,43,25,57,39,44,26,20,28,26,38,26,45,41,41,36,38,6,55,13,26,53,37,57,19,19,13,41,31,31,0,65,34,17,32,56,34,53,11,2,20,38,33,4,39,22
v86,52,12,20,78,43,68,50,41,57,27,11,56,75,10,47,46,42,38,30,60,49,48,63,35,45,39,61,69,7,56,23,61,43,39,43,17,46,49,35,64,77,36,36,26,63,76,16,66,47,51,55,58,22,61,55,22,40,8,26,29,39,45,73,39,53,71,56,24,24,31,27,59,42,62,79,32,28,52,82,48,52,24,46,60,65,0,79,82,33,9,31,38,62,67,79,27,36,65,26,43
v87,27,67,59,29,36,17,31,38,26,52,68,23,6,69,32,33,51,51,49,39,58,41,16,44,42,40,24,28,72,23,56,18,36,40,38,72,41,30,44,17,18,43,43,53,16,15,63,13,44,28,24,35,57,44,24,57,39,71,53,58,40,34,6,40,26,8,23,55,55,48,52,28,37,21,8,47,51,27,15,53,31,55,33,19,34,79,0,21,46,70,48,41,45,36,14,52,43,38,53,44
v88,30,70,62,8,49,14,32,41,25,55,71,28,15,72,35,36,44,54,52,22,41,34,19,47,37,47,21,13,75,26,59,21,39,43,39,75,36,33,47,18,5,46,46,56,19,6,66,24,35,31,27,24,60,23,27,60,42,74,56,61,43,37,15,43,29,13,32,58,58,51,55,23,42,20,13,50,54,44,6,34,30,58,36,22,17,82,21,0,49,73,51,44,24,15,7,55,46,17,56,39
v89,19,21,13,45,50,35,17,8,24,14,24,29,42,23,30,13,29,25,9,27,36,19,30,8,20,48,28,36,26,23,22,28,16,16,16,26,19,16,2,31,44,7,7,9,30,43,27,33,22,32,22,25,19,28,22,11,7,25,7,16,8,12,40,6,26,38,33,9,21,24,8,26,43,29,46,41,9,45,49,31,19,19,19,27,32,33,46,49,0,24,10,41,29,34,46,6,21,32,7,22
v90,43,9,13,69,38,59,41,32,48,18,12,47,66,5,38,37,41,37,21,51,48,39,54,26,36,36,52,60,2,47,14,52,34,30,34,16,37,40,26,55,68,27,27,21,54,67,15,57,38,42,46,49,13,52,46,17,31,7,17,28,30,36,64,30,44,62,47,15,15,22,18,50,33,53,70,29,21,43,73,43,43,15,37,51,56,9,70,73,24,0,22,29,53,58,70,18,27,56,17,34
v91,21,31,11,47,60,37,19,16,26,24,34,39,44,21,40,15,19,15,19,29,26,17,32,18,14,58,30,38,24,25,32,30,26,26,12,24,15,22,8,33,46,17,5,5,32,45,37,35,16,42,24,27,29,30,24,9,13,29,11,10,8,14,42,14,36,40,43,9,31,34,18,28,53,31,48,51,3,55,51,21,21,29,29,29,34,31,48,51,10,22,0,51,31,36,48,14,31,34,5,12
v92,40,26,42,48,9,36,50,35,45,27,27,18,37,34,11,50,70,66,32,58,77,60,33,33,61,7,43,47,31,40,19,35,25,25,57,45,60,29,43,36,39,34,48,50,35,38,22,28,63,13,33,54,22,63,27,46,38,30,40,57,49,37,35,37,15,33,18,42,20,17,33,47,4,40,41,6,50,14,44,72,50,22,22,22,53,38,41,44,41,29,51,0,64,55,41,37,20,57,46,63
v93,24,50,42,16,73,28,14,29,19,37,51,52,39,52,53,16,24,34,32,6,21,14,31,31,17,71,21,17,55,24,45,29,39,39,19,55,16,35,27,28,27,30,26,36,29,30,50,48,15,55,31,10,42,1,37,40,26,54,36,41,23,27,39,27,49,37,56,38,44,47,35,17,66,24,37,64,34,68,30,14,14,42,42,42,11,62,45,24,29,53,31,64,0,9,31,35,44,7,36,19
v94,15,55,47,11,64,19,17,26,10,40,56,43,30,57,44,21,29,39,37,7,26,19,22,32,22,62,12,8,60,15,44,20,30,30,24,60,21,26,32,19,18,31,31,41,20,21,51,39,20,46,22,9,45,8,28,45,27,59,41,46,28,22,30,28,40,28,47,43,43,38,40,8,57,15,28,55,39,59,21,19,15,43,33,33,2,67,36,15,34,58,36,55,9,0,22,40,35,2,41,24
v95,27,67,59,15,42,11,29,38,22,52,68,23,8,69,32,33,41,51,49,25,44,31,16,44,34,40,18,14,72,23,56,18,36,40,36,72,33,30,44,15,4,43,43,53,16,3,63,17,32,28,24,21,57,30,24,57,39,71,53,58,40,34,8,40,26,8,25,55,55,48,52,20,37,17,6,47,51,37,3,39,27,55,33,19,20,79,14,7,46,70,48,41,31,22,0,52,43,24,53,36
v96,25,17,7,51,46,41,23,14,30,10,20,29,48,17,26,19,33,29,5,33,40,23,36,8,24,44,34,42,20,29,18,34,16,12,20,20,23,22,8,37,50,9,11,13,36,49,23,39,26,28,28,31,15,34,28,9,13,19,3,20,12,18,46,12,26,44,29,5,17,20,4,32,39,35,52,37,13,41,55,35,25,15,19,33,38,27,52,55,6,18,14,37,35,40,52,0,17,38,9,26
v97,20,24,22,42,29,32,30,15,25,9,25,20,39,26,11,30,50,46,12,38,57,40,27,13,41,27,25,33,29,20,13,25,7,5,37,29,40,13,23,28,41,14,28,30,27,40,20,30,43,15,19,34,14,43,19,26,18,28,20,37,29,17,37,17,17,35,20,22,12,5,13,27,22,26,43,20,30,24,46,52,30,12,10,24,33,36,43,46,21,27,31,20,44,35,43,17,0,37,26,43
v98,17,53,45,13,66,21,15,24,12,38,54,45,32,55,46,19,27,37,35,5,24,17,24,30,20,64,14,10,58,17,42,22,32,32,22,58,19,28,30,21,20,29,29,39,22,23,49,41,18,48,24,7,43,6,30,43,25,57,39,44,26,20,32,26,42,30,49,41,41,40,38,10,59,17,30,57,37,61,23,17,13,41,35,35,4,65,38,17,32,56,34,57,7,2,24,38,37,0,39,22
v99,26,26,6,52,55,42,24,15,31,19,29,34,49,16,35,20,24,20,14,34,31,22,37,13,19,53,35,43,19,30,27,35,21,21,17,19,20,23,9,38,51,12,10,4,37,50,32,40,21,37,29,32,24,35,29,4,14,24,6,11,13,19,47,13,31,45,38,4,26,29,13,33,48,36,53,46,4,50,56,26,26,24,24,34,39,26,53,56,7,17,5,46,36,41,53,9,26,39,0,17
v100,23,43,23,35,72,27,13,28,18,36,46,51,38,33,52,13,7,15,31,17,14,5,30,30,2,70,20,26,36,23,44,28,38,38,6,36,3,34,20,27,34,29,15,17,28,33,49,47,4,54,30,15,41,18,36,21,25,41,23,22,14,26,38,26,48,36,55,21,43,46,30,16,65,23,36,63,15,67,39,9,13,41,41,41,22,43,44,39,22,34,12,63,19,24,36,26,43,22,17,0
