,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,26,28,42,11,18,55,38,44,8,21,23,29,24,41,42,29,9,45,19,30,56,26,23,46,31,36,35,14,13,10,35,8,17,54,13,36,23,21,12,8,24,25,19,36,39,28,28,42,32,11,35,11,19,45,21,16,22,29,37,32,13,32,14,21,40,28,0,33,12,40,32,31,43,10,13,17,11,18,25,22,27,15,17,42,17,36,32,13,21,21,34,19,5,10,33,29,22,34,20,25
v68,33,7,23,38,35,22,29,13,25,12,42,62,17,22,15,28,24,32,52,51,29,9,56,27,52,69,56,19,44,37,20,29,50,27,46,57,32,42,37,37,37,8,26,27,26,61,61,41,17,22,16,32,52,16,42,33,25,50,58,1,24,1,33,22,19,49,33,0,33,21,53,64,42,33,32,50,32,43,24,15,6,22,28,35,50,17,11,34,54,28,55,28,38,35,54,50,55,23,41,58
v69,18,40,34,13,30,47,30,36,8,31,35,37,36,53,34,21,11,37,27,18,48,38,31,38,19,44,23,22,19,12,27,4,25,46,21,24,35,9,12,12,36,33,31,28,51,36,36,34,24,17,27,1,27,37,9,28,34,17,25,34,9,32,6,33,52,16,12,33,0,52,20,39,35,22,25,25,7,30,37,18,33,11,29,34,25,28,44,5,29,13,22,11,13,22,23,17,30,46,10,33
v70,52,14,42,51,22,43,48,32,44,21,21,45,16,1,34,47,41,51,37,70,48,14,45,46,71,48,75,30,53,50,39,48,55,46,41,76,17,61,52,48,16,19,21,46,5,40,44,60,36,35,35,51,59,35,61,24,18,69,77,20,43,20,52,19,4,68,40,21,52,0,72,51,61,30,27,45,51,22,15,34,19,41,23,54,29,36,10,53,33,47,74,47,39,30,73,69,44,6,60,43
v71,20,60,34,21,50,47,30,40,28,51,55,37,56,73,38,25,31,37,35,8,48,58,31,38,1,44,3,42,19,22,33,24,25,46,31,6,55,11,20,24,56,53,51,28,71,36,36,34,36,37,37,21,27,37,11,48,54,15,5,54,29,52,20,53,72,6,32,53,20,72,0,39,35,42,45,27,21,50,57,38,53,31,49,34,45,36,64,19,43,25,6,25,33,42,23,5,30,66,12,33
v72,57,57,73,26,29,86,69,75,39,52,34,6,47,52,73,60,40,76,14,47,87,55,8,77,40,5,38,45,20,27,66,35,14,85,18,33,34,34,27,27,35,56,38,67,50,15,7,73,63,42,66,38,12,76,42,31,39,54,34,63,44,63,45,42,51,45,31,64,39,51,39,0,74,31,32,14,32,29,40,53,58,46,36,73,24,67,53,44,22,52,33,50,26,29,62,34,9,45,29,8
v73,17,49,19,48,45,20,13,29,35,40,52,72,45,62,27,14,34,10,62,27,13,47,66,15,34,79,36,31,54,47,22,39,60,15,56,41,44,40,47,47,47,42,40,15,60,71,71,1,25,32,26,36,62,26,32,43,43,20,40,43,30,41,29,42,61,29,43,42,35,61,35,74,0,43,42,60,42,53,46,27,42,28,38,7,60,25,53,30,64,22,41,24,48,45,12,40,65,55,45,68
v74,26,26,42,21,8,55,38,44,14,21,13,29,16,31,42,29,11,45,19,40,56,24,23,46,41,36,45,14,23,20,35,18,25,54,13,46,13,31,22,18,14,25,9,36,29,28,28,42,32,11,35,21,29,45,31,6,12,39,47,32,13,32,22,11,30,38,10,33,22,30,42,31,43,0,3,17,21,10,15,22,27,15,7,42,17,36,22,23,21,21,44,19,9,2,43,39,22,24,30,25
v75,25,25,41,24,5,54,37,43,17,20,10,30,15,28,41,28,14,44,20,43,55,23,24,45,44,37,48,13,26,23,34,21,28,53,14,49,10,34,25,21,11,24,6,35,26,29,29,41,31,10,34,24,32,44,34,3,9,42,50,31,16,31,25,10,27,41,13,32,25,27,45,32,42,3,0,18,24,11,12,21,26,14,4,41,18,35,21,26,22,20,47,20,12,3,46,42,23,21,33,26
v76,43,43,59,12,23,72,55,61,25,38,28,12,33,46,59,46,26,62,8,33,73,41,6,63,26,19,30,31,8,13,52,21,10,71,4,31,28,20,13,13,29,42,24,53,44,11,11,59,49,28,52,24,14,62,28,21,27,40,32,49,30,49,31,28,45,31,17,50,25,45,27,14,60,17,18,0,18,23,30,39,44,32,22,59,18,53,39,30,16,38,29,36,12,15,48,24,5,39,15,8
v77,25,39,41,6,29,54,37,43,7,30,34,30,35,52,41,28,10,44,20,19,55,37,24,45,20,37,24,21,12,5,34,3,18,53,14,25,34,10,5,5,35,32,30,35,50,29,29,41,31,16,34,6,20,44,10,27,33,22,26,33,12,31,13,32,51,17,11,32,7,51,21,32,42,21,24,18,0,29,36,21,32,14,28,41,24,35,43,12,22,20,23,18,12,21,30,18,23,45,9,26
v78,36,36,52,29,8,65,48,54,22,31,5,23,26,23,52,39,19,55,15,48,66,34,23,56,49,26,53,24,31,28,45,26,33,64,19,54,11,39,30,26,6,35,17,46,21,18,22,52,42,21,45,29,37,55,39,10,18,47,55,42,23,42,30,21,26,46,18,43,30,22,50,29,53,10,11,23,29,0,19,32,37,25,15,52,7,46,32,31,11,31,52,29,17,8,51,47,22,20,38,21
v79,37,17,33,36,11,46,33,35,29,12,18,38,7,16,33,32,26,36,28,55,47,15,32,37,56,45,60,15,38,35,26,33,40,45,26,61,8,46,37,33,13,16,6,31,14,37,37,45,23,20,26,36,44,36,46,9,3,54,62,23,28,23,37,4,15,53,25,24,37,15,57,40,46,15,12,30,36,19,0,19,18,26,8,39,26,27,13,38,30,32,59,32,24,15,58,54,31,9,45,34
v80,18,22,20,27,24,33,16,22,14,13,31,51,18,35,20,13,13,23,41,36,34,20,45,24,37,58,41,8,33,26,13,18,39,32,35,42,21,27,26,26,26,15,15,14,33,50,50,26,10,11,13,17,41,23,27,22,16,35,43,16,9,14,18,15,34,34,22,15,18,34,38,53,27,22,21,39,21,32,19,0,15,7,17,20,39,14,26,19,43,13,40,13,27,24,39,35,44,28,26,47
v81,33,7,23,32,29,28,29,17,25,6,36,56,11,20,15,28,22,32,46,51,29,5,50,27,52,63,56,13,38,31,20,29,44,27,40,57,26,42,33,31,31,2,20,27,20,55,55,41,17,16,16,32,46,18,42,27,19,50,58,5,24,5,33,16,19,49,27,6,33,19,53,58,42,27,26,44,32,37,18,15,0,22,22,35,44,17,11,34,48,28,55,28,32,29,54,50,49,17,41,52
v82,11,29,27,20,19,40,23,29,7,20,24,44,25,42,27,14,6,30,34,29,41,27,38,31,30,51,34,11,26,19,20,11,32,39,28,35,24,20,19,19,25,22,20,21,40,43,43,27,17,6,20,10,34,30,20,17,23,28,36,23,2,21,11,22,41,27,15,22,11,41,31,46,28,15,14,32,14,25,26,7,22,0,18,27,32,21,33,12,36,6,33,6,20,17,32,28,37,35,19,40
v83,29,21,37,28,7,50,33,39,21,16,14,34,11,24,37,24,18,40,24,47,51,19,28,41,48,41,52,9,30,27,30,25,32,49,18,53,6,38,29,25,9,20,2,31,22,33,33,37,27,12,30,28,36,40,38,5,5,46,54,27,20,27,29,6,23,45,17,28,29,23,49,36,38,7,4,22,28,15,8,17,22,18,0,37,22,31,17,30,26,24,51,24,16,7,50,46,27,17,37,30
v84,16,42,12,47,44,13,6,22,34,33,51,71,38,55,20,13,33,3,61,26,14,40,65,8,33,78,35,28,53,46,15,38,59,12,55,40,41,39,46,46,46,35,35,8,53,70,70,6,18,31,19,35,61,19,31,42,36,19,39,36,29,34,28,35,54,28,42,35,34,54,34,73,7,42,41,59,41,52,39,20,35,27,37,0,59,18,46,29,63,21,40,23,47,44,19,39,64,48,44,67
v85,43,43,59,24,15,72,55,61,25,38,10,18,33,28,59,46,26,62,10,43,73,41,18,63,44,19,48,31,26,23,52,21,28,71,14,49,18,34,25,21,13,42,24,53,26,11,17,59,49,28,52,24,32,62,34,17,25,42,50,49,30,49,31,28,33,41,17,50,25,29,45,24,60,17,18,18,24,7,26,39,44,32,22,59,0,53,39,30,4,38,47,36,12,15,48,42,17,27,33,16
v86,16,24,6,41,38,19,12,8,28,15,45,65,20,37,6,11,27,15,55,34,20,22,59,10,35,72,39,22,47,40,3,32,53,18,49,40,35,33,40,40,40,17,29,10,35,64,64,24,4,25,1,29,55,9,25,36,28,33,41,18,23,16,22,25,36,32,36,17,28,36,36,67,25,36,35,53,35,46,27,14,17,21,31,18,53,0,28,23,57,15,38,17,41,38,37,33,58,30,38,61
v87,44,4,34,43,24,33,40,24,36,13,31,51,8,11,26,39,33,43,41,62,40,6,45,38,63,58,67,22,45,42,31,40,47,38,35,68,21,53,44,40,26,11,15,38,15,50,50,52,28,27,27,43,51,27,53,22,14,61,69,10,35,12,44,11,8,60,32,11,44,10,64,53,53,22,21,39,43,32,13,26,11,33,17,46,39,28,0,45,43,39,66,39,31,24,65,61,44,12,52,47
v88,13,41,29,18,31,42,25,31,9,32,36,42,37,54,29,16,12,32,32,17,43,39,36,33,18,49,22,23,24,17,22,9,30,41,26,23,36,10,17,17,37,34,32,23,52,41,41,29,19,18,22,6,32,32,8,29,35,16,24,35,10,33,1,34,53,15,13,34,5,53,19,44,30,23,26,30,12,31,38,19,34,12,30,29,30,23,45,0,34,8,21,6,18,23,20,16,35,47,15,38
v89,47,47,63,22,19,76,59,65,29,42,12,16,37,32,63,50,30,66,8,41,77,45,16,67,42,17,46,35,24,21,56,25,26,75,12,47,22,32,23,19,17,46,28,57,28,7,15,63,53,32,56,28,30,66,32,21,29,44,48,53,34,53,35,32,37,39,21,54,29,33,43,22,64,21,22,16,22,11,30,43,48,36,26,63,4,57,43,34,0,42,45,40,16,19,52,40,15,31,31,14
v90,5,35,21,26,25,34,17,23,13,26,30,50,31,48,21,8,12,24,40,23,35,33,44,25,24,57,28,17,32,25,14,17,38,33,34,29,30,18,25,25,31,28,26,15,46,49,49,21,11,12,14,14,40,24,14,23,29,22,30,29,8,27,7,28,47,21,21,28,13,47,25,52,22,21,20,38,20,31,32,13,28,6,24,21,38,15,39,8,42,0,27,2,26,23,26,22,43,41,23,46
v91,24,62,40,23,52,53,36,42,30,53,57,31,58,75,40,27,33,43,37,14,54,60,29,44,7,38,5,44,21,24,35,26,19,52,33,2,57,13,22,26,58,55,53,34,73,38,30,40,38,39,39,23,21,43,13,50,56,21,3,56,31,54,22,55,74,12,34,55,22,74,6,33,41,44,47,29,23,52,59,40,55,33,51,40,47,38,66,21,45,27,0,27,35,44,29,5,30,68,14,31
v92,7,35,23,24,25,36,19,25,11,26,30,48,31,48,23,10,10,26,38,23,37,33,42,27,24,55,28,17,30,23,16,15,36,35,32,29,30,16,23,23,31,28,26,17,46,47,47,23,13,12,16,12,38,26,14,23,29,22,30,29,6,27,5,28,47,21,19,28,11,47,25,50,24,19,20,36,18,29,32,13,28,6,24,23,36,17,39,6,40,2,27,0,24,21,26,22,41,41,21,44
v93,31,31,47,12,17,60,43,49,13,26,22,24,23,40,47,34,14,50,14,31,61,29,18,51,32,31,36,19,14,11,40,9,16,59,8,37,22,22,13,9,23,30,18,41,38,23,23,47,37,16,40,12,20,50,22,15,21,30,38,37,18,37,19,20,39,29,5,38,13,39,33,26,48,9,12,12,12,17,24,27,32,20,16,47,12,41,31,18,16,26,35,24,0,9,36,30,17,33,21,20
v94,28,28,44,21,8,57,40,46,14,23,13,27,18,31,44,31,11,47,17,40,58,26,21,48,41,34,45,16,23,20,37,18,25,56,11,46,13,31,22,18,14,27,9,38,29,26,26,44,34,13,37,21,29,47,31,6,12,39,47,34,15,34,22,13,30,38,10,35,22,30,42,29,45,2,3,15,21,8,15,24,29,17,7,44,15,38,24,23,19,23,44,21,9,0,43,39,20,24,30,23
v95,21,61,31,36,51,32,25,41,29,52,56,60,57,74,39,26,32,22,50,15,25,59,54,27,22,67,24,43,42,35,34,27,48,27,44,29,56,28,35,35,57,54,52,27,72,59,59,13,37,38,38,24,50,38,20,49,55,8,28,55,30,53,21,54,73,17,33,54,23,73,23,62,12,43,46,48,30,51,58,39,54,32,50,19,48,37,65,20,52,26,29,26,36,43,0,28,53,67,33,56
v96,23,57,39,18,47,52,35,41,25,48,52,32,53,70,39,26,28,42,32,13,53,55,26,43,6,39,6,39,16,19,32,21,20,51,28,7,52,8,17,21,53,50,48,33,68,33,31,39,33,34,34,18,22,42,8,45,51,20,8,51,26,49,17,50,69,11,29,50,17,69,5,34,40,39,42,24,18,47,54,35,50,28,46,39,42,33,61,16,40,22,5,22,30,39,28,0,25,63,9,28
v97,48,48,64,17,22,77,60,66,30,43,27,7,38,45,64,51,31,67,7,38,78,46,1,68,31,14,31,36,11,18,57,26,11,76,9,32,27,25,18,18,28,47,29,58,43,8,6,64,54,33,57,29,15,67,33,22,30,45,33,54,35,54,36,33,44,36,22,55,30,44,30,9,65,22,23,5,23,22,31,44,49,37,27,64,17,58,44,35,15,43,30,41,17,20,53,25,0,38,20,3
v98,46,16,36,45,16,45,42,34,38,15,19,39,10,7,32,41,35,45,31,64,46,14,39,40,65,46,69,24,47,44,33,42,49,44,35,70,11,55,46,42,14,15,15,40,5,38,38,54,30,29,29,45,53,35,55,18,12,63,71,22,37,22,46,13,6,62,34,23,46,6,66,45,55,24,21,39,45,20,9,28,17,35,17,48,27,30,12,47,31,41,68,41,33,24,67,63,38,0,54,37
v99,28,48,44,9,38,57,40,46,16,39,43,27,44,61,44,31,19,47,23,18,58,46,21,48,11,34,15,30,9,10,37,12,15,56,19,16,43,5,8,12,44,41,39,38,59,26,26,44,34,25,37,9,17,47,13,36,42,25,17,42,17,40,16,41,60,16,20,41,10,60,12,29,45,30,33,15,9,38,45,26,41,19,37,44,33,38,52,15,31,23,14,21,21,30,33,9,20,54,0,23
v100,51,51,67,20,23,80,63,69,33,46,26,4,41,44,67,54,34,70,6,41,81,49,2,71,34,11,32,39,14,21,60,29,12,79,12,33,26,28,21,21,27,50,32,61,42,7,3,67,57,36,60,32,16,70,36,25,33,48,34,57,38,57,39,36,43,39,25,58,33,43,33,8,68,25,26,8,26,21,34,47,52,40,30,67,16,61,47,38,14,46,31,44,20,23,56,28,3,37,23,0
