,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,38,13,36,25,28,16,13,47,21,61,25,14,26,54,24,40,28,29,24,24,24,28,61,29,18,64,13,36,58,53,12,36,25,30,34,41,59,28,18,11,53,11,40,38,46,30,44,40,15,28,25,31,37,34,32,17,18,42,37,32,30,30,23,52,41,17,0,63,6,29,29,32,23,17,34,18,40,40,30,26,50,55,53,26,41,27,40,42,64,34,58,27,39,25,47,17,8,20,5,50
v68,65,58,27,48,35,79,50,36,84,10,38,63,43,15,39,23,35,34,39,73,41,35,2,34,51,5,58,27,47,10,75,27,46,33,63,22,8,41,45,56,10,52,57,25,17,33,57,23,70,49,38,64,26,29,31,46,45,31,26,31,67,41,40,13,24,70,63,0,67,34,34,59,58,46,29,81,33,23,43,63,41,10,10,37,22,36,63,21,1,65,47,38,24,64,36,56,59,43,58,27
v69,44,9,40,19,32,22,17,53,21,65,29,20,24,58,28,44,32,33,28,30,30,32,65,33,16,68,19,40,64,57,12,40,21,34,40,45,63,34,22,17,57,17,46,42,50,34,50,44,21,34,29,37,41,38,36,23,22,48,41,36,36,26,29,56,45,23,6,67,0,33,33,38,29,21,38,20,46,44,24,32,56,59,57,30,45,31,46,46,68,40,64,29,43,31,53,11,14,24,9,54
v70,31,40,37,52,37,45,16,20,50,32,44,29,53,25,47,11,11,48,49,39,7,47,32,34,45,35,24,7,31,24,41,11,52,25,29,18,30,7,39,22,24,18,23,9,17,19,23,11,36,15,26,30,26,17,33,12,27,15,18,29,33,57,6,23,12,36,29,34,33,0,10,25,24,38,9,47,13,11,57,29,23,26,24,45,26,36,29,17,35,31,31,54,26,30,20,44,25,13,28,21
v71,31,30,27,42,27,45,16,30,50,32,34,29,43,25,37,15,1,38,39,39,7,37,32,24,35,35,24,11,41,24,41,7,42,15,29,12,30,11,29,22,24,18,23,11,17,9,27,11,36,15,16,30,16,7,23,12,17,25,8,19,33,47,6,23,18,36,29,34,33,10,0,25,24,28,5,47,23,11,47,29,33,26,24,35,16,26,29,13,35,31,41,44,16,30,30,34,25,9,24,21
v72,6,45,42,57,42,20,21,25,25,57,49,18,58,50,52,36,24,53,54,14,18,52,57,39,50,60,19,32,26,49,26,32,57,30,4,37,55,18,44,21,49,21,8,34,42,26,12,36,17,10,31,5,33,30,38,15,32,34,33,34,8,62,19,48,37,15,32,59,38,25,25,0,9,43,30,22,26,36,62,6,18,51,49,50,37,41,8,38,60,6,26,59,35,7,37,49,24,18,33,46
v73,15,36,33,48,33,21,12,24,26,56,40,9,49,49,43,35,23,44,45,15,17,43,56,30,41,59,10,31,35,48,17,31,48,25,11,36,54,17,35,12,48,12,17,33,41,25,21,35,12,9,22,8,32,29,29,12,23,33,32,27,9,53,18,47,36,12,23,58,29,24,24,9,0,34,29,23,25,35,53,5,27,50,48,41,36,32,17,37,59,11,35,50,34,6,36,40,15,15,24,45
v74,49,12,19,14,11,33,22,58,38,44,8,25,15,37,9,43,27,12,11,35,35,11,44,12,7,47,24,39,69,36,29,27,14,13,45,24,42,39,1,22,36,22,51,39,37,19,55,27,26,39,12,42,20,21,15,28,11,53,20,15,41,19,34,35,46,28,17,46,21,38,28,43,34,0,29,35,51,35,19,37,61,38,36,9,24,10,51,25,47,45,69,16,22,36,58,10,19,25,12,49
v75,36,31,28,43,28,50,21,29,55,27,35,34,44,20,38,14,6,39,40,44,12,38,27,25,36,30,29,10,40,19,46,2,43,16,34,9,25,12,30,27,19,23,28,10,12,10,28,6,41,20,17,35,17,8,24,17,18,24,9,20,38,48,11,18,17,41,34,29,38,9,5,30,29,29,0,52,22,6,48,34,32,21,19,36,17,27,34,8,30,36,40,45,17,35,29,35,30,14,29,20
v76,24,27,54,39,46,2,31,47,3,79,43,18,40,72,42,58,46,47,42,10,40,46,79,47,32,82,23,54,46,71,8,54,39,48,20,59,77,40,36,25,71,29,26,56,64,48,30,58,11,32,43,17,55,52,50,35,36,56,55,50,16,44,41,70,59,11,18,81,20,47,47,22,23,35,52,0,48,58,44,18,40,73,71,44,59,45,26,60,82,20,44,43,57,17,59,31,22,38,23,68
v77,32,53,50,65,50,46,29,7,51,31,57,30,66,24,60,10,24,61,62,40,16,60,31,47,58,34,27,12,18,35,42,24,65,38,30,31,37,12,52,29,23,29,24,12,16,32,24,24,37,16,39,31,39,30,46,23,40,8,31,42,34,70,17,22,11,37,40,33,46,13,23,26,25,51,22,48,0,16,70,30,10,39,29,58,39,49,30,30,34,32,18,67,39,31,11,57,32,26,41,20
v78,42,37,34,49,34,56,27,23,61,21,41,40,50,14,44,8,12,45,46,50,18,44,21,31,42,24,35,4,34,19,52,8,49,22,40,15,21,18,36,33,13,29,34,4,6,16,34,8,47,26,23,41,23,14,30,23,24,18,15,26,44,54,17,12,11,47,40,23,44,11,11,36,35,35,6,58,16,0,54,40,26,23,13,42,23,33,40,14,24,42,34,51,23,41,23,41,36,20,35,14
v79,68,17,20,5,20,46,41,77,45,51,13,44,4,56,10,62,46,9,8,54,54,10,41,23,12,44,43,58,88,35,36,46,5,32,64,39,39,58,18,41,51,41,70,58,56,38,74,46,45,58,31,61,31,40,24,47,30,72,39,28,60,2,53,54,65,47,30,43,24,57,47,62,53,19,48,44,70,54,0,56,80,35,41,12,31,21,70,40,44,64,88,5,31,55,77,13,38,44,29,68
v80,12,39,36,51,36,16,15,29,21,61,43,12,52,54,46,40,28,47,48,10,22,46,61,33,44,64,13,36,32,53,20,36,51,30,8,41,59,22,38,15,53,15,14,38,46,30,18,40,11,14,25,5,37,34,32,17,26,38,37,32,4,56,23,52,41,9,26,63,32,29,29,6,5,37,34,18,30,40,56,0,24,55,53,44,41,35,14,42,64,8,32,53,39,1,41,43,18,20,27,50
v81,24,63,60,75,60,38,39,7,43,39,67,36,76,32,70,18,34,71,72,32,26,70,41,57,68,44,37,22,8,45,44,34,75,48,22,41,47,22,62,39,31,39,16,22,24,42,16,34,35,22,49,23,49,40,56,33,50,16,41,52,26,80,27,30,19,33,50,41,56,23,33,18,27,61,32,40,10,26,80,24,0,49,39,68,49,59,22,40,42,24,8,77,49,25,19,67,42,36,51,28
v82,57,50,19,40,27,71,42,46,76,20,30,55,35,25,31,31,27,26,31,65,33,27,8,26,43,9,50,27,57,4,67,19,38,25,55,14,4,33,37,48,20,44,49,27,25,25,49,15,62,41,30,56,18,21,23,38,37,41,18,23,59,33,32,23,34,62,55,10,59,26,26,51,50,38,21,73,39,23,35,55,49,0,10,29,14,28,55,13,11,57,57,30,16,56,46,48,51,35,50,37
v83,55,48,21,38,25,69,40,36,74,10,28,53,37,15,31,21,25,32,33,63,31,31,8,24,41,11,48,17,47,6,65,17,36,23,53,12,8,31,35,46,10,42,47,17,15,23,47,13,60,39,28,54,16,19,21,36,35,31,16,21,57,41,30,13,24,60,53,10,57,24,24,49,48,36,19,71,29,13,41,53,39,10,0,29,12,26,53,11,11,55,47,38,14,54,36,46,49,33,48,27
v84,56,21,10,11,8,42,29,65,47,39,1,32,8,44,2,50,34,3,4,42,42,2,35,11,14,38,31,46,76,27,38,34,9,20,52,27,33,46,8,29,39,29,58,46,44,26,62,34,33,46,19,49,19,28,12,35,18,60,27,16,48,12,41,42,53,35,26,37,30,45,35,50,41,9,36,44,58,42,12,44,68,29,29,0,19,9,58,28,38,52,76,9,19,43,65,19,26,32,21,56
v85,43,36,11,26,13,57,28,46,62,20,18,41,27,25,21,31,15,22,23,51,23,21,20,12,29,23,36,27,57,12,53,15,26,11,41,8,18,27,23,34,20,30,39,27,25,11,43,15,48,27,16,42,4,9,9,24,23,41,8,9,45,31,22,23,34,48,41,22,45,26,16,37,36,24,17,59,39,23,31,41,49,14,12,19,0,14,41,9,23,43,57,28,2,42,46,34,37,21,36,37
v86,47,22,9,16,1,43,20,56,48,34,8,27,17,35,11,41,25,12,13,37,33,11,34,2,15,37,22,37,67,26,39,25,16,11,43,18,32,37,9,20,30,20,49,37,35,17,53,25,34,37,10,40,10,19,5,26,9,51,18,7,39,21,32,33,44,34,27,36,31,36,26,41,32,10,27,45,49,33,21,35,59,28,26,9,14,0,49,19,37,43,67,18,12,34,56,20,23,23,22,47
v87,2,53,50,65,50,24,29,29,25,61,57,26,66,54,60,40,28,61,62,16,22,60,61,47,58,64,27,36,28,53,34,36,65,38,6,41,59,22,52,29,53,29,6,38,46,32,6,40,25,14,39,9,39,34,46,23,40,38,37,42,10,70,23,52,41,23,40,63,46,29,29,8,17,51,34,26,30,40,70,14,22,55,53,58,41,49,0,42,64,6,24,67,39,15,41,57,32,26,41,50
v88,44,37,20,35,20,58,29,37,63,19,27,42,36,16,30,22,14,31,32,52,20,30,19,17,30,22,37,18,48,11,54,6,35,12,42,1,17,20,24,35,11,31,36,18,16,12,36,6,49,28,17,43,9,8,16,25,24,32,5,12,46,40,19,14,25,49,42,21,46,17,13,38,37,25,8,60,30,14,40,42,40,13,11,28,9,19,42,0,22,44,48,37,9,43,37,35,38,22,37,28
v89,66,59,28,49,36,80,51,35,85,9,39,64,44,14,40,24,36,35,40,74,42,36,3,35,52,6,59,28,46,11,76,28,47,34,64,23,9,42,46,57,11,53,58,26,18,34,58,24,71,50,39,65,27,30,32,47,46,30,27,32,68,42,41,12,23,71,64,1,68,35,35,60,59,47,30,82,34,24,44,64,42,11,11,38,23,37,64,22,0,66,46,39,25,65,35,57,60,44,59,26
v90,4,47,44,59,44,18,23,31,19,63,51,20,60,56,54,42,30,55,56,10,24,54,63,41,52,66,21,38,30,55,28,38,59,32,2,43,61,24,46,23,55,23,8,40,48,32,10,42,19,16,33,3,39,36,40,19,34,40,39,36,4,64,25,54,43,17,34,65,40,31,31,6,11,45,36,20,32,42,64,8,24,57,55,52,43,43,6,44,66,0,26,61,41,9,43,51,26,22,35,52
v91,26,71,68,83,68,42,47,11,45,37,75,44,84,32,78,26,42,79,80,34,34,78,49,65,76,52,45,30,4,53,52,42,83,56,24,49,55,30,70,47,37,47,18,30,32,50,18,42,43,30,57,27,57,48,64,41,58,16,49,60,28,88,35,34,23,41,58,47,64,31,41,26,35,69,40,44,18,34,88,32,8,57,47,76,57,67,24,48,46,26,0,85,57,33,17,75,50,44,59,26
v92,65,20,17,10,17,43,38,74,46,48,10,41,5,53,7,59,43,6,5,51,51,7,36,20,13,39,40,55,85,32,37,43,8,29,61,36,34,55,15,38,48,38,67,55,53,35,71,43,42,55,28,58,28,37,21,44,27,69,36,25,57,3,50,51,62,44,27,38,29,54,44,59,50,16,45,43,67,51,5,53,77,30,38,9,28,18,67,37,39,61,85,0,28,52,74,18,35,41,26,65
v93,41,34,11,26,11,55,26,46,60,22,18,39,27,25,21,31,15,22,23,49,23,21,22,10,27,25,34,27,57,14,51,15,26,9,39,8,20,27,21,32,20,28,39,27,25,9,43,15,46,27,14,40,2,9,7,22,21,41,8,7,43,31,22,23,34,46,39,24,43,26,16,35,34,22,17,57,39,23,31,39,49,16,14,19,2,12,39,9,25,41,57,28,0,40,46,32,35,19,34,37
v94,13,38,37,50,35,15,14,30,20,62,42,11,51,55,45,41,29,46,47,9,23,45,62,32,43,65,12,37,33,54,19,37,50,31,9,42,60,23,37,14,54,14,15,39,47,31,19,41,10,15,26,6,38,35,33,18,25,39,38,33,5,55,24,53,42,8,25,64,31,30,30,7,6,36,35,17,31,41,55,1,25,56,54,43,42,34,15,43,65,9,33,52,40,0,42,42,17,21,26,51
v95,43,60,57,72,57,57,36,12,62,26,64,41,73,21,67,15,31,68,69,51,23,67,38,54,65,41,36,19,13,42,53,31,72,45,41,38,44,19,59,36,26,36,35,19,21,39,35,31,48,27,46,42,46,37,53,30,47,5,38,49,45,77,24,23,12,48,47,36,53,20,30,37,36,58,29,59,11,23,77,41,19,46,36,65,46,56,41,37,35,43,17,74,46,42,0,64,39,33,48,9
v96,55,4,29,8,21,33,28,64,32,54,18,31,13,47,17,49,33,22,17,41,41,21,54,22,5,57,30,45,75,46,23,33,10,23,51,34,52,45,11,28,46,28,57,45,43,25,61,33,32,45,18,48,30,27,25,34,17,59,30,25,47,15,40,45,52,34,17,56,11,44,34,49,40,10,35,31,57,41,13,43,67,48,46,19,34,20,57,35,57,51,75,18,32,42,64,0,25,31,16,55
v97,30,21,32,33,24,20,9,39,25,57,25,6,34,50,28,36,24,29,30,16,18,28,57,25,26,60,5,32,50,49,16,32,33,26,26,37,55,20,20,3,49,7,32,34,42,26,36,36,11,20,21,23,33,30,28,13,14,34,33,28,22,38,19,48,37,11,8,59,14,25,25,24,15,19,30,22,32,36,38,18,42,51,49,26,37,23,32,38,60,26,50,35,35,17,39,25,0,16,9,46
v98,24,27,24,39,24,36,7,33,41,41,31,20,40,34,34,20,8,35,36,30,10,34,41,21,32,44,15,16,44,33,32,16,39,12,20,21,39,14,26,13,33,9,26,18,26,10,30,20,27,14,13,21,17,14,20,3,14,28,17,16,24,44,9,32,21,27,20,43,24,13,9,18,15,25,14,38,26,20,44,20,36,35,33,32,21,23,26,22,44,22,44,41,19,21,33,31,16,0,15,30
v99,39,12,31,24,23,21,12,48,26,56,20,15,25,49,19,35,23,24,21,25,25,23,56,24,17,59,14,31,59,48,17,31,24,25,35,36,54,29,13,12,48,12,41,33,41,25,45,35,16,29,20,32,32,29,27,18,13,43,32,27,31,29,24,47,36,18,5,58,9,28,24,33,24,12,29,23,41,35,29,27,51,50,48,21,36,22,41,37,59,35,59,26,34,26,48,16,9,15,0,45
v100,52,51,48,63,48,66,37,21,71,17,55,50,64,12,58,10,22,59,60,60,28,58,29,45,56,32,45,14,22,33,62,22,63,36,50,29,35,28,50,43,17,39,44,12,12,30,44,22,57,36,37,51,37,28,44,33,38,12,29,40,54,68,27,14,9,57,50,27,54,21,21,46,45,49,20,68,20,14,68,50,28,37,27,56,37,47,50,28,26,52,26,65,37,51,9,55,46,30,45,0
