,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,22,16,27,46,36,27,33,50,31,18,22,33,36,43,40,21,76,44,26,45,15,25,15,41,49,29,67,9,38,49,45,49,36,48,31,42,15,35,34,38,59,55,11,13,15,58,40,35,65,23,23,43,36,18,67,54,47,25,23,27,51,40,57,18,45,31,0,50,58,54,23,48,14,32,59,1,65,36,35,24,22,38,32,73,14,34,52,67,22,35,46,48,48,35,69,31,25,70,74,48
v68,28,40,49,4,46,23,47,36,59,34,36,53,16,35,44,29,28,18,54,17,37,27,35,69,3,57,27,59,38,41,19,51,64,4,59,28,65,37,16,26,33,29,39,43,43,32,26,63,43,27,27,49,52,32,19,60,55,53,51,23,43,68,9,32,73,35,50,0,30,34,51,24,40,18,39,49,31,24,17,52,50,12,46,29,46,56,52,45,40,63,42,8,32,23,27,19,25,32,24,36
v69,36,48,31,30,22,31,25,8,39,40,44,25,38,15,18,37,18,14,50,47,45,35,43,39,33,29,9,67,20,11,13,21,34,26,43,16,73,23,24,20,3,3,47,51,45,2,18,33,13,35,35,19,22,40,11,30,25,37,35,31,13,38,21,40,43,27,58,30,0,4,41,10,48,30,9,57,7,22,37,46,40,34,26,15,54,26,22,15,48,33,12,22,10,23,11,27,33,12,16,10
v70,32,44,27,34,18,27,21,4,35,36,40,21,42,11,14,33,22,16,46,51,41,31,39,35,37,25,13,63,16,7,15,17,30,30,39,12,69,19,28,16,5,5,43,47,41,4,14,29,11,31,31,15,18,36,15,26,21,33,31,27,9,34,25,36,39,23,54,34,4,0,37,10,44,34,5,53,11,18,41,42,36,38,22,19,50,22,18,13,44,29,8,26,6,19,15,27,29,16,20,6
v71,33,39,10,51,19,44,16,33,8,17,45,16,59,26,23,40,59,33,9,68,38,48,20,18,54,12,50,26,21,32,32,32,13,47,8,25,32,18,45,25,42,38,18,36,8,41,25,12,48,44,28,26,19,31,50,37,30,4,6,36,34,17,42,27,22,16,23,51,41,37,0,31,37,51,42,22,48,27,58,5,1,55,15,56,13,17,35,50,45,18,29,43,31,28,52,44,32,53,57,31
v72,26,38,25,24,22,21,23,12,35,30,34,29,32,11,20,27,28,6,40,41,35,25,33,45,27,33,19,57,14,17,5,27,40,20,35,6,63,13,18,10,11,7,37,41,35,10,8,39,19,25,25,25,28,30,19,36,31,29,27,21,19,44,15,30,49,17,48,24,10,10,31,0,38,24,15,47,17,12,31,36,30,28,22,25,44,32,28,21,38,39,18,16,8,13,21,17,23,22,26,12
v73,12,2,35,36,32,17,33,40,45,20,8,39,24,33,30,11,66,34,40,31,3,13,17,55,39,43,57,21,28,39,35,39,50,38,45,32,25,25,24,28,49,45,19,3,29,48,30,49,55,13,13,35,38,8,57,46,41,39,37,17,41,54,47,10,59,21,14,40,48,44,37,38,0,22,49,15,55,26,23,38,36,28,32,63,28,42,42,57,8,49,36,38,38,25,59,21,15,60,64,38
v74,18,22,49,14,46,7,47,36,59,34,18,53,8,35,44,11,44,18,54,17,19,9,31,69,17,57,35,41,38,41,19,51,64,16,59,28,47,37,6,26,33,29,33,25,43,32,26,63,43,9,23,49,52,20,35,60,55,53,51,15,43,68,25,24,73,35,32,18,30,34,51,24,22,0,39,31,33,24,7,52,50,6,46,41,42,56,52,45,22,63,42,16,32,23,37,7,19,38,42,36
v75,37,49,32,39,23,32,26,9,40,41,45,26,47,16,19,38,17,21,51,56,46,36,44,30,42,30,12,68,21,10,20,12,35,35,44,17,74,24,33,21,6,10,48,52,46,7,19,30,6,36,36,16,23,41,20,21,16,38,36,32,8,31,30,41,34,28,59,39,9,5,42,15,49,39,0,58,8,23,46,47,41,43,27,14,55,25,13,8,49,24,13,31,11,24,12,32,34,11,17,11
v76,21,17,26,45,35,26,32,49,30,17,23,32,37,42,39,20,75,43,25,46,16,26,14,40,48,28,66,10,37,48,44,48,35,47,30,41,16,34,33,37,58,54,10,14,14,57,39,34,64,22,22,42,35,17,66,53,46,24,22,26,50,39,56,17,44,30,1,49,57,53,22,47,15,31,58,0,64,35,36,23,21,37,31,72,13,33,51,66,23,34,45,47,47,34,68,30,24,69,73,47
v77,43,55,38,31,29,38,32,15,46,47,51,32,39,22,25,44,11,21,57,48,52,42,50,38,34,36,4,74,27,16,20,20,41,27,50,23,80,30,31,27,6,10,54,58,52,7,25,36,12,42,42,22,29,47,12,29,24,44,42,38,14,37,22,47,42,34,65,31,7,11,48,17,55,33,8,64,0,29,38,53,47,35,33,8,61,31,21,14,55,32,19,23,17,30,4,34,40,5,9,17
v78,14,26,25,24,22,17,23,14,35,18,22,29,32,11,20,15,40,8,30,41,23,21,21,45,27,33,31,45,14,17,9,27,40,20,35,6,51,13,18,2,23,19,25,29,23,22,4,39,29,17,13,25,28,18,31,36,31,29,27,9,19,44,21,18,49,11,36,24,22,18,27,12,26,24,23,35,29,0,31,28,26,28,22,37,32,32,28,31,26,39,18,16,12,1,33,17,11,34,38,12
v79,25,23,56,13,53,14,54,43,66,41,19,60,1,42,51,18,43,25,61,10,20,10,38,76,16,64,34,42,45,48,26,58,71,15,66,35,48,44,13,33,40,36,40,26,50,39,33,70,50,14,30,56,59,27,34,67,62,60,58,22,50,75,24,31,80,42,35,17,37,41,58,31,23,7,46,36,38,31,0,59,57,5,53,40,49,63,59,52,23,70,49,15,39,30,36,14,26,39,41,43
v80,34,40,15,52,24,45,21,38,7,18,46,21,60,31,28,41,64,34,4,69,39,49,21,17,55,17,55,21,26,37,33,37,12,48,7,30,27,23,46,26,47,43,19,37,9,46,28,17,53,45,29,31,24,32,55,42,35,9,11,37,39,16,45,28,21,19,24,52,46,42,5,36,38,52,47,23,53,28,59,0,6,56,20,61,10,22,40,55,46,23,34,44,36,29,57,45,33,58,62,36
v81,32,38,9,50,18,43,15,32,9,16,44,15,58,25,22,39,58,32,10,67,37,47,19,19,53,11,49,27,20,31,31,31,14,46,9,24,33,17,44,24,41,37,17,35,7,40,24,13,47,43,27,25,18,30,49,36,29,3,5,35,33,18,41,26,23,15,22,50,40,36,1,30,36,50,41,21,47,26,57,6,0,54,14,55,14,16,34,49,44,17,28,42,30,27,51,43,31,52,56,30
v82,22,28,53,8,50,11,51,40,63,38,24,57,4,39,48,17,38,22,58,13,25,15,35,73,11,61,31,47,42,45,23,55,68,10,63,32,53,41,10,30,37,33,37,31,47,36,30,67,47,15,27,53,56,24,29,64,59,57,55,19,47,72,19,28,77,39,38,12,34,38,55,28,28,6,43,37,35,28,5,56,54,0,50,35,46,60,56,49,28,67,46,12,36,27,31,11,23,36,36,40
v83,28,34,5,46,4,39,1,18,13,14,40,7,54,11,8,35,44,28,24,63,33,43,17,23,49,11,35,41,8,17,27,17,18,42,17,18,47,9,40,20,27,23,21,31,19,26,20,17,33,39,23,11,6,26,35,22,15,11,9,31,19,22,37,22,27,11,32,46,26,22,15,22,32,46,27,31,33,22,53,20,14,50,0,41,28,10,20,35,40,17,14,38,16,23,37,39,27,38,42,16
v84,51,63,46,29,37,46,40,23,54,55,59,40,39,30,33,52,3,29,65,46,60,50,58,44,32,44,6,82,35,24,28,24,49,25,58,31,88,38,39,35,14,18,62,66,60,15,33,44,14,50,50,30,37,55,10,31,26,52,50,46,22,45,20,55,46,42,73,29,15,19,56,25,63,41,14,72,8,37,40,61,55,35,41,0,69,39,23,16,63,38,27,25,25,38,4,42,48,3,7,25
v85,24,30,23,42,32,35,29,46,17,14,36,29,50,39,36,31,72,40,12,59,29,39,11,27,45,25,63,13,34,45,41,45,22,44,17,38,19,31,36,34,55,51,9,27,9,54,36,25,61,35,19,39,32,22,63,50,43,17,19,27,47,26,53,18,31,27,14,46,54,50,13,44,28,42,55,13,61,32,49,10,14,46,28,69,0,30,48,63,36,31,42,44,44,31,65,35,23,66,70,44
v86,38,44,7,56,10,49,9,20,15,22,50,3,64,21,12,45,42,38,26,73,43,53,25,13,59,5,33,43,18,15,37,15,10,52,19,28,49,19,50,30,25,27,23,41,21,24,30,7,31,49,33,9,4,36,37,20,13,13,11,41,17,12,47,32,17,21,34,56,26,22,17,32,42,56,25,33,31,32,63,22,16,60,10,39,30,0,18,33,50,7,14,48,24,33,35,49,37,36,40,20
v87,34,42,25,52,16,45,19,16,33,34,46,19,60,17,12,41,24,34,44,69,39,49,37,23,55,23,25,61,14,11,33,3,28,48,37,24,67,17,46,26,19,23,41,45,39,20,26,23,13,45,29,9,16,34,33,8,5,31,29,37,9,24,43,34,25,21,52,52,22,18,35,28,42,52,13,51,21,28,59,40,34,56,20,23,48,18,0,15,46,17,10,44,20,29,25,45,33,20,30,16
v88,45,57,40,45,31,40,34,17,48,49,53,34,53,24,27,46,17,27,59,62,54,44,52,38,48,38,18,76,29,18,26,18,43,41,52,25,82,32,39,29,12,16,56,60,54,13,27,38,2,44,44,24,31,49,26,15,20,46,44,40,16,39,36,49,40,36,67,45,15,13,50,21,57,45,8,66,14,31,52,55,49,49,35,16,63,33,15,0,57,32,21,37,19,32,18,38,42,13,23,19
v89,12,6,43,36,40,17,41,40,53,28,4,47,24,33,38,11,66,34,48,25,7,13,25,63,39,51,57,29,32,39,35,45,58,38,53,32,25,31,24,28,49,45,27,9,37,48,30,57,55,13,17,43,46,14,57,54,49,47,45,17,41,62,47,18,67,29,22,40,48,44,45,38,8,22,49,23,55,26,23,46,44,28,40,63,36,50,46,57,0,57,36,38,38,25,59,21,15,60,64,38
v90,45,51,14,63,17,56,16,27,16,29,57,10,71,28,19,52,41,45,27,80,50,60,32,6,66,6,36,44,25,22,44,14,11,59,20,35,50,26,57,37,30,34,30,48,22,31,37,6,30,56,40,14,11,43,44,19,12,14,12,48,20,7,54,39,10,28,35,63,33,29,18,39,49,63,24,34,32,39,70,23,17,67,17,38,31,7,17,32,57,0,21,55,31,40,36,56,44,35,41,27
v91,24,36,19,42,10,35,13,6,27,28,36,13,50,7,6,31,30,24,38,59,33,39,31,27,45,17,21,55,8,3,23,9,22,38,31,14,61,11,36,16,13,13,35,39,33,12,16,21,19,35,23,7,10,28,23,18,13,25,23,27,5,26,33,28,31,15,46,42,12,8,29,18,36,42,13,45,19,18,49,34,28,46,14,27,42,14,10,21,36,21,0,34,10,19,23,35,23,24,28,6
v92,26,38,41,8,38,21,39,28,51,30,34,45,16,27,36,27,28,10,46,25,35,25,33,61,11,49,19,57,30,33,11,43,56,4,51,20,63,29,14,18,25,21,37,41,35,24,18,55,35,25,25,41,44,30,19,52,47,45,43,21,35,60,9,30,65,27,48,8,22,26,43,16,38,16,31,47,23,16,15,44,42,12,38,25,44,48,44,37,38,55,34,0,24,15,21,17,23,24,26,28
v93,26,38,21,32,14,25,15,4,29,30,34,21,40,5,12,27,28,14,40,49,35,29,33,37,35,25,19,57,10,9,13,19,32,28,33,6,63,13,26,10,11,7,37,41,35,10,8,31,17,25,25,17,20,30,19,28,23,27,25,21,11,36,23,30,41,17,48,32,10,6,31,8,38,32,11,47,17,12,39,36,30,36,16,25,44,24,20,19,38,31,10,24,0,13,21,25,23,22,26,4
v94,13,25,26,23,23,16,24,15,36,17,21,30,31,12,21,14,41,9,31,40,22,20,20,46,26,34,32,44,15,18,10,28,41,19,36,7,50,14,17,3,24,20,24,28,22,23,5,40,30,16,12,26,29,17,32,37,32,30,28,8,20,45,22,17,50,12,35,23,23,19,28,13,25,23,24,34,30,1,30,29,27,27,23,38,31,33,29,32,25,40,19,15,13,0,34,16,10,35,39,13
v95,47,59,42,27,33,42,36,19,50,51,55,36,35,26,29,48,7,25,61,44,56,46,54,42,30,40,2,78,31,20,24,24,45,23,54,27,84,34,35,31,10,14,58,62,56,11,29,40,16,46,46,26,33,51,8,33,28,48,46,42,18,41,18,51,46,38,69,27,11,15,52,21,59,37,12,68,4,33,36,57,51,31,37,4,65,35,25,18,59,36,23,21,21,34,0,38,44,5,5,21
v96,11,21,42,15,39,4,40,29,52,27,17,46,15,28,37,10,45,13,47,24,18,8,24,62,18,50,36,40,31,34,14,44,57,17,52,21,46,30,3,19,28,24,26,24,36,27,19,56,36,8,16,42,45,13,36,53,48,46,44,8,36,61,26,17,66,28,31,19,27,27,44,17,21,7,32,30,34,17,14,45,43,11,39,42,35,49,45,38,21,56,35,17,25,16,38,0,12,39,43,29
v97,3,15,30,21,27,12,28,25,40,15,13,34,27,18,25,8,51,19,35,36,12,16,12,50,24,38,42,34,19,24,20,32,45,23,40,17,40,18,13,13,34,30,14,18,24,33,15,44,40,12,4,30,33,7,42,41,36,34,32,4,26,49,32,7,54,16,25,25,33,29,32,23,15,19,34,24,40,11,26,33,31,23,27,48,23,37,33,42,15,44,23,23,23,10,44,12,0,45,49,23
v98,48,60,43,32,34,43,37,20,51,52,56,37,40,27,30,49,6,26,62,49,57,47,55,41,35,41,5,79,32,21,25,21,46,28,55,28,85,35,36,32,11,15,59,63,57,12,30,41,11,47,47,27,34,52,13,28,23,49,47,43,19,42,23,52,43,39,70,32,12,16,53,22,60,38,11,69,5,34,39,58,52,36,38,3,66,36,20,13,60,35,24,24,22,35,5,39,45,0,10,22
v99,52,64,47,28,38,47,41,24,55,56,60,41,40,31,34,53,6,30,66,39,61,51,59,47,25,45,7,83,36,25,29,29,50,26,59,32,89,39,40,36,15,19,63,67,61,16,34,45,21,51,51,31,38,56,7,38,33,53,51,47,23,46,17,56,51,43,74,24,16,20,57,26,64,42,17,73,9,38,41,62,56,36,42,7,70,40,30,23,64,41,28,26,26,39,5,43,49,10,0,26
v100,26,38,21,36,12,29,15,2,29,30,34,17,44,5,8,27,28,18,40,53,35,33,33,33,39,21,19,57,10,5,17,15,28,32,33,8,63,13,30,10,11,7,37,41,35,10,10,27,17,29,25,13,16,30,19,24,19,27,25,21,7,32,27,30,37,17,48,36,10,6,31,12,38,36,11,47,17,12,43,36,30,40,16,25,44,20,16,19,38,27,6,28,4,13,21,29,23,22,26,0
