,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
v67,37,21,13,46,47,12,45,38,46,21,57,21,44,31,25,19,6,49,8,23,44,8,22,42,64,14,2,32,8,66,60,46,29,17,21,28,20,35,14,8,43,32,39,22,29,27,12,38,24,34,14,27,20,36,42,45,33,39,13,14,30,54,11,58,33,19,0,47,35,60,14,19,48,3,12,36,25,41,48,49,45,22,21,31,35,12,34,14,25,31,25,24,20,38,39,24,39,45,41,2
v68,46,68,34,57,56,35,26,15,7,56,40,36,51,76,22,52,53,34,45,70,11,55,69,5,45,61,45,17,39,45,49,65,64,34,40,23,67,76,33,39,18,79,58,25,38,40,35,11,63,13,43,74,53,17,51,56,80,54,50,53,35,55,36,33,62,32,47,0,28,35,61,38,3,46,35,45,72,26,49,2,20,25,46,18,32,37,61,33,22,72,22,23,59,17,72,23,8,66,50,49
v69,18,40,34,29,28,43,10,25,27,28,22,14,23,48,16,24,31,14,43,42,25,37,41,23,29,33,35,11,37,31,25,37,36,18,14,7,39,48,31,39,10,51,30,15,10,12,29,19,35,15,21,46,25,27,23,28,52,26,22,25,7,27,40,23,34,42,35,28,0,25,35,48,29,38,35,17,44,6,21,30,10,25,56,28,4,47,33,35,26,44,20,13,31,11,44,11,20,38,22,35
v70,23,51,59,22,21,68,15,50,42,39,5,39,16,41,41,41,56,11,68,51,46,62,44,34,10,46,60,28,62,10,14,30,31,43,39,32,48,41,56,64,17,44,23,40,31,33,54,26,36,36,46,41,40,52,18,21,45,21,47,46,30,20,65,4,27,67,60,35,25,0,60,73,36,63,60,24,37,19,14,37,15,50,81,53,25,72,26,60,51,37,45,38,40,22,37,36,27,31,19,60
v71,37,9,27,46,47,26,45,52,60,21,57,25,44,31,39,19,8,49,16,9,58,6,16,56,64,14,16,44,22,66,60,46,29,27,21,38,12,35,28,22,43,30,39,36,29,27,26,52,24,48,18,19,20,50,42,45,25,39,13,14,30,54,25,58,33,33,14,61,35,60,0,33,62,15,26,36,23,41,48,63,45,36,21,45,35,26,34,28,39,31,39,38,20,44,39,38,53,45,41,12
v72,50,40,14,59,60,7,58,23,31,34,70,34,57,48,32,32,25,62,17,42,27,27,41,39,77,33,17,45,11,79,73,59,42,30,34,41,39,48,17,11,56,51,52,33,42,40,19,49,37,37,27,46,33,21,55,58,52,52,26,27,43,67,8,71,46,6,19,38,48,73,33,0,41,18,13,49,44,54,61,38,58,23,12,20,48,7,47,13,22,44,28,35,33,51,52,37,46,58,54,21
v73,47,69,35,58,57,36,27,18,10,57,41,37,52,77,23,53,54,35,46,71,14,56,70,6,46,62,46,18,40,46,50,66,65,35,41,24,68,77,34,40,19,80,59,26,39,41,36,10,64,14,44,75,54,20,52,57,81,55,51,54,36,56,37,32,63,35,48,3,29,36,62,41,0,47,36,46,73,27,50,3,21,26,49,21,33,40,62,34,23,73,23,24,60,18,73,24,9,67,51,50
v74,40,22,12,49,50,11,48,37,45,24,60,24,47,34,24,22,7,52,5,24,43,9,23,41,67,17,3,35,7,69,63,49,32,20,24,31,21,38,13,7,46,33,42,23,32,30,11,39,27,33,17,28,23,35,45,48,34,42,16,17,33,57,10,61,36,18,3,46,38,63,15,18,47,0,11,39,26,44,51,48,48,21,18,30,38,11,37,13,24,34,24,25,23,41,42,27,38,48,44,3
v75,37,33,1,46,47,8,45,26,34,21,57,21,44,41,19,19,18,49,10,35,32,20,34,30,64,26,10,32,4,66,60,46,29,17,21,28,32,41,4,4,43,44,39,20,29,27,6,36,28,24,14,39,20,24,42,45,45,39,15,18,30,54,5,58,33,7,12,35,35,60,26,13,36,11,0,36,37,41,48,37,45,10,21,19,35,12,34,2,13,37,15,22,24,38,39,24,33,45,41,14
v76,1,27,35,12,11,44,19,36,44,15,21,15,8,31,23,17,32,13,44,27,42,38,24,40,28,22,36,28,38,30,24,20,19,19,15,22,24,31,32,40,27,34,13,20,7,9,30,36,18,32,22,29,16,34,6,11,35,9,23,22,10,18,41,22,17,43,36,45,17,24,36,49,46,39,36,0,27,19,12,47,25,26,57,29,13,48,16,36,27,27,23,22,16,28,27,22,37,21,5,36
v77,26,14,38,23,24,37,46,63,71,16,34,36,21,8,50,20,19,38,31,14,69,25,7,67,41,11,27,55,33,43,37,23,8,38,32,49,11,12,39,33,54,7,16,47,34,32,37,63,9,59,29,4,19,61,21,22,8,18,22,19,37,31,36,41,10,44,25,72,44,37,23,44,73,26,37,27,0,46,25,74,52,47,44,56,40,37,11,39,50,8,50,49,13,55,16,49,64,22,22,23
v78,20,42,40,31,30,49,4,31,25,30,16,20,25,50,22,26,37,8,49,44,27,43,43,21,23,35,41,9,43,25,23,39,38,24,20,13,41,50,37,45,8,53,32,21,12,14,35,17,37,17,27,48,27,33,25,30,54,28,28,27,11,29,46,17,36,48,41,26,6,19,41,54,27,44,41,19,46,0,23,28,6,31,62,34,6,53,35,41,32,46,26,19,33,9,46,17,18,40,24,41
v79,11,39,47,8,7,56,23,40,48,27,9,27,4,27,29,29,44,15,56,39,46,50,32,44,16,34,48,32,50,18,12,16,19,31,27,26,36,27,44,52,31,30,9,28,19,21,42,40,24,36,34,29,28,40,6,7,31,9,35,34,18,6,53,18,15,55,48,49,21,14,48,61,50,51,48,12,25,23,0,51,29,38,69,41,17,60,14,48,39,23,33,26,28,32,23,26,41,17,7,48
v80,48,70,36,59,58,37,28,15,7,58,42,38,53,78,24,54,55,36,47,72,11,57,71,7,47,63,47,19,41,47,51,67,66,36,42,25,69,78,35,41,20,81,60,27,40,42,37,11,65,15,45,76,55,17,53,58,82,56,52,55,37,57,38,33,64,32,49,2,30,37,63,38,3,48,37,47,74,28,51,0,22,27,46,18,34,37,63,35,24,74,24,25,61,19,74,25,10,68,52,51
v81,26,48,44,37,36,53,6,35,27,36,20,24,31,56,26,32,41,14,53,50,31,47,49,19,25,41,45,13,47,25,29,45,44,28,24,17,47,56,41,49,2,59,38,25,18,20,39,11,43,21,31,54,33,37,31,36,60,34,32,33,15,35,50,13,42,52,45,20,10,15,45,58,21,48,45,25,52,6,29,22,0,35,66,38,12,57,41,45,36,52,30,23,39,7,52,21,12,46,30,45
v82,27,43,9,36,37,18,35,16,24,31,47,11,34,51,9,27,28,39,20,45,22,30,44,20,54,36,20,22,14,56,50,40,39,9,15,18,42,51,8,14,33,54,33,10,19,17,10,26,38,14,18,49,28,14,32,35,55,29,25,28,20,44,15,48,37,17,22,25,25,50,36,23,26,21,10,26,47,31,38,27,35,0,31,9,25,22,36,10,3,47,5,12,34,28,47,14,23,41,31,24
v83,58,30,22,67,68,13,66,31,39,42,78,42,65,52,40,40,25,70,13,30,37,19,37,47,85,35,21,53,19,87,81,67,50,38,42,49,33,56,25,17,64,51,60,41,50,48,27,57,45,45,35,40,41,29,63,66,46,60,34,35,51,75,16,79,54,14,21,46,56,81,21,12,49,18,21,57,44,62,69,46,66,31,0,28,56,9,55,21,30,52,36,43,41,59,60,45,54,66,62,21
v84,30,52,18,41,40,19,38,7,15,40,50,20,37,60,12,36,37,42,29,54,13,39,53,19,57,45,29,25,23,59,53,49,48,18,24,21,51,60,17,23,36,63,42,13,22,24,19,29,47,17,27,58,37,5,35,40,64,38,34,37,23,47,20,51,46,14,31,18,28,53,45,20,21,30,19,29,56,34,41,18,38,9,28,0,28,19,45,17,6,56,8,15,43,31,56,17,26,50,34,33
v85,14,36,34,25,24,43,10,25,31,24,22,14,19,44,16,20,31,14,43,38,29,37,37,27,29,29,35,15,37,31,25,33,32,18,14,9,35,44,31,39,14,47,26,15,6,8,29,23,31,19,21,42,21,27,19,24,48,22,22,21,5,23,40,23,30,42,35,32,4,25,35,48,33,38,35,13,40,6,17,34,12,25,56,28,0,47,29,35,26,40,20,13,27,15,40,11,24,34,18,35
v86,49,33,13,58,59,4,57,26,34,33,69,33,56,43,31,31,18,61,10,35,32,20,34,38,76,26,12,44,10,78,72,58,41,29,33,40,32,47,16,8,55,44,51,32,41,39,18,48,36,36,26,39,32,24,54,57,45,51,25,26,42,66,7,70,45,7,12,37,47,72,26,7,40,11,12,48,37,53,60,37,57,22,9,19,47,0,46,12,21,43,27,34,32,50,51,36,45,57,53,14
v87,15,25,33,12,13,42,35,52,60,13,23,25,10,15,39,15,30,27,42,25,58,36,18,56,30,20,34,44,36,32,26,12,5,27,21,38,22,15,30,38,43,18,5,36,23,21,28,52,10,48,20,15,14,50,10,11,19,7,21,20,26,20,39,30,1,41,34,61,33,26,34,47,62,37,34,16,11,35,14,63,41,36,55,45,29,46,0,34,39,11,39,38,14,44,11,38,53,11,11,34
v88,37,35,1,46,47,8,45,24,32,23,57,21,44,43,19,19,20,49,12,37,30,22,36,28,64,28,12,32,6,66,60,46,31,17,21,28,34,43,4,6,43,46,39,20,29,27,6,36,30,24,14,41,20,22,42,45,47,39,17,20,30,54,5,58,33,7,14,33,35,60,28,13,34,13,2,36,39,41,48,35,45,10,21,17,35,12,34,0,11,39,15,22,26,38,39,24,33,45,41,16
v89,28,46,12,37,38,17,36,13,21,34,48,14,35,54,10,30,31,40,23,48,19,33,47,17,55,39,23,23,17,57,51,43,42,12,18,19,45,54,11,17,34,57,36,11,20,18,13,27,41,15,21,52,31,11,33,36,58,32,28,31,21,45,14,49,40,16,25,22,26,51,39,22,23,24,13,27,50,32,39,24,36,3,30,6,26,21,39,11,0,50,6,13,37,29,50,15,24,44,32,27
v90,26,22,38,15,16,39,46,63,71,16,32,36,21,4,50,20,27,38,39,22,69,33,15,67,33,17,31,55,33,35,29,15,8,38,32,49,19,4,39,35,54,7,14,47,34,32,37,63,9,59,29,12,19,61,21,16,8,18,22,19,37,23,36,41,10,44,31,72,44,37,31,44,73,34,37,27,8,46,23,74,52,47,52,56,40,43,11,39,50,0,50,49,13,55,8,49,64,14,22,31
v91,24,46,14,35,34,23,30,13,21,34,42,14,29,54,4,30,31,34,23,48,19,33,47,17,49,39,23,17,17,51,45,43,42,12,18,13,45,54,11,19,28,57,36,5,16,18,13,21,41,9,21,52,31,11,29,34,58,32,28,31,15,39,20,43,40,22,25,22,20,45,39,28,23,24,15,23,50,26,33,24,30,5,36,8,20,27,39,15,6,50,0,7,37,23,50,9,18,44,28,27
v92,23,45,21,34,33,30,23,14,22,33,35,13,28,53,3,29,30,27,30,47,20,32,46,18,42,38,22,10,24,44,38,42,41,11,17,6,44,53,18,26,21,56,35,2,15,17,16,14,40,10,20,51,30,14,28,33,57,31,27,30,12,32,27,36,39,29,24,23,13,38,38,35,24,25,22,22,49,19,26,25,23,12,43,15,13,34,38,22,13,49,7,0,36,16,49,2,15,43,27,26
v93,17,11,25,26,27,28,33,50,58,3,37,23,24,17,37,7,16,29,28,11,56,22,10,54,44,6,20,42,22,46,40,26,9,25,19,36,8,17,26,24,41,20,19,34,21,19,24,50,4,46,16,15,6,48,22,25,21,19,9,6,24,34,25,38,13,31,20,59,31,40,20,33,60,23,24,16,13,33,28,61,39,34,41,43,27,32,14,26,37,13,37,36,0,42,19,36,51,25,21,20
v94,29,51,37,40,39,46,9,28,20,39,23,19,34,59,19,35,36,17,46,53,24,40,52,12,28,44,38,6,40,28,32,48,47,21,23,10,50,59,34,42,5,62,41,18,21,23,32,8,46,14,26,57,36,30,34,39,63,37,33,36,18,38,43,20,45,45,38,17,11,22,44,51,18,41,38,28,55,9,32,19,7,28,59,31,15,50,44,38,29,55,23,16,42,0,55,14,9,49,33,38
v95,26,30,38,15,16,47,46,63,71,18,32,36,21,8,50,20,35,38,47,30,69,41,23,67,27,25,39,55,41,27,23,7,10,38,32,49,27,4,39,43,54,9,14,47,34,32,37,63,15,59,29,20,19,61,21,16,14,18,26,25,37,17,44,41,10,46,39,72,44,37,39,52,73,42,39,27,16,46,23,74,52,47,60,56,40,51,11,39,50,8,50,49,19,55,0,49,64,6,22,39
v96,23,45,23,34,33,32,21,14,22,33,33,13,28,53,5,29,30,25,32,47,20,32,46,18,40,38,24,8,26,42,36,42,41,11,17,4,44,53,20,28,19,56,35,4,15,17,18,14,40,10,20,51,30,16,28,33,57,31,27,30,12,32,29,34,39,31,24,23,11,36,38,37,24,27,24,22,49,17,26,25,21,14,45,17,11,36,38,24,15,49,9,2,36,14,49,0,15,43,27,26
v97,38,60,32,49,48,41,18,23,15,48,32,28,43,68,14,44,45,26,41,62,19,47,61,7,37,53,37,9,35,37,41,57,56,26,32,15,59,68,29,37,10,71,50,17,30,32,27,3,55,9,35,66,45,25,43,48,72,46,42,45,27,47,38,25,54,40,39,8,20,27,53,46,9,38,33,37,64,18,41,10,12,23,54,26,24,45,53,33,24,64,18,15,51,9,64,15,0,58,42,41
v98,20,36,44,9,10,53,40,57,65,24,26,30,15,14,44,26,41,32,53,36,63,47,29,61,21,31,45,49,47,21,17,1,16,32,26,43,33,10,41,49,48,15,8,41,28,26,39,57,21,53,31,26,25,55,15,10,20,12,32,31,31,11,50,35,12,52,45,66,38,31,45,58,67,48,45,21,22,40,17,68,46,41,66,50,34,57,11,45,44,14,44,43,25,49,6,43,58,0,16,45
v99,4,32,40,7,6,49,24,41,49,20,16,20,3,26,28,22,37,16,49,32,47,43,25,45,23,27,41,33,43,25,19,15,14,24,20,27,29,26,37,45,32,29,8,25,12,14,35,41,17,37,27,24,21,39,1,6,30,4,28,27,15,13,46,19,12,48,41,50,22,19,41,54,51,44,41,5,22,24,7,52,30,31,62,34,18,53,11,41,32,22,28,27,21,33,22,27,42,16,0,41
v100,37,19,15,46,47,14,45,40,48,21,57,21,44,31,27,19,4,49,8,21,46,6,20,44,64,14,4,32,10,66,60,46,29,17,21,28,18,35,16,10,43,30,39,24,29,27,14,40,24,36,14,25,20,38,42,45,31,39,13,14,30,54,13,58,33,21,2,49,35,60,12,21,50,3,14,36,23,41,48,51,45,24,21,33,35,14,34,16,27,31,27,26,20,38,39,26,41,45,41,0
